total_docks,latitude,station_name,longitude,id,docks_in_service,status,short_name,geometry,index_right,statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10
15,41.916907,Parkside Ave & Armitage Ave,-87.767173,1871993715238611622,15,In Service,21354,POINT (-87.767173 41.916907),58.0,17,1913.02,19,Census Tract 1913.02,19,17031191302,,191302,031
15,41.922167,Sedgwick St & Webster Ave,-87.638888,a3a61a0b-a135-11e9-9cda-0a87ae2ba916,15,In Service,13191,POINT (-87.638888 41.922167),160.0,17,714,7,Census Tract 714,7,17031071400,,071400,031
6,41.8154913,Archer Ave & 43rd St,-87.7024412,1582242319632586320,6,In Service,,POINT (-87.7024412 41.8154913),162.0,17,5805.02,58,Census Tract 5805.02,58,17031580502,,580502,031
15,41.73648,Dauphin Ave & 87th St,-87.601252,625e37ea-24ea-4f13-9a54-6322466ec521,15,In Service,20116,POINT (-87.601252 41.73648),435.0,17,4408,44,Census Tract 4408,44,17031440800,,440800,031
9,41.895745,Francisco Ave & Chicago Ave,-87.698653,1594046370923369114,9,In Service,,POINT (-87.698653 41.895745),557.0,17,2427,24,Census Tract 2427,24,17031242700,,242700,031
11,41.751785,Bennett Ave & 79th St,-87.578496,a3b2862e-a135-11e9-9cda-0a87ae2ba916,11,In Service,16970,POINT (-87.578496 41.751785),199.0,17,8342,43,Census Tract 8342,43,17031834200,,834200,031
9,41.846506,Sacramento Ave & 25th St,-87.700139,1594046400988140226,9,In Service,,POINT (-87.700139 41.846506),269.0,17,3011,30,Census Tract 3011,30,17031301100,,301100,031
35,41.929567,Kedzie Ave & Milwaukee Ave,-87.707857,a3a9607f-a135-11e9-9cda-0a87ae2ba916,35,In Service,13085,POINT (-87.707857 41.929567),73.0,17,2206.02,22,Census Tract 2206.02,22,17031220602,,220602,031
9,41.8918718,Central Park Ave & Ohio St,-87.7163879,1575949510978564830,9,In Service,,POINT (-87.7163879 41.8918718),595.0,17,2315,23,Census Tract 2315,23,17031231500,,231500,031
11,41.744123,Ellis Ave & 83rd St,-87.599034,a3b2a4ca-a135-11e9-9cda-0a87ae2ba916,11,In Service,584,POINT (-87.599034 41.744123),147.0,17,4401.02,44,Census Tract 4401.02,44,17031440102,,440102,031
15,41.990267,Lincoln Ave & Peterson Ave,-87.70857,1866822399451882164,15,In Service,21462,POINT (-87.70857 41.990267),62.0,17,207.01,2,Census Tract 207.01,2,17031020701,,020701,031
15,41.92533,Greenview Ave & Fullerton Ave,-87.6658,a3a76cb6-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1307000001,POINT (-87.6658 41.92533),748.0,17,706,7,Census Tract 706,7,17031070600,,070600,031
23,41.94815,Southport Ave & Waveland Ave,-87.66394,a3a82c6c-a135-11e9-9cda-0a87ae2ba916,23,In Service,13235,POINT (-87.66394 41.94815),719.0,17,612,6,Census Tract 612,6,17031061200,,061200,031
11,41.880281,Austin Blvd & Madison St,-87.774453,a3b1d532-a135-11e9-9cda-0a87ae2ba916,11,In Service,16918,POINT (-87.774453 41.880281),627.0,17,2520,25,Census Tract 2520,25,17031252000,,252000,031
15,41.6849315952,Major Taylor Trail & 115th St,-87.6452887058,aea853ed-c70c-4b1b-a7a8-d33869d8d58d,15,In Service,20207,POINT (-87.645288705826 41.684931595193),653.0,17,5303,53,Census Tract 5303,53,17031530300,,530300,031
15,41.845687,Indiana Ave & 26th St,-87.622481,a3a62fc9-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1307000005,POINT (-87.622481 41.845687),206.0,17,8410,33,Census Tract 8410,33,17031841000,,841000,031
9,41.823324,Rockwell St & Archer Ave,-87.689685,1582242293862782510,9,In Service,,POINT (-87.689685 41.823324),648.0,17,5801,58,Census Tract 5801,58,17031580100,,580100,031
11,41.750794,State St & 79th St,-87.624424,a3b26acf-a135-11e9-9cda-0a87ae2ba916,11,In Service,573,POINT (-87.624424 41.750794),411.0,17,4403,44,Census Tract 4403,44,17031440300,,440300,031
15,41.868968,Throop St & Taylor St,-87.659141,a3a3c174-a135-11e9-9cda-0a87ae2ba916,15,In Service,13139,POINT (-87.659141 41.868968),753.0,17,2832,28,Census Tract 2832,28,17031283200,,283200,031
15,41.91748,Karlov Ave & Armitage Ave,-87.728952,1867616662773391950,15,In Service,23190,POINT (-87.728952 41.91748),77.0,17,2004.02,20,Census Tract 2004.02,20,17031200402,,200402,031
7,41.823613,Morgan St & Pershing Rd,-87.650931,a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,7,In Service,16933,POINT (-87.650931 41.823613),178.0,17,8399,60,Census Tract 8399,60,17031839900,,839900,031
15,41.96108,Kildare Ave & Montrose Ave,-87.73569,a3b38c3f-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1706005015,POINT (-87.73569 41.96108),371.0,17,1602,16,Census Tract 1602,16,17031160200,,160200,031
15,41.787878,University Ave & 59th St,-87.598906,1850868044363584392,15,In Service,22003,POINT (-87.598906 41.787878),159.0,17,8362,41,Census Tract 8362,41,17031836200,,836200,031
19,42.019159,Paulina St & Howard St,-87.673573,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,19,In Service,515,POINT (-87.673573 42.019159),496.0,17,102.02,1,Census Tract 102.02,1,17031010202,,010202,031
27,41.909668,Halsted St & Clybourn Ave,-87.648128,a3aacf29-a135-11e9-9cda-0a87ae2ba916,27,In Service,331,POINT (-87.648128 41.909668),110.0,17,8422,8,Census Tract 8422,8,17031842200,,842200,031
31,41.926277,Theater on the Lake,-87.630834,a3a739e4-a135-11e9-9cda-0a87ae2ba916,31,In Service,TA1308000001,POINT (-87.630834 41.926277),105.0,17,701.01,7,Census Tract 701.01,7,17031070101,,070101,031
15,41.979851,Hoyne Ave & Balmoral Ave,-87.681932,a3b477ac-a135-11e9-9cda-0a87ae2ba916,15,In Service,655,POINT (-87.681932 41.979851),674.0,17,401,4,Census Tract 401,4,17031040100,,040100,031
11,41.954468,Milwaukee Ave & Cuyler Ave,-87.749594,a3b2be3a-a135-11e9-9cda-0a87ae2ba916,11,In Service,16991,POINT (-87.749594 41.954468),270.0,17,1502,15,Census Tract 1502,15,17031150200,,150200,031
11,41.939408,Avers Ave & Belmont Ave,-87.723574,a3aff10c-a135-11e9-9cda-0a87ae2ba916,11,In Service,15640,POINT (-87.723574 41.939408),143.0,17,8311,21,Census Tract 8311,21,17031831100,,831100,031
15,42.039742,Valli Produce - Evanston Plaza,-87.699413,a3b2f15e-a135-11e9-9cda-0a87ae2ba916,15,In Service,599,POINT (-87.699413 42.039742),,,,,809700,,,,,
6,41.877507,Mozart St & Jackson Blvd,-87.6974,1594046388103238324,6,In Service,,POINT (-87.6974 41.877507),52.0,17,8370,27,Census Tract 8370,27,17031837000,,837000,031
9,41.9301785,Central Ave & Parker Ave,-87.7661217,1563698684026425330,9,In Service,,POINT (-87.7661217 41.9301785),80.0,17,1907.01,19,Census Tract 1907.01,19,17031190701,,190701,031
6,41.943838,N Paulina St & Lincoln Ave,-87.671469,1436495122378528446,6,In Service,,POINT (-87.671469 41.943838),247.0,17,8319,6,Census Tract 8319,6,17031831900,,831900,031
9,41.9867636,Western Ave & Ardmore Ave,-87.6898796,1594046465420805300,9,In Service,,POINT (-87.6898796 41.9867636),11.0,17,208.01,2,Census Tract 208.01,2,17031020801,,020801,031
15,41.924034,Lavergne Ave & Fullerton Ave,-87.751191,1869036027793202092,15,In Service,21356,POINT (-87.751191 41.924034),315.0,17,1911,19,Census Tract 1911,19,17031191100,,191100,031
15,41.892048,Smith Park,-87.689397,a3b4399a-a135-11e9-9cda-0a87ae2ba916,15,In Service,643,POINT (-87.689397 41.892048),558.0,17,2428,24,Census Tract 2428,24,17031242800,,242800,031
9,41.9459174,Meade Ave & Addison St,-87.7788824,1571105063705518106,9,In Service,,POINT (-87.7788824 41.9459174),449.0,17,1702,17,Census Tract 1702,17,17031170200,,170200,031
15,41.8918473721,Fairbanks Ct & Grand Ave,-87.6205801964,a3a3dc37-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1305000003,POINT (-87.620580196381 41.89184737211),165.0,17,814.03,8,Census Tract 814.03,8,17031081403,Small unpopulated area in CA 32,081403,031
15,41.76523,Kedzie Ave & Redfield Dr,-87.70316,1859717767703464460,15,In Service,23139,POINT (-87.70316 41.76523),393.0,17,6609,66,Census Tract 6609,66,17031660900,,660900,031
15,41.907221,Cherry Ave & Blackhawk St,-87.655618,a3b4afb6-a135-11e9-9cda-0a87ae2ba916,15,In Service,18069,POINT (-87.655618 41.907221),110.0,17,8422,8,Census Tract 8422,8,17031842200,,842200,031
9,41.7865155,Richmond St & 59th St,-87.6973314,1582242280977880604,9,In Service,,POINT (-87.6973314 41.7865155),733.0,17,6308,63,Census Tract 6308,63,17031630800,,630800,031
12,41.800434,Pulaski Rd & 51st St,-87.7247496,1593766334653391752,12,In Service,,POINT (-87.7247496 41.800434),647.0,17,5705,57,Census Tract 5705,57,17031570500,,570500,031
31,41.890762,LaSalle St & Illinois St,-87.631697,a3a74e60-a135-11e9-9cda-0a87ae2ba916,31,In Service,13430,POINT (-87.631697 41.890762),680.0,17,817,8,Census Tract 817,8,17031081700,,081700,031
11,41.752029,Exchange Ave & 79th St,-87.552096,a3b2905a-a135-11e9-9cda-0a87ae2ba916,11,In Service,580,POINT (-87.552096 41.752029),427.0,17,4314,43,Census Tract 4314,43,17031431400,,431400,031
9,41.8162761,Pulaski & Ann Lurie Pl,-87.7246058,1594041785694887804,9,In Service,,POINT (-87.7246058 41.8162761),603.0,17,5702,57,Census Tract 5702,57,17031570200,,570200,031
15,41.882664,LaSalle St & Washington St,-87.63253,a3a53843-a135-11e9-9cda-0a87ae2ba916,15,In Service,13006,POINT (-87.63253 41.882664),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
9,41.8986607,Augusta Blvd & Laramie Ave,-87.7554551,1575949519568499430,9,In Service,,POINT (-87.7554551 41.8986607),596.0,17,2511,25,Census Tract 2511,25,17031251100,,251100,031
15,41.91468,Larrabee St & Menomonee St,-87.64332,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1306000007,POINT (-87.64332 41.91468),175.0,17,716,7,Census Tract 716,7,17031071600,,071600,031
11,41.80887,Ashland Ave & McDowell Ave,-87.66454,a3b1ff34-a135-11e9-9cda-0a87ae2ba916,11,In Service,16937,POINT (-87.66454 41.80887),126.0,17,8426,61,Census Tract 8426,61,17031842600,,842600,031
19,41.96325,Damen Ave & Sunnyside Ave,-87.679258,a3aa7db3-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1309000012,POINT (-87.679258 41.96325),677.0,17,409,4,Census Tract 409,4,17031040900,,040900,031
12,41.939191,Kostner Ave & Belmont Ave,-87.737112,1885794833713023406,12,In Service,23172,POINT (-87.737112 41.939191),340.0,17,1612,16,Census Tract 1612,16,17031161200,,161200,031
15,41.847203,Halsted St & Archer Ave,-87.646795,a3a7c341-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1308000013,POINT (-87.646795 41.847203),60.0,17,8402,60,Census Tract 8402,60,17031840200,,840200,031
15,41.961068,California Ave & Montrose Ave,-87.695439,a3afa4c3-a135-11e9-9cda-0a87ae2ba916,15,In Service,15622,POINT (-87.695439 41.961068),221.0,17,1606.01,16,Census Tract 1606.01,16,17031160601,,160601,031
9,41.794422,St Louis Ave & Norman Bobbins Ave,-87.71137,1582242306747684414,9,In Service,,POINT (-87.71137 41.794422),775.0,17,6303,63,Census Tract 6303,63,17031630300,,630300,031
15,41.6810014591,Avenue O & 118th St,-87.5379312227,56eccb5b-f4d7-43c5-b554-a6a0a7585e5e,15,In Service,20218,POINT (-87.537931222687 41.68100145911),787.0,17,5501,55,Census Tract 5501,55,17031550100,,550100,031
15,41.9822297591,Kedzie Ave & Bryn Mawr Ave,-87.7088865638,a3afe6ed-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000167,POINT (-87.708886563778 41.982229759115),174.0,17,8318,13,Census Tract 8318,13,17031831800,,831800,031
15,41.6870147947,Michigan Ave & 114th St,-87.6210522652,a065d29d-a081-47f4-8d0f-9a572f6085fe,15,In Service,20243,POINT (-87.621052265167 41.687014794671),263.0,17,4914,49,Census Tract 4914,49,17031491400,,491400,031
11,41.8904687924,Sacramento Blvd & Franklin Blvd,-87.7026075125,a3aca268-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000113,POINT (-87.702607512474 41.890468792439),186.0,17,8367,23,Census Tract 8367,23,17031836700,,836700,031
19,41.9663998018,Western Ave & Leland Ave,-87.688704282,a3a866a5-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1307000140,POINT (-87.688704282045 41.966399801841),675.0,17,406,4,Census Tract 406,4,17031040600,,040600,031
19,41.8747488508,Western Ave & Congress Pkwy,-87.6864452757,a3acbc0b-a135-11e9-9cda-0a87ae2ba916,19,In Service,15668,POINT (-87.6864452757 41.87474885079),756.0,17,2827,28,Census Tract 2827,28,17031282700,,282700,031
19,41.8722287322,Loomis St & Lexington St,-87.661363855,a3aa9732-a135-11e9-9cda-0a87ae2ba916,19,In Service,13332,POINT (-87.661363855004 41.87222873224),90.0,17,8329,28,Census Tract 8329,28,17031832900,,832900,031
15,41.6485007627,Hegewisch Metra Station,-87.5460898876,ff21c158-de98-46c6-9ef7-7082bdb7c634,15,In Service,20215,POINT (-87.546089887619 41.648500762664),597.0,17,5502,55,Census Tract 5502,55,17031550200,,550200,031
11,41.7365530183,Wabash Ave & 87th St,-87.6226441562,a3b2dcf0-a135-11e9-9cda-0a87ae2ba916,11,In Service,595,POINT (-87.622644156218 41.73655301832),411.0,17,4403,44,Census Tract 4403,44,17031440300,,440300,031
11,41.9027065944,Spaulding Ave & Division St,-87.709219571,a3b0b801-a135-11e9-9cda-0a87ae2ba916,11,In Service,15654,POINT (-87.709219571 41.90270659438),155.0,17,8366,23,Census Tract 8366,23,17031836600,,836600,031
11,41.8301046542,Wood St & 35th St,-87.6702983089,a3ac88db-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000066,POINT (-87.6702983089 41.83010465416),722.0,17,5907,59,Census Tract 5907,59,17031590700,,590700,031
15,41.884603285,Kedzie Ave & Lake St,-87.7063037436,a3acacbc-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000106,POINT (-87.7063037436 41.88460328501),184.0,17,8368,27,Census Tract 8368,27,17031836800,,836800,031
15,41.9096568756,Central Park Ave & North Ave,-87.7166319516,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,15,In Service,15652,POINT (-87.7166319516 41.90965687563),428.0,17,2308,23,Census Tract 2308,23,17031230800,,230800,031
16,41.9182955629,Bissell St & Armitage Ave*,-87.6521833241,13820eba-039d-4231-9228-005ab0f4e451,16,In Service,chargingstx1,POINT (-87.652183324099 41.918295562935),745.0,17,711,7,Census Tract 711,7,17031071100,,071100,031
15,41.9394777504,Southport Ave & Belmont Ave,-87.6637476683,a3a6c910-a135-11e9-9cda-0a87ae2ba916,15,In Service,13229,POINT (-87.663747668266 41.939477750405),688.0,17,628,6,Census Tract 628,6,17031062800,,062800,031
31,41.9239313114,Lincoln Park Conservatory,-87.6358245313,9e1fbaaa-e872-4505-ada6-5080e62bef77,31,In Service,LP-,POINT (-87.635824531317 41.923931311366),160.0,17,714,7,Census Tract 714,7,17031071400,,071400,031
15,41.7371514643,Clyde Ave & 87th St,-87.5727403164,59019cbc-47d4-4743-afb2-e71e9767df0c,15,In Service,20230,POINT (-87.572740316391 41.737151464311),438.0,17,4503,45,Census Tract 4503,45,17031450300,,450300,031
11,41.8018316405,Halsted St & 51st St,-87.645213904,a3acc649-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000010,POINT (-87.645213904 41.80183164049),85.0,17,8438,61,Census Tract 8438,61,17031843800,,843800,031
15,41.6706438369,State St & 123rd St,-87.6225864887,34dc92b5-7cb7-4536-856b-46644d31b48c,15,In Service,20210,POINT (-87.622586488724 41.67064383688),204.0,17,5305.02,53,Census Tract 5305.02,53,17031530502,,530502,031
11,41.7690617203,Halsted St & 69th St,-87.6446135779,a3acdff9-a135-11e9-9cda-0a87ae2ba916,11,In Service,15597,POINT (-87.6446135779 41.76906172032),416.0,17,6811,68,Census Tract 6811,68,17031681100,,681100,031
23,41.9164334291,Elston Ave & Cortland St,-87.6667463779,a3a48d5c-a135-11e9-9cda-0a87ae2ba916,23,In Service,TA1305000039,POINT (-87.666746377945 41.916433429127),218.0,17,8323,22,Census Tract 8323,22,17031832300,,832300,031
15,41.9305853714,Kosciuszko Park,-87.7237773635,a3b00055-a135-11e9-9cda-0a87ae2ba916,15,In Service,15643,POINT (-87.7237773635 41.93058537138),108.0,17,2207.02,22,Census Tract 2207.02,22,17031220702,,220702,031
11,41.7178783019,Bradley Park,-87.5645917654,ee925757-31ce-41ad-9bb7-73b1bb363616,11,In Service,20227,POINT (-87.564591765404 41.717878301935),539.0,17,5102,51,Census Tract 5102,51,17031510200,,510200,031
15,41.9325896343,Greenview Ave & Diversey Pkwy,-87.6659363508,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,15,In Service,13294,POINT (-87.665936350822 41.932589634298),712.0,17,627,6,Census Tract 627,6,17031062700,,062700,031
11,41.8022946509,Calumet Ave & 51st St,-87.6180535802,a3ad5764-a135-11e9-9cda-0a87ae2ba916,11,In Service,15470,POINT (-87.6180535802 41.80229465088),451.0,17,3818,38,Census Tract 3818,38,17031381800,,381800,031
15,41.8307070514,Wallace St & 35th St,-87.641255334,a3a9b6e9-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1308000045,POINT (-87.64125533402 41.830707051441),178.0,17,8399,60,Census Tract 8399,60,17031839900,,839900,031
11,41.757120068,Jeffery Blvd & 76th St,-87.5758393587,a3acf4eb-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000028,POINT (-87.5758393587 41.75712006802),426.0,17,4312,43,Census Tract 4312,43,17031431200,,431200,031
15,41.6566655297,Altgeld Gardens,-87.5988006592,6fd280b0-74de-4a89-947d-3be40afa079c,15,In Service,20212,POINT (-87.59880065918 41.656665529674),14.0,17,5401.01,54,Census Tract 5401.01,54,17031540101,,540101,031
19,41.9384287915,California Ave & Fletcher St,-87.698007756,a3affb22-a135-11e9-9cda-0a87ae2ba916,19,In Service,15642,POINT (-87.698007756 41.93842879148),472.0,17,2108,21,Census Tract 2108,21,17031210800,,210800,031
11,41.8436799146,California Ave & 26th St,-87.6949685812,a3ae687f-a135-11e9-9cda-0a87ae2ba916,11,In Service,15692,POINT (-87.6949685812 41.843679914577),127.0,17,8435,30,Census Tract 8435,30,17031843500,,843500,031
15,41.966686362,Kedzie Ave & Leland Ave,-87.7080519806,a3af8b51-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000126,POINT (-87.7080519806 41.96668636205),268.0,17,1408,14,Census Tract 1408,14,17031140800,,140800,031
15,41.6663120083,Torrence Ave & 126th Pl,-87.5572156906,8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,15,In Service,20217,POINT (-87.557215690613 41.666312008257),597.0,17,5502,55,Census Tract 5502,55,17031550200,,550200,031
15,41.8541842495,Calumet Ave & 21st St,-87.6191537415,a3ac8dfb-a135-11e9-9cda-0a87ae2ba916,15,In Service,15546,POINT (-87.6191537415 41.85418424947),385.0,17,3301,33,Census Tract 3301,33,17031330100,,330100,031
11,41.9611080162,Keystone Ave & Montrose Ave,-87.7289701012,a3afebff-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000164,POINT (-87.7289701012 41.96110801623),267.0,17,1405,14,Census Tract 1405,14,17031140500,,140500,031
15,42.0346318516,Dodge Ave & Main St,-87.699187696,a3b377cb-a135-11e9-9cda-0a87ae2ba916,15,In Service,E011,POINT (-87.69918769598 42.034631851616),,,,,809700,,,,,
15,41.8993902855,Halsted St & North Branch St,-87.6485449076,a3ac7444-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000117,POINT (-87.64854490757 41.899390285497),110.0,17,8422,8,Census Tract 8422,8,17031842200,,842200,031
19,41.917513394,Humboldt Blvd & Armitage Ave,-87.7018089555,a3b029be-a135-11e9-9cda-0a87ae2ba916,19,In Service,15651,POINT (-87.7018089555 41.91751339399),332.0,17,2213,22,Census Tract 2213,22,17031221300,,221300,031
27,41.9402319181,Wilton Ave & Belmont Ave,-87.6529437304,a3a593fc-a135-11e9-9cda-0a87ae2ba916,27,In Service,TA1307000134,POINT (-87.652943730354 41.940231918109),730.0,17,621,6,Census Tract 621,6,17031062100,,062100,031
11,41.7915680106,DuSable Museum,-87.6078521774,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000075,POINT (-87.6078521774 41.79156801058),406.0,17,4003,40,Census Tract 4003,40,17031400300,,400300,031
15,41.7592360243,Ashland Ave & 74th St,-87.6634740829,6997d1fb-9887-4c15-b5db-524d45a2f101,15,In Service,20245,POINT (-87.663474082947 41.759236024259),439.0,17,6719,67,Census Tract 6719,67,17031671900,,671900,031
19,41.8312742355,Lake Park Ave & 35th St,-87.6087991946,a3ad2843-a135-11e9-9cda-0a87ae2ba916,19,In Service,KA1503000004,POINT (-87.6087991946 41.83127423549),592.0,17,3510,35,Census Tract 3510,35,17031351000,,351000,031
15,41.9578665242,Clarendon Ave & Gordon Ter,-87.6495051384,a3aa692e-a135-11e9-9cda-0a87ae2ba916,15,In Service,13379,POINT (-87.649505138397 41.957866524152),646.0,17,314,3,Census Tract 314,3,17031031400,,031400,031
15,41.7267989637,Elizabeth St & 92nd St,-87.6542901993,a2aa2a53-3439-459b-9345-c21435e99a72,15,In Service,20119,POINT (-87.65429019928 41.726798963701),200.0,17,7302.01,73,Census Tract 7302.01,73,17031730201,,730201,031
23,41.8967469731,Franklin St & Chicago Ave,-87.6356676221,a3a40088-a135-11e9-9cda-0a87ae2ba916,23,In Service,13017,POINT (-87.635667622089 41.896746973094),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
15,41.8969446264,Mies van der Rohe Way & Chicago Ave,-87.6217576861,a3a7258b-a135-11e9-9cda-0a87ae2ba916,15,In Service,13338,POINT (-87.621757686138 41.896944626371),224.0,17,813,8,Census Tract 813,8,17031081300,,081300,031
15,41.7414865286,Loomis Blvd & 84th St,-87.6584100723,e63300bd-4ca3-4255-adfd-522289d68b8a,15,In Service,20121,POINT (-87.658410072327 41.741486528618),533.0,17,7111,71,Census Tract 7111,71,17031711100,,711100,031
11,41.8735996746,Kedzie Ave & Harrison St,-87.7048707493,a3adb48a-a135-11e9-9cda-0a87ae2ba916,11,Not In Service,KA1504000082,POINT (-87.7048707493 41.87359967462),36.0,17,8373,27,Census Tract 8373,27,17031837300,,837300,031
15,42.0079719229,Glenwood Ave & Morse Ave,-87.6655023944,a3ae737f-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000175,POINT (-87.6655023944 42.00797192287),65.0,17,105.01,1,Census Tract 105.01,1,17031010501,,010501,031
11,41.8973798607,Wells St & Institute Pl,-87.6344203949,90011328-f7bd-4b7b-8f95-8204a0b50f27,11,In Service,22001,POINT (-87.634420394897 41.897379860723),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
19,41.8925921197,McClurg Ct & Ohio St,-87.6172891259,a3a53d70-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1306000029,POINT (-87.617289125919 41.89259211971),546.0,17,814.02,8,Census Tract 814.02,8,17031081402,,081402,031
6,41.6926389565,Martin Luther King Dr & 111th St,-87.6136738648,1448642179437434486,6,In Service,,POINT (-87.613673864847 41.692638956472),263.0,17,4914,49,Census Tract 4914,49,17031491400,,491400,031
15,41.9248155968,St. Louis Ave & Fullerton Ave,-87.7144950628,a3b01578-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000090,POINT (-87.714495062828 41.924815596812),71.0,17,2206.01,22,Census Tract 2206.01,22,17031220601,,220601,031
15,41.9393939534,Kimball Ave & Belmont Ave,-87.7120676637,a3aff616-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA150400009X,POINT (-87.71206766367 41.939393953443),143.0,17,8311,21,Census Tract 8311,21,17031831100,,831100,031
43,41.8839840647,Michigan Ave & Washington St,-87.6246839762,a3a43f48-a135-11e9-9cda-0a87ae2ba916,43,In Service,13001,POINT (-87.624683976173 41.883984064727),590.0,17,3201,32,Census Tract 3201,32,17031320100,,320100,031
15,41.7072503678,Dauphin Ave & 103rd St,-87.6076626778,4fcebf8a-b065-4cd1-a167-211a45ada30e,15,In Service,20113,POINT (-87.607662677765 41.707250367782),243.0,17,4909.02,49,Census Tract 4909.02,49,17031490902,,490902,031
11,41.8491096918,California Ave & 23rd Pl,-87.6951398068,a3ade2c3-a135-11e9-9cda-0a87ae2ba916,11,Not In Service,15689,POINT (-87.6951398068 41.84910969176),272.0,17,3012,30,Census Tract 3012,30,17031301200,,301200,031
23,41.8938080562,Kingsbury St & Erie St,-87.641697228,a3a4cb42-a135-11e9-9cda-0a87ae2ba916,23,In Service,13265,POINT (-87.641697227955 41.893808056244),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
27,41.897448,State St & Pearson St,-87.628722,a3a55b3e-a135-11e9-9cda-0a87ae2ba916,27,In Service,TA1307000061,POINT (-87.628722 41.897448),239.0,17,811,8,Census Tract 811,8,17031081100,,081100,031
15,41.705307997,Wentworth Ave & 104th St,-87.6292169094,4c57c316-82a8-4b9d-a16c-ae7922a2057a,15,In Service,20130,POINT (-87.629216909409 41.705307996998),535.0,17,4910,49,Census Tract 4910,49,17031491000,,491000,031
11,41.8910233103,Franklin St & Illinois St,-87.6354798675,8995498f-1209-4b06-9317-01cd695b3b61,11,In Service,RN-,POINT (-87.635479867458 41.891023310252),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
11,41.8879437943,Austin Blvd & Lake St,-87.7742734551,a3b11ea4-a135-11e9-9cda-0a87ae2ba916,11,In Service,16906,POINT (-87.774273455143 41.887943794272),682.0,17,2514,25,Census Tract 2514,25,17031251400,,251400,031
15,41.6591504276,Commercial Ave & 130th St,-87.5507622957,bbb67562-1f82-4dfa-a532-231ddc35444e,15,In Service,20213,POINT (-87.550762295723 41.659150427598),597.0,17,5502,55,Census Tract 5502,55,17031550200,,550200,031
19,41.8776415963,Peoria St & Jackson Blvd,-87.6496177912,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,19,In Service,13158,POINT (-87.649617791176 41.877641596275),95.0,17,8331,28,Census Tract 8331,28,17031833100,,833100,031
15,41.8549145758,Laflin St & Cullerton St,-87.6635599136,a3a7cd56-a135-11e9-9cda-0a87ae2ba916,15,In Service,13307,POINT (-87.663559913635 41.854914575766),373.0,17,3106,31,Census Tract 3106,31,17031310600,,310600,031
19,41.9840441152,Lakefront Trail & Bryn Mawr Ave,-87.6522812247,97818a9b-0f86-44df-98e6-1bc16812e3d9,19,In Service,15576,POINT (-87.652281224728 41.984044115192),10.0,17,306.04,77,Census Tract 306.04,77,17031030604,,030604,031
12,41.943350247,Lincoln Ave & Roscoe St*,-87.6706677675,4843d153-c725-4230-a4c7-402da6a62143,12,In Service,chargingstx5,POINT (-87.670667767525 41.943350247017),247.0,17,8319,6,Census Tract 8319,6,17031831900,,831900,031
11,41.7127487611,Ewing Ave & Burnham Greenway,-87.5348138809,98fe78dc-4efa-4b39-a47c-0d94abcdb221,11,In Service,20223,POINT (-87.53481388092 41.712748761095),707.0,17,5201,52,Census Tract 5201,52,17031520100,,520100,031
11,41.8664927817,Kedzie Ave & Roosevelt Rd,-87.7064961757,a3adbedf-a135-11e9-9cda-0a87ae2ba916,11,In Service,15682,POINT (-87.7064961757 41.86649278172),100.0,17,8430,29,Census Tract 8430,29,17031843000,,843000,031
