total_docks,latitude,station_name,longitude,id,docks_in_service,status,short_name,geometry,index_right,statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10
11,41.7621889604,South Shore Dr & 74th St,-87.55927465,a3ad09b2-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000020,POINT (-87.55927465 41.76218896038),427.0,17,4314,43,Census Tract 4314,43,17031431400,,431400,031
11,41.8844539566,California Ave & Lake St,-87.6962981368,a3acb1de-a135-11e9-9cda-0a87ae2ba916,11,In Service,15666,POINT (-87.6962981368 41.88445395657),51.0,17,8371,27,Census Tract 8371,27,17031837100,,837100,031
11,41.7045750872,Burnham Greenway & 105th St,-87.52823174,c1f104db-9ee7-4999-bd4a-ddd766c75e04,11,In Service,20222,POINT (-87.528231739998 41.704575087207),715.0,17,5204,52,Census Tract 5204,52,17031520400,,520400,031
31,41.8891768326,Kingsbury St & Kinzie St,-87.6385057718,a3a5eb69-a135-11e9-9cda-0a87ae2ba916,31,In Service,KA1503000043,POINT (-87.6385057718 41.88917683258),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
15,41.9732868203,Sheridan Rd & Argyle St,-87.6547595859,a3a57f6b-a135-11e9-9cda-0a87ae2ba916,15,In Service,13059,POINT (-87.654759585857 41.97328682026),645.0,17,313,3,Census Tract 313,3,17031031300,,031300,031
19,42.0090111806,Clark St & Lunt Ave,-87.6741117239,a3adaf6b-a135-11e9-9cda-0a87ae2ba916,19,In Service,KA1504000162,POINT (-87.6741117239 42.009011180581),50.0,17,107.02,1,Census Tract 107.02,1,17031010702,,010702,031
15,41.8540635039,Central Park Ave & Ogden Ave,-87.7151173353,a3adce47-a135-11e9-9cda-0a87ae2ba916,15,In Service,15685,POINT (-87.71511733532 41.854063503874),163.0,17,8414,29,Census Tract 8414,29,17031841400,,841400,031
11,41.9902360287,Maplewood Ave & Peterson Ave,-87.6933696402,a3af1cec-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000130,POINT (-87.6933696402 41.99023602867),11.0,17,208.01,2,Census Tract 208.01,2,17031020801,,020801,031
11,41.87441021,Pulaski Rd & Congress Pkwy,-87.7260915935,a3b12dfb-a135-11e9-9cda-0a87ae2ba916,11,In Service,535,POINT (-87.726091593504 41.874410210038),685.0,17,2607,26,Census Tract 2607,26,17031260700,,260700,031
15,41.8549665188,Damen Ave & Cullerton St,-87.6756995916,a3a5b9d3-a135-11e9-9cda-0a87ae2ba916,15,In Service,13089,POINT (-87.675699591637 41.854966518754),374.0,17,3109,31,Census Tract 3109,31,17031310900,,310900,031
15,41.9319019689,Richmond St & Diversey Ave,-87.7011951301,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,15,In Service,15645,POINT (-87.7011951301 41.93190196886),561.0,17,2204,22,Census Tract 2204,22,17031220400,,220400,031
2,41.8966172004,State St & Chicago Ave,-87.6285785437,1ce9b7b2-6ef1-4e3b-abd4-85dedaf0ee65,2,In Service,21544,POINT (-87.628578543663 41.896617200408),679.0,17,816,8,Census Tract 816,8,17031081600,,081600,031
15,41.7282042154,Houston Ave & 92nd St,-87.549700141,b09832de-1c8e-4b92-bd72-bd98dc80b92c,15,In Service,20242,POINT (-87.549700140953 41.728204215358),519.0,17,4610,46,Census Tract 4610,46,17031461000,,461000,031
15,41.7187031548,Greenwood Ave & 97th St,-87.5970357656,95185a0d-da45-406a-a892-6b37b0d29fa8,15,In Service,20238,POINT (-87.597035765648 41.718703154757),655.0,17,5001,50,Census Tract 5001,50,17031500100,,500100,031
15,41.8306885647,Racine Ave & 35th St,-87.6562106609,a3ac7e9a-a135-11e9-9cda-0a87ae2ba916,15,In Service,15446,POINT (-87.656210660934 41.830688564721),181.0,17,8397,60,Census Tract 8397,60,17031839700,,839700,031
15,41.8794340914,Franklin St & Adams St (Temp),-87.6355040073,a3a9df3a-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1309000008,POINT (-87.635504007339 41.8794340914),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
15,41.7809109642,63rd St Beach,-87.5763237476,a3a547b8-a135-11e9-9cda-0a87ae2ba916,15,In Service,15491,POINT (-87.576323747635 41.780910964248),139.0,17,8439,42,Census Tract 8439,42,17031843900,Small area in CA 43,843900,031
15,41.7282642682,Greenwood Ave & 91st St,-87.5972986221,c4040b17-88bd-40ab-9aae-2655d6771580,15,In Service,20235,POINT (-87.597298622131 41.728264268163),479.0,17,4701,47,Census Tract 4701,47,17031470100,,470100,031
15,42.0192025019,Eastlake Ter & Howard St,-87.6643028855,a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,15,In Service,523,POINT (-87.664302885532 42.019202501932),364.0,17,103,1,Census Tract 103,1,17031010300,,010300,031
11,41.7793811423,Halsted St & 63rd St,-87.6446208145,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000055,POINT (-87.6446208145 41.77938114228),441.0,17,6809,68,Census Tract 6809,68,17031680900,,680900,031
15,41.9470708942,Kilbourn Ave & Milwaukee Ave,-87.740008235,a3b2c87c-a135-11e9-9cda-0a87ae2ba916,15,In Service,16994,POINT (-87.740008234978 41.947070894185),339.0,17,1611,16,Census Tract 1611,16,17031161100,,161100,031
23,41.8957647456,Rush St & Superior St,-87.6259080327,a3a6e866-a135-11e9-9cda-0a87ae2ba916,23,In Service,15530,POINT (-87.6259080327 41.89576474564),636.0,17,815,8,Census Tract 815,8,17031081500,,081500,031
15,41.7001213792,Vernon Ave & 107th St,-87.612259984,87c01e57-8a00-430d-9eb3-2abe51e535dd,15,In Service,20109,POINT (-87.612259984016 41.700121379239),243.0,17,4909.02,49,Census Tract 4909.02,49,17031490902,,490902,031
15,41.9171080348,Spaulding Ave & Armitage Ave,-87.7102209628,a3b024aa-a135-11e9-9cda-0a87ae2ba916,15,In Service,15650,POINT (-87.710220962763 41.917108034789),380.0,17,2227,22,Census Tract 2227,22,17031222700,,222700,031
19,41.9733476405,Clark St & Winnemac Ave,-87.6678554714,a3aab0b6-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1309000035,POINT (-87.667855471373 41.973347640473),643.0,17,311,3,Census Tract 311,3,17031031100,,031100,031
11,41.792929646,Halsted St & 56th St,-87.6449900565,a3acd078-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000011,POINT (-87.6449900565 41.79292964599),116.0,17,8347,68,Census Tract 8347,68,17031834700,,834700,031
15,41.7524870125,Halsted St & 78th St,-87.6439021575,c3f1be96-07c2-4c65-8a1d-f2203de88495,15,In Service,20233,POINT (-87.643902157488 41.75248701249),537.0,17,7101,71,Census Tract 7101,71,17031710100,,710100,031
15,41.7028008502,Torrence Ave & 106th St,-87.5597262383,14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,15,In Service,20221,POINT (-87.559726238251 41.702800850226),185.0,17,8388,51,Census Tract 8388,51,17031838800,,838800,031
23,41.90348607,Larrabee St & Division St,-87.6433534936,a3ac54af-a135-11e9-9cda-0a87ae2ba916,23,In Service,KA1504000079,POINT (-87.6433534936 41.90348607004),110.0,17,8422,8,Census Tract 8422,8,17031842200,,842200,031
15,41.9543408522,Oakley Ave & Irving Park Rd,-87.6860796243,a3afbe2e-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000158,POINT (-87.6860796243 41.95434085219),632.0,17,502,5,Census Tract 502,5,17031050200,,050200,031
15,41.6950104494,Doty Ave & 111th St,-87.5987148285,7dc58bb9-24de-4544-9a12-c3975139370f,15,In Service,20114,POINT (-87.598714828491 41.695010449381),264.0,17,5002,50,Census Tract 5002,50,17031500200,,500200,031
15,41.6584131511,Eberhart Ave & 131st St,-87.610710897,ce334dea-c5ba-45ca-a52d-39dc161683b0,15,In Service,20211,POINT (-87.610710896988 41.658413151101),12.0,17,5401.02,54,Census Tract 5401.02,54,17031540102,,540102,031
15,41.7292851573,Eberhart Ave & 91st St,-87.6110315323,03a1610c-3ba0-4b85-b512-bc26791cb7ee,15,In Service,20110,POINT (-87.611031532288 41.729285157255),436.0,17,4409,44,Census Tract 4409,44,17031440900,,440900,031
11,41.8081339148,Halsted St & 47th Pl,-87.6456165545,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000051,POINT (-87.6456165545 41.80813391481),711.0,17,6110,61,Census Tract 6110,61,17031611000,,611000,031
23,41.8857792524,Sangamon St & Lake St,-87.6510246098,a3a4bbba-a135-11e9-9cda-0a87ae2ba916,22,In Service,TA1306000015,POINT (-87.651024609804 41.885779252404),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
