id,address,status,match_quality,matched_address,tiger_line_id,tiger_side,state,county,tract,block,longitude,latitude
1286,"3700 W 87TH ST, Chicago, IL, 60652",Match,Exact,"3700 W 87TH ST, CHICAGO, IL, 60652",112226427.0,R,17.0,31.0,700402.0,2013.0,-87.71421951957109,41.73504747132978
1043,"7631 N ASHLAND AVE, Chicago, IL, 60626",Match,Exact,"7631 N ASHLAND AVE, CHICAGO, IL, 60626",624364767.0,R,17.0,31.0,10100.0,2010.0,-87.67064918032338,42.02054489874092
1164,"4100 W WEST END AVE, Chicago, IL, 60624",Match,Exact,"4100 W WEST END AVE, CHICAGO, IL, 60624",605080315.0,R,17.0,31.0,260200.0,1013.0,-87.72882764744321,41.8833847161269
1042,"2945 N KENOSHA AVE, Chicago, IL, 60641",Match,Exact,"2945 N KENOSHA AVE, CHICAGO, IL, 60641",605220860.0,R,17.0,31.0,200100.0,1004.0,-87.73378629761265,41.934643127958225
1284,"3150 S ROBINSON CT, Chicago, IL, 60608",Match,Non_Exact,"3150 S ROBINSON ST, CHICAGO, IL, 60608",111803557.0,R,17.0,31.0,840400.0,1017.0,-87.66698095000822,41.83689627275402
1041,"345 E 118TH ST, Chicago, IL, 60628",Match,Exact,"345 E 118TH ST, CHICAGO, IL, 60628",112383157.0,R,17.0,31.0,530100.0,1020.0,-87.61633632397934,41.67987088401554
1162,"600 W 36TH ST, Chicago, IL, 60609",Match,Exact,"600 W 36TH ST, CHICAGO, IL, 60609",605494640.0,R,17.0,31.0,839900.0,1003.0,-87.64248436640628,41.82903153619014
1283,"2047 N SPAULDING AVE, Chicago, IL, 60647",Match,Exact,"2047 N SPAULDING AVE, CHICAGO, IL, 60647",616789569.0,R,17.0,31.0,221100.0,2012.0,-87.71020983615165,41.918768341279645
1161,"2941 N WASHTENAW AVE, Chicago, IL, 60618",Match,Exact,"2941 N WASHTENAW AVE, CHICAGO, IL, 60618",111760802.0,R,17.0,31.0,210900.0,1029.0,-87.69517696390278,41.934676600159946
1040,"3201 W CHICAGO AVE, Chicago, IL, 60624",Match,Non_Exact,"3201 W CHICAGO AVE, CHICAGO, IL, 60651",111759697.0,L,17.0,31.0,836700.0,1001.0,-87.70785219821681,41.895483852053474
1281,"1822 W LARCHMONT AVE, Chicago, IL, 60613",Match,Exact,"1822 W LARCHMONT AVE, CHICAGO, IL, 60613",111761744.0,R,17.0,31.0,50600.0,1008.0,-87.67527421170507,41.953323583922895
1280,"2133 N MCVICKER AVE, Chicago, IL, 60639",Match,Exact,"2133 N MCVICKER AVE, CHICAGO, IL, 60639",605212277.0,R,17.0,31.0,191301.0,2004.0,-87.7766824046098,41.91870029852703
1039,"4140 W HIRSCH ST, Chicago, IL, 60651",Match,Exact,"4140 W HIRSCH ST, CHICAGO, IL, 60651",605057890.0,R,17.0,31.0,230600.0,3010.0,-87.72912064406148,41.906299442785496
1159,"1811 S THROOP ST, Chicago, IL, 60608",Match,Exact,"1811 S THROOP ST, CHICAGO, IL, 60608",111803017.0,L,17.0,31.0,310600.0,2003.0,-87.65878768036634,41.857591449886
1038,"6010 W MATSON AVE, Chicago, IL, 60646",Match,Exact,"6010 W MATSON AVE, CHICAGO, IL, 60646",605170413.0,R,17.0,31.0,100100.0,2009.0,-87.77905984567565,41.99250374128587
1037,"421 W LOCUST ST, Chicago, IL, 60610",Match,Exact,"421 W LOCUST ST, CHICAGO, IL, 60610",616886305.0,L,17.0,31.0,81800.0,1004.0,-87.63950240956098,41.898855605596
1279,"5315 N WINTHROP AVE, Chicago, IL, 60640",Match,Exact,"5315 N WINTHROP AVE, CHICAGO, IL, 60640",111761488.0,R,17.0,31.0,30703.0,3003.0,-87.65779622082806,41.9784821219921
1036,"3417 S HAMILTON AVE, Chicago, IL, 60608",Match,Exact,"3417 S HAMILTON AVE, CHICAGO, IL, 60608",111803260.0,L,17.0,31.0,840300.0,3019.0,-87.6789165440947,41.83192635460074
1278,"3801 W 45TH ST, Chicago, IL, 60632",Match,Exact,"3801 W 45TH ST, CHICAGO, IL, 60632",111800586.0,L,17.0,31.0,570100.0,1003.0,-87.71948460221029,41.81154986708566
1035,"3035 W VAN BUREN ST, Chicago, IL, 60612",Match,Exact,"3035 W VAN BUREN ST, CHICAGO, IL, 60612",111765981.0,L,17.0,31.0,271200.0,1024.0,-87.70274430718302,41.875852376983914
1277,"2210 N SOUTHPORT AVE, Chicago, IL, 60614",Match,Exact,"2210 N SOUTHPORT AVE, CHICAGO, IL, 60614",605167263.0,L,17.0,31.0,832500.0,1018.0,-87.66328062766473,41.921838107827796
1155,"2835 S WALLACE ST, Chicago, IL, 60616",Match,Exact,"2835 S WALLACE ST, CHICAGO, IL, 60616",605505953.0,L,17.0,31.0,840100.0,1012.0,-87.64143376063066,41.84235266051735
1276,"631 W BELMONT AVE, Chicago, IL, 60657",Match,Exact,"631 W BELMONT AVE, CHICAGO, IL, 60657",605242044.0,L,17.0,31.0,63100.0,2000.0,-87.64530643809894,41.93996505627848
1055,"2251 W 50TH PL, Chicago, IL, 60609",Match,Exact,"2251 W 50TH PL, CHICAGO, IL, 60609",111805339.0,L,17.0,31.0,630600.0,2000.0,-87.68151515852264,41.80200528650664
1054,"6660 W 52ND ST, Chicago, IL, 60638",Match,Exact,"6660 W 52ND ST, CHICAGO, IL, 60638",605297869.0,R,17.0,31.0,560900.0,3000.0,-87.78842778044401,41.79781970765282
1053,"1743 W 73RD ST, Chicago, IL, 60636",Match,Exact,"1743 W 73RD ST, CHICAGO, IL, 60636",616794000.0,L,17.0,31.0,672000.0,2015.0,-87.66763190980504,41.76116787285929
1052,"2617 W 105TH ST, Chicago, IL, 60655",Match,Exact,"2617 W 105TH ST, CHICAGO, IL, 60655",605575934.0,L,17.0,31.0,720500.0,2030.0,-87.68678471844987,41.70263030630048
1051,"5727 S RACINE AVE, Chicago, IL, 60621",Match,Non_Exact,"5727 S RACINE AVE, CHICAGO, IL, 60636",111805975.0,L,17.0,31.0,680500.0,1032.0,-87.65468921941886,41.79001201944999
1050,"5085 W ADAMS ST, Chicago, IL, 60644",Match,Exact,"5085 W ADAMS ST, CHICAGO, IL, 60644",605078078.0,L,17.0,31.0,252201.0,2001.0,-87.75152374655062,41.87845518050898
1049,"7140 S DR MARTIN LUTHER KING J, Chicago, IL, 60619",Match,Non_Exact,"7140 S MARTIN L KING JR DR, CHICAGO, IL, 60619",111772524.0,R,17.0,31.0,691000.0,1000.0,-87.61533356127393,41.76495119130982
1048,"149 W 73RD ST, Chicago, IL, 60621",Match,Exact,"149 W 73RD ST, CHICAGO, IL, 60621",605520336.0,L,17.0,31.0,691100.0,1007.0,-87.62777333735721,41.76177048152982
500,"730 S SPRINGFIELD AVE, Chicago, IL, 60624",Match,Exact,"730 S SPRINGFIELD AVE, CHICAGO, IL, 60624",605084981.0,R,17.0,31.0,260900.0,2004.0,-87.72300771812422,41.87198955556619
1047,"1520 W POLK ST, Chicago, IL, 60607",Match,Exact,"1520 W POLK ST, CHICAGO, IL, 60607",605275283.0,R,17.0,31.0,832900.0,1006.0,-87.66466564698612,41.871711905341556
1168,"745 W WRIGHTWOOD AVE, Chicago, IL, 60614",Match,Exact,"745 W WRIGHTWOOD AVE, CHICAGO, IL, 60614",605242402.0,L,17.0,31.0,70200.0,3003.0,-87.64782076887008,41.929035842964595
501,"4701 W BELMONT AVE, Chicago, IL, 60641",Match,Exact,"4701 W BELMONT AVE, CHICAGO, IL, 60641",111755774.0,L,17.0,31.0,190100.0,1002.0,-87.7445047353549,41.93880084668899
1046,"1637 W 87TH ST, Chicago, IL, 60620",Match,Exact,"1637 W 87TH ST, CHICAGO, IL, 60620",111821460.0,L,17.0,31.0,711300.0,1000.0,-87.66352849810926,41.73572212542109
1288,"2731 S ELEANOR ST, Chicago, IL, 60608",Match,Exact,"2731 S ELEANOR ST, CHICAGO, IL, 60608",111803497.0,L,17.0,31.0,600700.0,2005.0,-87.66054533315332,41.84435993110918
502,"2701 S ASHLAND AVE, Chicago, IL, 60608",Match,Exact,"2701 S ASHLAND AVE, CHICAGO, IL, 60608",642123862.0,L,17.0,31.0,843200.0,2037.0,-87.6657583345484,41.842200214426214
1045,"1640 N MAPLEWOOD AVE, Chicago, IL, 60647",Match,Exact,"1640 N MAPLEWOOD AVE, CHICAGO, IL, 60647",605064496.0,L,17.0,31.0,240600.0,1015.0,-87.69097220983883,41.91049714574814
1287,"9507 S OGLESBY AVE, Chicago, IL, 60617",Match,Exact,"9507 S OGLESBY AVE, CHICAGO, IL, 60617",111777100.0,L,17.0,31.0,510300.0,1003.0,-87.5658225361127,41.722463406140776
503,"8900 S GREEN BAY AVE, Chicago, IL, 60617",No_Match,,,,,,,,,,
504,"900 E PERSHING RD., Chicago, IL, 60653",Match,Exact,"900 E PERSHING RD, CHICAGO, IL, 60653",111771417.0,L,17.0,31.0,836500.0,2004.0,-87.60385015251751,41.825055701746805
505,"7101 W 63RD ST, Chicago, IL, 60638",Match,Exact,"7101 W 63RD ST, CHICAGO, IL, 60638",111810508.0,L,17.0,31.0,640500.0,2004.0,-87.79961154093985,41.777259877425536
506,"7710 N PAULINA ST, Chicago, IL, 60626",Match,Exact,"7710 N PAULINA ST, CHICAGO, IL, 60626",111745083.0,L,17.0,31.0,10100.0,2007.0,-87.67315427065745,42.0213571027104
507,"1466 S WABASH AV, Chicago, IL, 60605",Match,Exact,"1466 S WABASH AVE, CHICAGO, IL, 60605",638709385.0,R,17.0,31.0,330102.0,3003.0,-87.6258036166862,41.86298408312604
509,"1300 W 79TH ST, Chicago, IL, 60620",Match,Exact,"1300 W 79TH ST, CHICAGO, IL, 60620",111821374.0,R,17.0,31.0,710700.0,1005.0,-87.65745205322122,41.750500465526386
1066,"2410 S TRUMBULL AVE, Chicago, IL, 60623",Match,Exact,"2410 S TRUMBULL AVE, CHICAGO, IL, 60623",111799527.0,R,17.0,31.0,300700.0,3002.0,-87.7113041623407,41.847833521533005
1065,"2106 W ADAMS ST, Chicago, IL, 60612",Match,Exact,"2106 W ADAMS ST, CHICAGO, IL, 60612",605089707.0,R,17.0,31.0,838000.0,1006.0,-87.68113515016,41.878723444832644
1064,"305 N KOSTNER, Chicago, IL, 60624",Match,Non_Exact,"305 N KOSTNER AVE, CHICAGO, IL, 60624",111758531.0,R,17.0,31.0,260300.0,1009.0,-87.73555325782092,41.88545059624795
1063,"4920 S THROOP ST, Chicago, IL, 60609",Match,Exact,"4920 S THROOP ST, CHICAGO, IL, 60609",605447726.0,R,17.0,31.0,612200.0,1011.0,-87.65764210361584,41.804460240788785
1062,"1635 W 33RD PL, Chicago, IL, 60608",Match,Exact,"1635 W 33RD PL, CHICAGO, IL, 60608",604988473.0,L,17.0,31.0,840400.0,2000.0,-87.66671821426422,41.833188276987585
1061,"1552 W SCHREIBER AVE, Chicago, IL, 60626",Match,Exact,"1552 W SCHREIBER AVE, CHICAGO, IL, 60626",627810754.0,R,17.0,31.0,830600.0,1009.0,-87.66927672919996,41.99904218011835
1060,"10714 S SAWYER AVE, Chicago, IL, 60655",Match,Exact,"10714 S SAWYER AVE, CHICAGO, IL, 60655",111822224.0,R,17.0,31.0,740300.0,2001.0,-87.70235925791758,41.69860403318677
510,"2139-59 W. LEXINGTON ST, Chicago, IL, 60612",Match,Non_Exact,"2139 W LEXINGTON ST, CHICAGO, IL, 60612",111802445.0,L,17.0,31.0,838200.0,1001.0,-87.67983693593408,41.8722731317614
511,"630 N KINGSBURY AVE, Chicago, IL, 60610",Match,Non_Exact,"630 N KINGSBURY ST, CHICAGO, IL, 60654",111768479.0,L,17.0,31.0,81800.0,4003.0,-87.64102543771719,41.89280734933857
1058,"9650 S AVENUE M, Chicago, IL, 60617",Match,Exact,"9650 S AVE M, CHICAGO, IL, 60617",111782074.0,R,17.0,31.0,520200.0,1002.0,-87.53778355616595,41.72039737850929
512,"1800 N ASHLAND AVE, Chicago, IL, 60614",Match,Non_Exact,"1800 N ASHLAND AVE, CHICAGO, IL, 60622",111764288.0,L,17.0,31.0,832300.0,1052.0,-87.66788128961304,41.91438846833387
1057,"1932 W LUNT AVE, Chicago, IL, 60626",Match,Exact,"1932 W LUNT AVE, CHICAGO, IL, 60626",111744854.0,R,17.0,31.0,10701.0,2017.0,-87.67876576151326,42.00895824495177
513,"1401 S INDIANA AVE, Chicago, IL, 60605",Match,Exact,"1401 S INDIANA AVE, CHICAGO, IL, 60605",611717609.0,L,17.0,31.0,330102.0,4001.0,-87.62248334108,41.86407274101094
1056,"3823 W SCHOOL ST, Chicago, IL, 60618",Match,Exact,"3823 W SCHOOL ST, CHICAGO, IL, 60618",605226053.0,L,17.0,31.0,831100.0,4013.0,-87.72288568893134,41.940915845119775
514,"1434 N MONTICELLO AVE, Chicago, IL, 60651",Match,Exact,"1434 N MONTICELLO AVE, CHICAGO, IL, 60651",605061366.0,L,17.0,31.0,230700.0,1011.0,-87.71797983137924,41.906939078745324
515,"3517 W ARTHINGTON ST, Chicago, IL, 60624",Match,Exact,"3517 W ARTHINGTON ST, CHICAGO, IL, 60624",604999289.0,L,17.0,31.0,843000.0,1001.0,-87.71383671876055,41.86991174750278
516,"2900 S ASHLAND AVE, Chicago, IL, 60608",Match,Exact,"2900 S ASHLAND AVE, CHICAGO, IL, 60608",641750629.0,R,17.0,31.0,843200.0,2047.0,-87.66586277105,41.839255782173325
517,"5914-24 N SHERIDAN RD, Chicago, IL, 60660",Match,Non_Exact,"5914 N SHERIDAN RD, CHICAGO, IL, 60660",111889264.0,L,17.0,31.0,30601.0,3002.0,-87.6554488417255,41.989660854021054
518,"1750 W JUNEWAY TER, Chicago, IL, 60626",Match,Exact,"1750 W JUNEWAY TER, CHICAGO, IL, 60626",111745060.0,R,17.0,31.0,10100.0,2001.0,-87.67379413471104,42.02258841982285
519,"1944 S ST LOUIS AVE, Chicago, IL, 60623",Match,Exact,"1944 S ST LOUIS AVE, CHICAGO, IL, 60623",111799413.0,R,17.0,31.0,844700.0,1008.0,-87.71247770176143,41.85396570852731
1077,"1754 W ALBION AVE, Chicago, IL, 60626",Match,Exact,"1754 W ALBION AVE, CHICAGO, IL, 60626",605170901.0,R,17.0,31.0,830600.0,3004.0,-87.67392490990846,42.00172739613498
1074,"2534 N GREENVIEW AVE, Chicago, IL, 60614",Match,Exact,"2534 N GREENVIEW AVE, CHICAGO, IL, 60614",605237240.0,L,17.0,31.0,70600.0,1011.0,-87.66589871671829,41.92758404941452
1073,"7340 S EAST END AVE, Chicago, IL, 60649",Match,Exact,"7340 S EAST END AVE, CHICAGO, IL, 60649",111774744.0,R,17.0,31.0,430900.0,1008.0,-87.58363347372114,41.76168286782138
1072,"3325 E 108TH ST, Chicago, IL, 60617",Match,Exact,"3325 E 108TH ST, CHICAGO, IL, 60617",605587453.0,R,17.0,31.0,520300.0,4015.0,-87.54358596817178,41.69907687668962
1071,"1122 W 34TH PL, Chicago, IL, 60608",Match,Exact,"1122 W 34TH PL, CHICAGO, IL, 60608",639818899.0,R,17.0,31.0,839700.0,1001.0,-87.65432746759154,41.83162028009366
1070,"2521 S WASHTENAW AVE, Chicago, IL, 60608",Match,Exact,"2521 S WASHTENAW AVE, CHICAGO, IL, 60608",605094459.0,L,17.0,31.0,301200.0,2004.0,-87.6927513514396,41.84591806975146
520,"916 N HONORE ST, Chicago, IL, 60622",Match,Exact,"916 N HONORE ST, CHICAGO, IL, 60622",605069211.0,L,17.0,31.0,242200.0,2001.0,-87.67353919990444,41.898554082760995
400,"2342 W FLOURNOY ST, Chicago, IL, 60612",Match,Exact,"2342 W FLOURNOY ST, CHICAGO, IL, 60612",605034678.0,R,17.0,31.0,282800.0,1001.0,-87.68461536279665,41.87310059265536
521,"1426 W WARNER AVE, Chicago, IL, 60613",Match,Exact,"1426 W WARNER AVE, CHICAGO, IL, 60613",605175224.0,R,17.0,31.0,60100.0,1013.0,-87.66535624903258,41.95713665973307
522,"1719 W WOLFRAM ST, Chicago, IL, 60657",Match,Exact,"1719 W WOLFRAM ST, CHICAGO, IL, 60657",618344452.0,L,17.0,31.0,62600.0,1016.0,-87.67119035535973,41.933213135995004
1069,"607 W 92ND ST, Chicago, IL, 60620",Match,Exact,"607 W 92ND ST, CHICAGO, IL, 60620",605473388.0,L,17.0,31.0,730100.0,3016.0,-87.63918398436368,41.72693903629545
402,"2100 W LAWRENCE AVE, Chicago, IL, 60625",Match,Exact,"2100 W LAWRENCE AVE, CHICAGO, IL, 60625",111760469.0,R,17.0,31.0,40402.0,4004.0,-87.68250437102006,41.9687602808591
523,"E 87TH ST AT THE LAKE, Chicago, IL, 60617",No_Match,,,,,,,,,,
1068,"948 W 51ST ST, Chicago, IL, 60609",Match,Exact,"948 W 51ST ST, CHICAGO, IL, 60609",111829834.0,R,17.0,31.0,612200.0,3024.0,-87.64896537216464,41.80159373424698
403,"6551 S WOLCOTT AVE, Chicago, IL, 60636",Match,Exact,"6551 S WOLCOTT AVE, CHICAGO, IL, 60636",111820498.0,L,17.0,31.0,671300.0,1024.0,-87.67129761356733,41.77481684218702
524,"6200 S DREXEL AVE, Chicago, IL, 60637",Match,Exact,"6200 S DREXEL AVE, CHICAGO, IL, 60637",605501514.0,R,17.0,31.0,420400.0,1011.0,-87.6044226938696,41.7822088333275
1067,"2820 E 98TH ST, Chicago, IL, 60617",Match,Exact,"2820 E 98TH ST, CHICAGO, IL, 60617",605528573.0,L,17.0,31.0,510100.0,2016.0,-87.55592754673756,41.717344465618964
404,"4856 S LAFLIN ST, Chicago, IL, 60609",Match,Exact,"4856 S LAFLIN ST, CHICAGO, IL, 60609",111805251.0,R,17.0,31.0,611200.0,2003.0,-87.66253847200187,41.80577843006938
405,"1126 E 80TH ST, Chicago, IL, 60619",Match,Exact,"1126 E 80TH ST, CHICAGO, IL, 60619",616793499.0,L,17.0,31.0,834300.0,2038.0,-87.59635188774735,41.74958614905654
526,"3140 W PETERSON AVE, Chicago, IL, 60659",Match,Exact,"3140 W PETERSON AVE, CHICAGO, IL, 60659",111742581.0,R,17.0,31.0,20702.0,4015.0,-87.70697917900799,41.990454980493894
527,"6200 S LaSALLE ST, Chicago, IL, 60621",No_Match,,,,,,,,,,
407,"744 N PULASKI RD, Chicago, IL, 60624",Match,Exact,"744 N PULASKI RD, CHICAGO, IL, 60624",605079006.0,L,17.0,31.0,842100.0,5012.0,-87.72613805769629,41.89459106168863
528,"6336 S KILBOURN AVE, Chicago, IL, 60629",Match,Exact,"6336 S KILBOURN AVE, CHICAGO, IL, 60629",111815841.0,R,17.0,31.0,650301.0,1005.0,-87.73502277577302,41.77782990452249
408,"4959 S ARCHER AVE, Chicago, IL, 60632",Match,Exact,"4959 S ARCHER AVE, CHICAGO, IL, 60632",111800901.0,L,17.0,31.0,570400.0,2002.0,-87.72207949815942,41.803070407845325
529,"2155 W WABANSIA AVE, Chicago, IL, 60647",Match,Exact,"2155 W WABANSIA AVE, CHICAGO, IL, 60647",111763311.0,L,17.0,31.0,240500.0,1005.0,-87.68204911189275,41.912601847684755
1080,"13407 S AVENUE M, Chicago, IL, 60633",Match,Exact,"13407 S AVE M, CHICAGO, IL, 60633",111782849.0,L,17.0,31.0,550100.0,2014.0,-87.53737811890852,41.6516770431827
1087,"721 N CENTRAL PARK AVE, Chicago, IL, 60624",Match,Exact,"721 N CENTRAL PARK AVE, CHICAGO, IL, 60624",111759612.0,R,17.0,31.0,231500.0,2001.0,-87.71619540660578,41.89403399689775
1086,"6155 S CARPENTER ST, Chicago, IL, 60621",Match,Exact,"6155 S CARPENTER ST, CHICAGO, IL, 60621",605487416.0,L,17.0,31.0,680600.0,1030.0,-87.65084344262601,41.782091392726954
1085,"1224 W CARMEN AVE, Chicago, IL, 60640",Match,Exact,"1224 W CARMEN AVE, CHICAGO, IL, 60640",605155558.0,R,17.0,31.0,31100.0,1003.0,-87.66113173907235,41.974657584467934
1084,"1049  W BUENA, Chicago, IL, 60613",Match,Non_Exact,"1049 W BUENA AVE, CHICAGO, IL, 60613",111761682.0,L,17.0,31.0,32100.0,3001.0,-87.65530360077355,41.958362452519054
1083,"5641 S KENWOOD AVE, Chicago, IL, 60637",Match,Exact,"5641 S KENWOOD AVE, CHICAGO, IL, 60637",111771762.0,L,17.0,31.0,411200.0,1007.0,-87.59317299163416,41.792854758601266
530,"3150 S WESTERN AVE, Chicago, IL, 60608",No_Match,,,,,,,,,,
531,"2850 S HALSTED ST, Chicago, IL, 60608",Match,Exact,"2850 S HALSTED ST, CHICAGO, IL, 60608",111828089.0,R,17.0,31.0,840200.0,1030.0,-87.6464673226049,41.84256636180885
532,"4101 S. LAKE PARK AVE, Chicago, IL, 60653",Match,Exact,"4101 S LAKE PARK AVE, CHICAGO, IL, 60653",636322883.0,L,17.0,31.0,836400.0,1011.0,-87.60051848517924,41.81961588543169
412,"1825 N DAMEN AVE, Chicago, IL, 60614",Match,Non_Exact,"1825 N DAMEN AVE, CHICAGO, IL, 60647",605024338.0,R,17.0,31.0,831000.0,2025.0,-87.67748931361655,41.915270776525915
533,"5801 N PULASKI RD, Chicago, IL, 60646",Match,Exact,"5801 N PULASKI RD, CHICAGO, IL, 60646",111892441.0,R,17.0,31.0,130100.0,2017.0,-87.72841744273222,41.984969388921286
534,"1300 S ST LOUIS AVE, Chicago, IL, 60623",Match,Exact,"1300 S ST LOUIS AVE, CHICAGO, IL, 60623",605044688.0,R,17.0,31.0,291200.0,2004.0,-87.71299013214332,41.864055100894745
1079,"10558 S AVENUE L, Chicago, IL, 60617",Match,Exact,"10558 S AVE L, CHICAGO, IL, 60617",111782229.0,R,17.0,31.0,520300.0,2001.0,-87.53656853817398,41.70349940922398
414,"4302 W DIVISION ST, Chicago, IL, 60651",Match,Exact,"4302 W DIVISION ST, CHICAGO, IL, 60651",111758373.0,R,17.0,31.0,230600.0,5010.0,-87.73380773600212,41.90260716951559
535,"800 W WISCONSIN ST, Chicago, IL, 60614",Match,Exact,"800 W WISCONSIN ST, CHICAGO, IL, 60614",605232826.0,R,17.0,31.0,832600.0,3000.0,-87.64900120613606,41.91606837185168
1078,"5233 N ASHLAND AVE, Chicago, IL, 60640",Match,Exact,"5233 N ASHLAND AVE, CHICAGO, IL, 60640",605166713.0,R,17.0,31.0,30900.0,4001.0,-87.66956320504397,41.977188641949056
1199,"7535 S DOBSON AVE, Chicago, IL, 60619",Match,Exact,"7535 S DOBSON AVE, CHICAGO, IL, 60619",605534498.0,L,17.0,31.0,691500.0,2004.0,-87.59921172559211,41.75795468875583
415,"345 W 64TH ST, Chicago, IL, 60621",Match,Exact,"345 W 64TH ST, CHICAGO, IL, 60621",111831178.0,L,17.0,31.0,680900.0,2014.0,-87.63411239954127,41.77803522747081
536,"1401 N NOBLE ST, Chicago, IL, 60622",No_Match,,,,,,,,,,
416,"5058 W WEST END AVE, Chicago, IL, 60644",Match,Exact,"5058 W WEST END AVE, CHICAGO, IL, 60644",111758219.0,R,17.0,31.0,251800.0,2013.0,-87.75170459215747,41.883103856052855
537,"610-30 W ADAMS ST, Chicago, IL, 60661",Match,Non_Exact,"610 W ADAMS ST, CHICAGO, IL, 60661",616787756.0,R,17.0,31.0,281900.0,3009.0,-87.64271842845568,41.87933120896213
417,"5949 W HURON ST, Chicago, IL, 60644",Match,Exact,"5949 W HURON ST, CHICAGO, IL, 60644",111753904.0,L,17.0,31.0,251400.0,3009.0,-87.7736176633864,41.892775127933646
538,"6400 N KEDZIE, Chicago, IL, 60645",No_Match,,,,,,,,,,
539,"2200 N KEDZIE AVE, Chicago, IL, 60647",Match,Exact,"2200 N KEDZIE AVE, CHICAGO, IL, 60647",112386901.0,R,17.0,31.0,221100.0,1005.0,-87.70756098956736,41.92213597593502
419,"8001 S WABASH AVE, Chicago, IL, 60619",Match,Exact,"8001 S WABASH AVE, CHICAGO, IL, 60619",111772697.0,L,17.0,31.0,440300.0,5005.0,-87.6228720835249,41.7490999243621
1091,"1755 N CLYBOURN AVE, Chicago, IL, 60614",Match,Exact,"1755 N CLYBOURN AVE, CHICAGO, IL, 60614",111767159.0,R,17.0,31.0,832600.0,1004.0,-87.65244629228692,41.91309540431837
1090,"6156 N CLAREMONT AVE, Chicago, IL, 60659",Match,Exact,"6156 N CLAREMONT AVE, CHICAGO, IL, 60659",111744922.0,L,17.0,31.0,20901.0,3008.0,-87.68860243324838,41.99332058283528
1098,"5600 S EMERALD AVE, Chicago, IL, 60621",Match,Exact,"5600 S EMERALD AVE, CHICAGO, IL, 60621",112049981.0,R,17.0,31.0,834700.0,3014.0,-87.64396862045936,41.79238778152592
1097,"3461 N TROY ST, Chicago, IL, 60618",Match,Exact,"3461 N TROY ST, CHICAGO, IL, 60618",605226570.0,R,17.0,31.0,210100.0,3010.0,-87.7064626764294,41.94395001713525
1094,"7521 S DOBSON AVE, Chicago, IL, 60619",Match,Exact,"7521 S DOBSON AVE, CHICAGO, IL, 60619",605534498.0,L,17.0,31.0,691500.0,2004.0,-87.59921332565733,41.75802189177921
1093,"4905 W WABANSIA AVE, Chicago, IL, 60639",Match,Exact,"4905 W WABANSIA AVE, CHICAGO, IL, 60639",605047303.0,L,17.0,31.0,250200.0,2005.0,-87.74939295812953,41.9113577882531
1092,"5427 W DIVISION ST, Chicago, IL, 60651",Match,Exact,"5427 W DIVISION ST, CHICAGO, IL, 60651",642124253.0,L,17.0,31.0,251200.0,4007.0,-87.76173634900266,41.90212384146355
540,"2401 S FEDERAL ST, Chicago, IL, 60616",No_Match,,,,,,,,,,
420,"5554 N MAGNOLIA AVE, Chicago, IL, 60640",Match,Exact,"5554 N MAGNOLIA AVE, CHICAGO, IL, 60640",111761434.0,L,17.0,31.0,30800.0,1002.0,-87.6613991757178,41.98277877377831
541,"301-52 S STATE ST, Chicago, IL, 60604",Match,Non_Exact,"301 S STATE ST, CHICAGO, IL, 60605",111769636.0,L,17.0,31.0,320400.0,1020.0,-87.62759728275563,41.87812361734893
421,"5300 S HALSTED ST, Chicago, IL, 60609",Match,Exact,"5300 S HALSTED ST, CHICAGO, IL, 60609",111829877.0,R,17.0,31.0,612100.0,1021.0,-87.64532323281895,41.79778785751358
542,"115 S. SANGAMON ST, Chicago, IL, 60602",Match,Non_Exact,"115 S SANGAMON ST, CHICAGO, IL, 60607",111769297.0,L,17.0,31.0,833100.0,4006.0,-87.65073838130479,41.8802094858537
422,"3200 W CONGRESS PKWY, Chicago, IL, 60624",Match,Exact,"3200 W CONGRESS PKWY, CHICAGO, IL, 60624",111798888.0,R,17.0,31.0,271300.0,1014.0,-87.70603261081686,41.87495917481232
543,"640 S FEDERAL ST, Chicago, IL, 60605",Match,Exact,"640 S FEDERAL ST, CHICAGO, IL, 60605",605015112.0,R,17.0,31.0,839000.0,1000.0,-87.62973491286732,41.8741750012864
423,"2021 N BURLING ST, Chicago, IL, 60614",Match,Exact,"2021 N BURLING ST, CHICAGO, IL, 60614",641773339.0,L,17.0,31.0,71200.0,2004.0,-87.64725577081259,41.91905238874233
544,"3538-40 N LINCOLN AVE, Chicago, IL, 60657",Match,Non_Exact,"3538 N LINCOLN AVE, CHICAGO, IL, 60657",652586263.0,L,17.0,31.0,831900.0,2006.0,-87.67289591666218,41.94561922289802
424,"4706 N PULASKI RD, Chicago, IL, 60630",Match,Exact,"4706 N PULASKI RD, CHICAGO, IL, 60630",605186964.0,L,17.0,31.0,140500.0,1000.0,-87.72809327223723,41.96786252691447
425,"2645 N SHEFFIELD AVE, Chicago, IL, 60614",Match,Exact,"2645 N SHEFFIELD AVE, CHICAGO, IL, 60614",605237442.0,R,17.0,31.0,70300.0,1004.0,-87.65369345060878,41.930079686813656
546,"450 E BENTON PL, Chicago, IL, 60611",No_Match,,,,,,,,,,
