city,systemstop,public_nam,cross_st,pos,owlroutes,dir,street,routesstpg,geometry,index_right,statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10
CHICAGO,15189.0,Cicero & Berteau,BERTEAU (north leg),FS,,SB,CICERO,"54,54A",POINT (-87.74750923800002 41.956892084),270.0,17,1502,15,Census Tract 1502,15,17031150200,,150200,031
CHICAGO,14545.0,Halsted & 119th Street,119TH STREET,FS,,NB,HALSTED,"8A,108",POINT (-87.64178572600002 41.67799153599998),265.0,17,5302,53,Census Tract 5302,53,17031530200,,530200,031
CHICAGO,15046.0,Kedzie & Touhy,TOUHY,FS,,NB,KEDZIE,11,POINT (-87.70896851700002 42.012049691000016),366.0,17,202,2,Census Tract 202,2,17031020200,,020200,031
CHICAGO,6280.0,Ashland & Irving Park,IRVING PARK,NS,,NB,ASHLAND,"9,X9",POINT (-87.66891603599998 41.954186386),725.0,17,604,6,Census Tract 604,6,17031060400,,060400,031
CHICAGO,4484.0,Archer & Damen,DAMEN,NS,N62,SWB,ARCHER,62,POINT (-87.67517869800002 41.83201446999999),205.0,17,8404,59,Census Tract 8404,59,17031840400,,840400,031
CHICAGO,3082.0,Kedzie & 48th Place,48TH PLACE (north leg),NS,,SB,KEDZIE,"47,52",POINT (-87.70398 41.805777001000024),86.0,17,8428,58,Census Tract 8428,58,17031842800,,842800,031
CHICAGO,3120.0,Kedzie & 45th Street,45TH STREET,NS,,NB,KEDZIE,52,POINT (-87.70402509799999 41.811615116999974),86.0,17,8428,58,Census Tract 8428,58,17031842800,,842800,031
CHICAGO,1157.0,Lake Shore & Roscoe,ROSCOE,NT,,NB,LAKE SHORE,"135,146,151",POINT (-87.64047498399998 41.943529618000014),548.0,17,619.02,6,Census Tract 619.02,6,17031061902,,061902,031
CHICAGO,3192.0,California & Milwaukee,MILWAUKEE,NS,,NB,CALIFORNIA,94,POINT (-87.697276639 41.92268777300001),304.0,17,2214,22,Census Tract 2214,22,17031221400,,221400,031
CHICAGO,8720.0,Damen & 69th Street,69TH STREET,NS,,NB,DAMEN,48,POINT (-87.673530873 41.76834419800002),292.0,17,6715,67,Census Tract 6715,67,17031671500,,671500,031
CHICAGO,14601.0,Kedzie & Ohio,OHIO,FS,,NB,KEDZIE,52,POINT (-87.706360673 41.89213207099999),186.0,17,8367,23,Census Tract 8367,23,17031836700,,836700,031
CHICAGO,4157.0,California & 55th Street,55TH STREET,NS,,NB,CALIFORNIA,94,POINT (-87.693710737 41.793567438000025),115.0,17,8351,63,Census Tract 8351,63,17031835100,,835100,031
CHICAGO,8264.0,Western & 35th Street,35TH STREET,NS,N49,SB,WESTERN,"49,X49",POINT (-87.68514590199999 41.83039914),1.0,17,8403,59,Census Tract 8403,59,17031840300,,840300,031
CHICAGO,5505.0,Desplaines & Fulton,FULTON,NS,,SB,DESPLAINES,56,POINT (-87.64437800000002 41.88693999999998),780.0,17,2801,28,Census Tract 2801,28,17031280100,,280100,031
CHICAGO,14787.0,Clark & Balmoral,BALMORAL,FS,N22,SB,CLARK,22,POINT (-87.668361011 41.979682035999986),575.0,17,309,77,Census Tract 309,77,17031030900,,030900,031
CHICAGO,7211.0,Stony Island & 95th Street,95TH STREET,NS,N5,SB,STONY ISLAND,"N5,28,95",POINT (-87.58529500100002 41.722579000999986),262.0,17,5103,51,Census Tract 5103,51,17031510300,,510300,031
CHICAGO,6569.0,Vincennes & 95th Street,95TH STREET,FS,,SB,VINCENNES,112,POINT (-87.650887501 41.72094149999998),604.0,17,7304,73,Census Tract 7304,73,17031730400,,730400,031
CHICAGO,3701.0,Halsted & 98th Street,98TH STREET,NS,,SB,HALSTED,"8A,108",POINT (-87.643193 41.71606800000001),604.0,17,7304,73,Census Tract 7304,73,17031730400,,730400,031
CHICAGO,11167.0,Homan & Franklin,FRANKLIN(n.service drive),NS,,SB,HOMAN,82,POINT (-87.71132927500003 41.890294830000016),595.0,17,2315,23,Census Tract 2315,23,17031231500,,231500,031
CHICAGO,8123.0,Cicero & 50th Street,50TH STREET,NS,,SB,CICERO,"47,54B",POINT (-87.743173716 41.80223378400001),616.0,17,5603,56,Census Tract 5603,56,17031560300,,560300,031
CHICAGO,4454.0,Archer & Cermak/Princeton,CERMAK/PRINCETON,NS,,NEB,ARCHER,62,POINT (-87.63504513100003 41.85265119799999),2.0,17,8411,34,Census Tract 8411,34,17031841100,,841100,031
CHICAGO,2427.0,State & 61st Street,61ST STREET (north leg),NT,,SB,STATE,29,POINT (-87.62551300000001 41.78389500100002),170.0,17,8345,40,Census Tract 8345,40,17031834500,,834500,031
CHICAGO,1814.0,Clark & Montrose,MONTROSE,NS,N22,SB,CLARK,"22,78",POINT (-87.66608024499999 41.96174417999998),566.0,17,319,3,Census Tract 319,3,17031031900,,031900,031
CHICAGO,17234.0,Solidarity Dr & Lynn White Drive,LYNN WHITE DRIVE,FS,,EB,SOLIDARITY DR,"130,146",POINT (-87.60976788099998 41.866173704000005),385.0,17,3301,33,Census Tract 3301,33,17031330100,,330100,031
CICERO,17441.0,Roosevelt & Cicero,CICERO,FS,,EB,ROOSEVELT,12,POINT (-87.74439834100002 41.86582566300001),,,,,,,,,,
CHICAGO,12159.0,103rd Street & Union,UNION,NS,,EB,103RD STREET,103,POINT (-87.64051631900003 41.70688442699998),536.0,17,4911,49,Census Tract 4911,49,17031491100,,491100,031
CHICAGO,2818.0,95th Street & Forest,FOREST,NS,N5,EB,95TH STREET,"N5,95,111,115",POINT (-87.616663894 41.72174716400002),579.0,17,4905,49,Census Tract 4905,49,17031490500,,490500,031
CHICAGO,10956.0,75th Street & Paxton,PAXTON,NS,N5,EB,75TH STREET,"N5,75",POINT (-87.57133435700001 41.75886117800002),426.0,17,4312,43,Census Tract 4312,43,17031431200,,431200,031
CHICAGO,9234.0,Belmont & Oketo,OKETO,NS,,EB,BELMONT,77,POINT (-87.811735999 41.937928),430.0,17,1709,17,Census Tract 1709,17,17031170900,,170900,031
CHICAGO,7989.0,Oakenwald & 43rd Street,43RD STREET,FS,,NB,OAKENWALD,43,POINT (-87.59747700100002 41.816976001),229.0,17,8364,36,Census Tract 8364,36,17031836400,,836400,031
EVERGREEN PARK,9981.0,Kedzie & 96th Street,96TH STREET,MT,,NB,KEDZIE,52A,POINT (-87.70166917900002 41.71890996000002),,,,,,,,,,
CHICAGO,2305.0,State & 58th Street,58TH STREET,NS,,NB,STATE,29,POINT (-87.625451999 41.78903500000001),408.0,17,4005,40,Census Tract 4005,40,17031400500,,400500,031
CHICAGO,11619.0,Central & Byron,BYRON,NS,,NB,CENTRAL,85,POINT (-87.766860001 41.95124400100002),240.0,17,1507,15,Census Tract 1507,15,17031150700,,150700,031
CHICAGO,5282.0,Jeffery & 97th Street,97TH STREET,MT,,NB,JEFFERY,15,POINT (-87.57521499900002 41.71887800000002),262.0,17,5103,51,Census Tract 5103,51,17031510300,,510300,031
CHICAGO,1143.0,Stockton & Webster,WEBSTER,NT,,NB,STOCKTON,"151,156",POINT (-87.63562556900001 41.921923413),160.0,17,714,7,Census Tract 714,7,17031071400,,071400,031
OAK PARK,15703.0,Harlem & Schneider,SCHNEIDER,NS,,NB,HARLEM,90,POINT (-87.805116209 41.896187843999996),,,,,,,,,,
CHICAGO,6501.0,3200 S Wentworth,3200 SOUTH,MB,,SB,WENTWORTH,"24,31",POINT (-87.63167700000002 41.836478),384.0,17,3405,34,Census Tract 3405,34,17031340500,,340500,031
CHICAGO,1593.0,Michigan & 14th Street,14TH STREET,FS,N4,SB,MICHIGAN,"1,3,4",POINT (-87.62418500000001 41.86388299999999),385.0,17,3301,33,Census Tract 3301,33,17031330100,,330100,031
CHICAGO,17175.0,Milwaukee & Lawrence,LAWRENCE,FS,,SEB,MILWAUKEE,56,POINT (-87.76069066600002 41.967716309000025),271.0,17,1503,15,Census Tract 1503,15,17031150300,,150300,031
CHICAGO,1306.0,Fullerton & Cicero,CICERO,FS,,EB,FULLERTON,74,POINT (-87.746495262 41.92411248899998),315.0,17,1911,19,Census Tract 1911,19,17031191100,,191100,031
CHICAGO,9431.0,87th Street & Cregier,CREGIER,NS,,EB,87TH STREET,87,POINT (-87.58070499899998 41.73691800099999),480.0,17,4801,48,Census Tract 4801,48,17031480100,,480100,031
CHICAGO,1313.0,Fullerton & Keeler,KEELER,NS,,EB,FULLERTON,74,POINT (-87.73177600000002 41.92436700100001),468.0,17,2003,20,Census Tract 2003,20,17031200300,,200300,031
CHICAGO,14557.0,87th Street & Jeffery,JEFFERY,FS,,EB,87TH STREET,87,POINT (-87.575502997 41.736991621000016),480.0,17,4801,48,Census Tract 4801,48,17031480100,,480100,031
CHICAGO,442.0,Washington & Jefferson,JEFFERSON,NS,N20,EB,WASHINGTON,"J14,19,20,56",POINT (-87.64284800000001 41.88310999999999),780.0,17,2801,28,Census Tract 2801,28,17031280100,,280100,031
CHICAGO,15228.0,4700 W Diversey,4700 WEST,MB,,EB,DIVERSEY,76,POINT (-87.74326071299998 41.931517326999995),314.0,17,1909,19,Census Tract 1909,19,17031190900,,190900,031
CHICAGO,12984.0,59th Street & Racine,RACINE,NS,,EB,59TH STREET,59,POINT (-87.65481154100002 41.786814607999986),288.0,17,6709,67,Census Tract 6709,67,17031670900,,670900,031
CHICAGO,11021.0,Diversey & Paulina,PAULINA,FS,,EB,DIVERSEY,76,POINT (-87.67075232000002 41.93230932300003),744.0,17,707,7,Census Tract 707,7,17031070700,,070700,031
CHICAGO,17125.0,North Ave & Kedzie,KEDZIE,FS,,EB,NORTH AVENUE,72,POINT (-87.70664437800002 41.910015326999996),310.0,17,2409,24,Census Tract 2409,24,17031240900,,240900,031
CHICAGO,17186.0,Division & Laramie,LARAMIE,FS,,EB,DIVISION,70,POINT (-87.755558474 41.90218806799999),596.0,17,2511,25,Census Tract 2511,25,17031251100,,251100,031
CHICAGO,336.0,Roosevelt & Racine,RACINE,NS,,WB,ROOSEVELT,12,POINT (-87.65651505099999 41.86710532699999),89.0,17,8333,28,Census Tract 8333,28,17031833300,,833300,031
CHICAGO,4301.0,71st Street & Kedzie,KEDZIE,NS,,WB,71ST STREET,67,POINT (-87.7026459 41.764465460999986),393.0,17,6609,66,Census Tract 6609,66,17031660900,,660900,031
CHICAGO,814.0,Grand & Keeler,KEELER,NS,,WB,GRAND,65,POINT (-87.731215786 41.90814821700002),296.0,17,2306,23,Census Tract 2306,23,17031230600,,230600,031
CHICAGO,12361.0,Monterey & Esmond,ESMOND,NS,,WB,MONTEREY,112,POINT (-87.668378512 41.69135562700001),388.0,17,7505,75,Census Tract 7505,75,17031750500,,750500,031
CHICAGO,15860.0,Jackson & Western,WESTERN,FS,,WB,JACKSON,126,POINT (-87.68662143300003 41.877610457),782.0,17,2808,28,Census Tract 2808,28,17031280800,,280800,031
CHICAGO,2395.0,State & 31st Street,31ST STREET,NS,,SB,STATE,29,POINT (-87.62681800000001 41.838467001000026),387.0,17,3504,35,Census Tract 3504,35,17031350400,,350400,031
CHICAGO,6288.0,Clark & Roosevelt,ROOSEVELT,NS,,NB,CLARK,24,POINT (-87.630354012 41.867169123),343.0,17,3302,33,Census Tract 3302,33,17031330200,,330200,031
CHICAGO,1051.0,Sheridan & Montrose,MONTROSE,NS,,SB,SHERIDAN,151,POINT (-87.65480200000002 41.96185800000001),250.0,17,8307,3,Census Tract 8307,3,17031830700,,830700,031
CHICAGO,10017.0,Kedzie & 73rd Street,73RD STREET,NS,,SB,KEDZIE,52A,POINT (-87.702804415 41.760817797000016),360.0,17,6611,66,Census Tract 6611,66,17031661100,,661100,031
CHICAGO,1060.0,Sheridan & Pine Grove,PINE GROVE,FS,,EB,SHERIDAN 3900N,151,POINT (-87.64765892399998 41.95280766000002),217.0,17,608,6,Census Tract 608,6,17031060800,,060800,031
CHICAGO,8954.0,Damen & Cullom,CULLOM,NS,,NB,DAMEN,50,POINT (-87.678832 41.959540000000004),631.0,17,501,5,Census Tract 501,5,17031050100,,050100,031
CHICAGO,3668.0,Halsted & 89th Street,89TH STREET,NS,,NB,HALSTED,8A,POINT (-87.64340000099997 41.73243200100001),618.0,17,7115,71,Census Tract 7115,71,17031711500,,711500,031
CHICAGO,5077.0,Racine & 53rd Street,53RD STREET,NS,,NB,RACINE,44,POINT (-87.65483200099999 41.79762700100002),792.0,17,6120,61,Census Tract 6120,61,17031612000,,612000,031
CHICAGO,11933.0,1300 E 95th Street,1300 EAST (KIMBARK),MB,N5,EB,95TH STREET,"N5,95,100",POINT (-87.59239584099998 41.72215689699999),655.0,17,5001,50,Census Tract 5001,50,17031500100,,500100,031
CHICAGO,9413.0,87th Street & Prairie,PRAIRIE,NS,,EB,87TH STREET,87,POINT (-87.617908 41.736410001000024),434.0,17,4406,44,Census Tract 4406,44,17031440600,,440600,031
CHICAGO,190.0,Harrison & Leavitt,LEAVITT,NS,,EB,HARRISON,7,POINT (-87.68144899999999 41.87391100100001),5.0,17,8382,28,Census Tract 8382,28,17031838200,,838200,031
BERWYN,6976.0,Cermak & East,EAST,NS,,EB,CERMAK,"21,322",POINT (-87.788667266 41.85051716999999),,,,,,,,,,
CHICAGO,5655.0,Irving Park & Campbell,CAMPBELL,NS,,EB,IRVING PARK,80,POINT (-87.69097126700001 41.953906330999985),111.0,17,8437,5,Census Tract 8437,5,17031843700,,843700,031
CHICAGO,6715.0,Orleans & Chestnut,CHESTNUT,NS,,NB,ORLEANS,37,POINT (-87.63714299899999 41.89806399999998),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
CHICAGO,5967.0,Halsted & Aldine,ALDINE,NS,,NB,HALSTED,8,POINT (-87.64925000099998 41.94171800100003),729.0,17,620,6,Census Tract 620,6,17031062000,,062000,031
CHICAGO,5904.0,Halsted & 36th Street,36TH STREET (north leg),NS,,NB,HALSTED,8,POINT (-87.64599099999998 41.828798000000006),178.0,17,8399,60,Census Tract 8399,60,17031839900,,839900,031
CHICAGO,5894.0,Halsted & 52nd Street,52ND STREET,NS,,NB,HALSTED,8,POINT (-87.64519818100001 41.79967503400002),85.0,17,8438,61,Census Tract 8438,61,17031843800,,843800,031
CHICAGO,1560.0,Indiana & 34th Street,34TH STREET,MT,N4,NB,INDIANA,"1,4",POINT (-87.62170699900003 41.83297500100002),202.0,17,8395,35,Census Tract 8395,35,17031839500,,839500,031
CHICAGO,3295.0,63rd Street & Austin,AUSTIN,NS,,WB,63RD STREET,63W,POINT (-87.771313448 41.777948219999985),275.0,17,6403,64,Census Tract 6403,64,17031640300,,640300,031
CHICAGO,12060.0,Lunt & Sheridan,SHERIDAN,FS,,WB,LUNT,96,POINT (-87.662387395 42.00922140199998),65.0,17,105.01,1,Census Tract 105.01,1,17031010501,,010501,031
CHICAGO,11057.0,Diversey & Logan,LOGAN,FT,,WB,DIVERSEY,76,POINT (-87.68413186599997 41.93228153000001),249.0,17,8309,22,Census Tract 8309,22,17031830900,,830900,031
CHICAGO,7658.0,35th Street & Archer,ARCHER/HOYNE,NS,,WB,35TH STREET,35,POINT (-87.67727000000002 41.83042500099998),1.0,17,8403,59,Census Tract 8403,59,17031840300,,840300,031
CHICAGO,15208.0,Peterson & Pulaski,PULASKI,FS,,WB,PETERSON,84,POINT (-87.72903886900002 41.99025220200002),751.0,17,1302,13,Census Tract 1302,13,17031130200,,130200,031
CHICAGO,131.0,Jackson & Pulaski,PULASKI,FS,,WB,JACKSON,126,POINT (-87.72579473100001 41.87713666399998),685.0,17,2607,26,Census Tract 2607,26,17031260700,,260700,031
CHICAGO,11488.0,Peterson & Rockwell,ROCKWELL,NS,,WB,PETERSON,84,POINT (-87.694468185 41.99056613900001),30.0,17,208.02,2,Census Tract 208.02,2,17031020802,,020802,031
CHICAGO,2655.0,79th Street & Morgan,MORGAN,NS,N79,WB,79TH STREET,79,POINT (-87.64877594900003 41.75063759300002),494.0,17,7108,71,Census Tract 7108,71,17031710800,,710800,031
CHICAGO,11042.0,Diversey & Halsted,HALSTED,FS,,WB,DIVERSEY,76,POINT (-87.64928959500003 41.93277852699998),690.0,17,630,6,Census Tract 630,6,17031063000,,063000,031
CHICAGO,5269.0,100th Street & Torrence,TORRENCE,FS,,WB,100TH STREET,"J14,100",POINT (-87.56008810200001 41.71364313999999),539.0,17,5102,51,Census Tract 5102,51,17031510200,,510200,031
CHICAGO,7412.0,69th Street & Indiana,INDIANA,NS,N5,WB,69TH STREET,"N5,30,67",POINT (-87.62008692799998 41.769284958000014),524.0,17,6904,69,Census Tract 6904,69,17031690400,,690400,031
CHICAGO,7811.0,Harlem & 59th Street,59TH STREET,FS,,NB,HARLEM,62H,POINT (-87.80105911700002 41.78475322000003),601.0,17,5610,56,Census Tract 5610,56,17031561000,,561000,031
CHICAGO,9991.0,8600 S Kedzie,8600 SOUTH,MB,,NB,KEDZIE,52A,POINT (-87.70195313900001 41.73708929899999),225.0,17,7005.02,70,Census Tract 7005.02,70,17031700502,,700502,031
CHICAGO,14065.0,13601 S Avenue O (Senior Bldg),13601 S (SENIOR BLDG),MB,,NB,AVENUE O,30,POINT (-87.539869952 41.64839477300001),787.0,17,5501,55,Census Tract 5501,55,17031550100,,550100,031
CHICAGO,2338.0,State & 27th Street,27TH STREET,MT,,NB,STATE,29,POINT (-87.62667300099997 41.844381999999996),203.0,17,8392,35,Census Tract 8392,35,17031839200,,839200,031
EVANSTON,14364.0,Dodge & Monroe,MONROE,NS,,NB,DODGE,"93,206",POINT (-87.69924404900001 42.030587622999974),,,,,,,,,,
CHICAGO,4663.0,Narragansett & 58th Street,58TH STREET,NS,,NB,NARRAGANSETT,55N,POINT (-87.78152399999999 41.78675099999998),602.0,17,5611,56,Census Tract 5611,56,17031561100,,561100,031
CHICAGO,7001.0,Commercial & 96th Street,96TH STREET,NS,,NB,COMMERCIAL,71,POINT (-87.55096605099999 41.72086968999997),538.0,17,5101,51,Census Tract 5101,51,17031510100,,510100,031
CHICAGO,9967.0,Kedzie & 110th Street,110TH STREET,MT,,NB,KEDZIE,52A,POINT (-87.70079399899998 41.69339500000001),266.0,17,7401,74,Census Tract 7401,74,17031740100,,740100,031
CHICAGO,14089.0,Homan & Maypole,MAYPOLE,NS,,NB,HOMAN,82,POINT (-87.71099775099998 41.88348534900001),184.0,17,8368,27,Census Tract 8368,27,17031836800,,836800,031
CHICAGO,7355.0,Ewing & 105th Street,105TH STREET,NS,,NB,EWING,"26,30",POINT (-87.53518555699998 41.704503569999986),715.0,17,5204,52,Census Tract 5204,52,17031520400,,520400,031
CHICAGO,9620.0,Austin & Railroad Ave (Blue Line),RAILROAD AVENUE,NS,,NB,AUSTIN,91,POINT (-87.77423199999998 41.87032200099998),63.0,17,8314,25,Census Tract 8314,25,17031831400,,831400,031
CHICAGO,2966.0,Cottage Grove & 106th Street,106TH STREET,NS,,NB,COTTAGE GROVE,"4,115",POINT (-87.60768673299998 41.70187685500002),264.0,17,5002,50,Census Tract 5002,50,17031500200,,500200,031
CHICAGO,12258.0,Avenue B & 107th Street,107TH STREET,NS,,NB,AVENUE B,100,POINT (-87.52569948000001 41.70079425900002),715.0,17,5204,52,Census Tract 5204,52,17031520400,,520400,031
CHICAGO,11609.0,Central & George,GEORGE,NS,,NB,CENTRAL,85,POINT (-87.76622700000001 41.933016001),312.0,17,1903,19,Census Tract 1903,19,17031190300,,190300,031
CHICAGO,758.0,Navy Pier Terminal,TERMINAL,TERM,,NB,NAVY PIER,29,POINT (-87.61016713100003 41.89228911399999),546.0,17,814.02,8,Census Tract 814.02,8,17031081402,,081402,031
CHICAGO,1133.0,Lake Shore & Scott,SCOTT,MT,,NB,LAKE SHORE,151,POINT (-87.62502400099999 41.90494900099998),317.0,17,801,8,Census Tract 801,8,17031080100,,080100,031
CHICAGO,1161.0,Lake Shore & Brompton,BROMPTON,MT,,NB,LAKE SHORE,"135,146,151",POINT (-87.64291886900003 41.94779690500002),727.0,17,609,6,Census Tract 609,6,17031060900,,060900,031
CHICAGO,1113.0,State & Van Buren,VAN BUREN,NS,,NB,STATE,"2,10,29,130,146,147,148",POINT (-87.627542538 41.87684766699999),375.0,17,3204,32,Census Tract 3204,32,17031320400,,320400,031
CHICAGO,14454.0,Broadway & Argyle,ARGYLE (north leg),FS,,NB,BROADWAY,36,POINT (-87.65964820200003 41.97336829599999),644.0,17,312,3,Census Tract 312,3,17031031200,,031200,031
CHICAGO,1206.0,Sheridan & North Shore,NORTH SHORE,FS,0,NB,SHERIDAN,"147,155",POINT (-87.660716821 42.003870995),277.0,17,104,1,Census Tract 104,1,17031010400,,010400,031
CHICAGO,3118.0,Kedzie & 47th Street,47TH STREET,NS,,NB,KEDZIE,"47,52",POINT (-87.70385679399999 41.807940255000005),86.0,17,8428,58,Census Tract 8428,58,17031842800,,842800,031
CHICAGO,15404.0,Racine & Roosevelt,ROOSEVELT,FS,N60,NB,RACINE,60,POINT (-87.65659837499999 41.867263105999996),89.0,17,8333,28,Census Tract 8333,28,17031833300,,833300,031
CHICAGO,2317.0,State & 47th Street,47TH STREET,NS,,NB,STATE,29,POINT (-87.62597000099998 41.809080000999984),455.0,17,3814,38,Census Tract 3814,38,17031381400,,381400,031
CHICAGO,11582.0,Central & Fulton,FULTON,NS,,NB,CENTRAL,85,POINT (-87.76495562600002 41.88558182100002),684.0,17,2519,25,Census Tract 2519,25,17031251900,,251900,031
CHICAGO,14975.0,Damen & Division,DIVISION,FS,,NB,DAMEN,50,POINT (-87.677164458 41.903421804000004),487.0,17,2414,24,Census Tract 2414,24,17031241400,,241400,031
CHICAGO,2498.0,Cottage Grove & 59th Street,59TH STREET,NS,N4,NB,COTTAGE GROVE,"2,4",POINT (-87.60597223500002 41.78763131699998),159.0,17,8362,41,Census Tract 8362,41,17031836200,,836200,031
CHICAGO,13193.0,Loomis & Blue Island,BLUE ISLAND,NS,N60,NB,LOOMIS,60,POINT (-87.66123266699998 41.85762293800002),373.0,17,3106,31,Census Tract 3106,31,17031310600,,310600,031
CHICAGO,1583.0,Michigan & 8th Street,8TH STREET,NT,N4,NB,MICHIGAN,"1,3,4",POINT (-87.62403400300002 41.87178683899998),377.0,17,3206,32,Census Tract 3206,32,17031320600,,320600,031
CHICAGO,9703.0,Nagle & Bryn Mawr,BRYN MAWR,NS,,NB,NAGLE,86,POINT (-87.78762513499998 41.98280027200002),778.0,17,1103,11,Census Tract 1103,11,17031110300,,110300,031
CHICAGO,6283.0,Clark & 18th Street,18TH STREET,NS,,NB,CLARK,24,POINT (-87.630111768 41.85767206899999),343.0,17,3302,33,Census Tract 3302,33,17031330200,,330200,031
CHICAGO,9698.0,Nagle & Foster,FOSTER,NS,,NB,NAGLE,86,POINT (-87.787795593 41.97556813099999),778.0,17,1103,11,Census Tract 1103,11,17031110300,,110300,031
CHICAGO,5047.0,Racine & 81st Street,81ST STREET,NS,,NB,RACINE,44,POINT (-87.653560631 41.74678777399998),494.0,17,7108,71,Census Tract 7108,71,17031710800,,710800,031
CHICAGO,3159.0,Kedzie & Jackson,JACKSON,NS,,NB,KEDZIE,52,POINT (-87.705938 41.877241000000026),738.0,17,2712,27,Census Tract 2712,27,17031271200,,271200,031
CHICAGO,15399.0,Dearborn & Hubbard,HUBBARD,NS,N22,NB,DEARBORN,"22,36",POINT (-87.62950028799997 41.88993758100003),679.0,17,816,8,Census Tract 816,8,17031081600,,081600,031
CHICAGO,11610.0,Central & Wellington,WELLINGTON,NS,,NB,CENTRAL,85,POINT (-87.76629000000003 41.934841000000006),312.0,17,1903,19,Census Tract 1903,19,17031190300,,190300,031
CHICAGO,8563.0,Cumberland & Catherine,CATHERINE,NS,,NB,CUMBERLAND,81W,POINT (-87.836528999 41.97712999999999),736.0,17,1005,10,Census Tract 1005,10,17031100500,,100500,031
CHICAGO,15218.0,California & Diversey,DIVERSEY,FS,,NB,CALIFORNIA,94,POINT (-87.69752998299998 41.93239667),473.0,17,2109,21,Census Tract 2109,21,17031210900,,210900,031
CHICAGO,15091.0,Western & 16th Street,16TH STREET,FT,N49,NB,WESTERN,"18,49,X49",POINT (-87.68572361399998 41.859817577),101.0,17,8429,28,Census Tract 8429,28,17031842900,,842900,031
NORRIDGE,9714.0,Lawrence & Courtland,COURTLAND,FS,,EB,LAWRENCE,81W,POINT (-87.83147139300002 41.96657548600001),,,,,,,,,,
CHICAGO,10167.0,69th Street & Peoria,PEORIA,NS,,EB,69TH STREET,67,POINT (-87.64704072500001 41.768749015000026),416.0,17,6811,68,Census Tract 6811,68,17031681100,,681100,031
BEDFORD PARK,3367.0,65th Street & Central,CENTRAL,NS,,EB,65TH STREET,165,POINT (-87.76168061800001 41.77429632000002),,,,,,,,,,
CHICAGO,11150.0,Kimball & Palmer,PALMER,NS,,SB,KIMBALL,82,POINT (-87.71205799900002 41.92108999999999),331.0,17,2211,22,Census Tract 2211,22,17031221100,,221100,031
CHICAGO,11475.0,Ridge & Wayne,WAYNE,NS,,NWB,RIDGE,84,POINT (-87.66312403699999 41.98557515800002),552.0,17,305,77,Census Tract 305,77,17031030500,,030500,031
CHICAGO,4385.0,Archer & Cicero,CICERO,FS,,SWB,ARCHER,"62,62H",POINT (-87.743336489 41.79873174199997),182.0,17,8352,56,Census Tract 8352,56,17031835200,,835200,031
CHICAGO,5159.0,Racine & 47th Street,47TH STREET,FS,,SB,RACINE,44,POINT (-87.65533046399997 41.80854091600003),740.0,17,6111,61,Census Tract 6111,61,17031611100,,611100,031
CHICAGO,5338.0,Broadway & Bryn Mawr/Ridge,RIDGE/BRYN MAWR,NS,,SB,BROADWAY,36,POINT (-87.66018588499998 41.983869613000024),552.0,17,305,77,Census Tract 305,77,17031030500,,030500,031
CHICAGO,5367.0,Broadway & Wellington,WELLINGTON,NS,,SB,BROADWAY,36,POINT (-87.644362 41.936578999999995),691.0,17,631,6,Census Tract 631,6,17031063100,,063100,031
CHICAGO,8629.0,69th Street & State (Red Line),STATE,NS,,EB,69TH STREET,169,POINT (-87.625270511 41.76910793000002),523.0,17,6903,69,Census Tract 6903,69,17031690300,,690300,031
CHICAGO,17493.0,Irving Park & Western,WESTERN,FS,,EB,IRVING PARK,80,POINT (-87.68816718300002 41.953924856000015),622.0,17,505,5,Census Tract 505,5,17031050500,,050500,031
CHICAGO,1491.0,Lincoln & Berwyn,BERWYN,FS,,NWB,LINCOLN,11,POINT (-87.69250499999998 41.97765800000002),28.0,17,402.02,4,Census Tract 402.02,4,17031040202,,040202,031
CHICAGO,8302.0,Western & Columbus,COLUMBUS,FS,N49,SB,WESTERN,"49,X49",POINT (-87.68322680199998 41.758827268000005),346.0,17,6610,66,Census Tract 6610,66,17031661000,,661000,031
CHICAGO,9927.0,Northwest Hwy & Oliphant,OLIPHANT,NS,,SEB,NORTHWEST HWY,68,POINT (-87.81630711600002 42.002817897),662.0,17,902,9,Census Tract 902,9,17031090200,Partially outside City Boundary,090200,031
CHICAGO,17209.0,Narragansett & Berteau,BERTEAU,FS,,SB,NARRAGANSETT,86,POINT (-87.78679862799999 41.95645031700002),448.0,17,1701,17,Census Tract 1701,17,17031170100,,170100,031
CHICAGO,11560.0,Central & Augusta,AUGUSTA,NS,,SB,CENTRAL,85,POINT (-87.765620571 41.898617113),681.0,17,2513,25,Census Tract 2513,25,17031251300,,251300,031
CHICAGO,8728.0,Damen & 61st Street,61ST STREET,NS,,NB,DAMEN,48,POINT (-87.673862999 41.782850999999994),285.0,17,6706,67,Census Tract 6706,67,17031670600,,670600,031
CHICAGO,15170.0,Harrison & Central Park,CENTRAL PARK,FS,,EB,HARRISON,7,POINT (-87.715556446 41.87347436699997),145.0,17,2715,27,Census Tract 2715,27,17031271500,,271500,031
CHICAGO,744.0,Grand & Franklin,FRANKLIN,NS,,EB,GRAND,65,POINT (-87.63563347899998 41.891507382999976),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
