NAME,Total Pop (#)_2012,Total HH (#)_2012,Home: Owner_2012,Home: Renter_2012,Race: White_2012,Race: Black/AA_2012,Race: AI/Alaskan_2012,Race: Asian_2012,Race: Hawaiian/PI_2012,Race: Other_2012,Ethnicty: Hisp._2012,Ethnicity: Non-Hisp._2012,Edu: < 9th grade_2012,"Edu: HS, no diploma_2012",Edu: HS Diploma_2012,Edu: Associate's Degree_2012,Edu: Bachelor's Degree_2012,Edu: Grad/Prof Degree_2012,Median HH Income ($)_2012,Age: 18+_2012,Age: 65+_2012,tract,Total Pop (#)_2017,Total HH (#)_2017,Home: Owner_2017,Home: Renter_2017,Race: White_2017,Race: Black/AA_2017,Race: AI/Alaskan_2017,Race: Asian_2017,Race: Hawaiian/PI_2017,Race: Other_2017,Ethnicty: Hisp._2017,Ethnicity: Non-Hisp._2017,Edu: < 9th grade_2017,"Edu: HS, no diploma_2017",Edu: HS Diploma_2017,Edu: Associate's Degree_2017,Edu: Bachelor's Degree_2017,Edu: Grad/Prof Degree_2017,Median HH Income ($)_2017,Age: 18+_2017,Age: 65+_2017,Total Pop (#)_2022,Total HH (#)_2022,Home: Owner_2022,Home: Renter_2022,Race: White_2022,Race: Black/AA_2022,Race: AI/Alaskan_2022,Race: Asian_2022,Race: Hawaiian/PI_2022,Race: Other_2022,Ethnicty: Hisp._2022,Ethnicity: Non-Hisp._2022,Edu: < 9th grade_2022,"Edu: HS, no diploma_2022",Edu: HS Diploma_2022,Edu: Associate's Degree_2022,Edu: Bachelor's Degree_2022,Edu: Grad/Prof Degree_2022,Median HH Income ($)_2022,Age: 18+_2022,Age: 65+_2022
"Census Tract 1203, Cook County, Illinois",6320.0,2329.0,91.8,8.2,76.6,2.8,0.3,18.5,0.0,4.8,9.8,90.2,2.8,2.2,16.5,4.5,36.9,23.1,101402.0,78.3,18.3,120300,6665.0,2378.0,92.7,7.3,80.0,1.3,0.0,17.7,0.3,2.6,10.7,89.3,1.7,1.2,12.7,4.5,39.6,29.7,121793.0,76.2,18.2,7214,2568,96.6,3.4,0.4,15.3,0.4,3.1,7214,10.3,0.8,0.1,2.1,2.4,15.4,6.1,34.5,29.0,136316,72.6,16.6
"Census Tract 2925, Cook County, Illinois",4136.0,1311.0,34.7,65.3,1.0,99.2,0.0,0.0,0.0,0.0,0.0,100.0,9.9,14.3,35.3,6.7,6.3,2.1,27122.0,75.4,11.7,292500,4070.0,1392.0,37.6,62.4,2.6,94.2,1.2,0.0,0.0,2.5,6.1,93.9,4.1,23.4,21.0,6.1,13.0,5.3,40324.0,73.8,12.6,3698,1545,31.1,68.9,0.0,0.0,0.0,13.5,3698,14.7,7.0,78.4,4.7,6.5,30.4,5.8,18.3,6.7,46847,76.6,16.3
"Census Tract 715, Cook County, Illinois",5487.0,3691.0,40.0,60.0,88.6,6.3,0.0,3.4,0.0,2.1,5.3,94.7,0.4,0.8,4.3,2.1,39.7,46.7,85528.0,91.3,9.4,71500,5915.0,3820.0,33.9,66.1,86.2,3.5,0.3,12.8,0.0,0.5,4.1,95.9,0.0,0.3,3.7,0.3,55.7,34.1,89167.0,91.4,8.5,6110,3819,31.3,68.7,0.0,6.9,0.0,4.6,6110,3.4,0.3,2.2,0.0,0.3,2.7,1.3,50.0,37.7,101594,91.1,13.5
"Census Tract 3906, Cook County, Illinois",1986.0,879.0,44.9,55.1,44.1,50.2,1.1,6.6,0.0,6.4,7.8,92.2,0.0,1.3,5.6,3.4,26.4,49.7,57768.0,77.2,13.8,390600,1829.0,835.0,46.5,53.5,55.6,43.1,0.7,6.0,0.4,0.7,2.5,97.5,0.5,0.9,4.1,8.4,23.6,55.3,82159.0,78.0,15.0,1706,845,37.8,62.2,0.5,7.2,0.0,2.0,1706,2.8,0.3,43.3,0.0,3.1,5.7,8.6,29.6,43.8,60208,82.8,15.4
"Census Tract 8070, Cook County, Illinois",5407.0,2085.0,42.2,57.8,56.0,8.3,0.2,35.5,0.0,1.6,8.3,91.7,5.2,3.1,17.6,8.0,24.1,17.4,65313.0,79.3,15.3,807000,6110.0,1932.0,47.4,52.6,64.1,8.6,0.0,28.7,0.0,0.6,10.4,89.6,6.4,5.9,30.6,5.3,20.5,14.2,53556.0,78.4,13.4,5347,2010,46.9,53.1,0.8,25.2,0.0,4.4,5347,7.2,0.5,18.3,5.1,0.8,37.0,8.8,19.3,12.3,52986,81.0,15.9
"Census Tract 3815, Cook County, Illinois",211.0,105.0,2.9,97.1,1.4,96.7,0.0,1.9,0.0,0.0,0.0,100.0,0.0,11.0,22.0,22.0,4.9,0.0,15966.0,66.8,0.0,381500,341.0,125.0,15.2,84.8,11.4,87.1,0.0,1.5,0.0,0.0,5.6,94.4,2.7,7.3,27.7,10.9,19.5,0.0,-666666666.0,73.6,4.7,612,367,15.3,84.7,0.0,0.8,0.0,0.0,612,0.0,0.0,93.8,2.7,10.7,36.7,5.8,10.7,4.4,21230,77.3,29.7
"Census Tract 4107, Cook County, Illinois",1997.0,1075.0,32.4,67.6,65.8,24.5,0.5,11.2,0.0,2.4,6.6,93.4,1.5,3.2,3.4,1.8,21.9,44.1,44539.0,90.0,13.2,410700,2015.0,992.0,28.4,71.6,61.7,22.9,0.0,17.9,0.0,2.5,6.8,93.2,0.0,2.3,9.3,2.1,25.7,50.1,38516.0,89.0,9.7,2564,1122,29.1,70.9,0.0,19.8,0.0,4.8,2564,7.5,0.4,20.8,4.1,6.2,4.2,1.0,14.9,61.9,55427,88.8,9.2
"Census Tract 8083.01, Cook County, Illinois",5585.0,2323.0,84.9,15.1,68.7,1.0,1.3,28.8,1.3,0.6,9.7,90.3,7.5,2.5,18.8,7.3,26.0,17.2,70335.0,80.5,21.3,808301,6006.0,2314.0,84.4,15.6,63.9,5.3,0.2,26.5,0.0,5.6,6.5,93.5,4.9,2.6,28.7,6.2,25.5,14.3,70931.0,82.2,28.4,5940,2742,77.6,22.4,2.6,39.7,0.3,3.0,5940,4.7,1.3,0.3,5.4,5.7,17.1,5.2,34.2,18.9,61034,84.8,32.5
"Census Tract 8083.02, Cook County, Illinois",4001.0,1527.0,86.8,13.2,62.9,3.3,0.4,32.6,0.0,2.0,5.8,94.2,4.6,5.5,20.4,9.5,24.9,16.8,65819.0,82.2,18.8,808302,3617.0,1418.0,88.4,11.6,63.4,3.6,0.3,33.0,0.0,1.1,8.5,91.5,3.5,5.5,19.2,3.9,35.3,15.3,74167.0,83.1,19.5,4836,1878,80.9,19.1,2.5,39.7,0.2,0.8,4836,5.8,0.4,2.2,2.8,3.5,17.4,3.3,35.8,16.6,70521,81.6,27.3
"Census Tract 8093, Cook County, Illinois",4737.0,1916.0,24.6,75.4,67.9,9.1,0.0,23.5,0.0,0.6,5.8,94.2,3.3,0.5,11.2,1.2,25.2,49.5,20313.0,87.4,8.1,809300,4687.0,1711.0,35.3,64.7,73.5,7.5,2.1,20.4,0.4,0.8,9.8,90.2,3.0,4.8,8.1,3.2,29.0,45.8,30048.0,89.4,14.6,4852,1766,28.4,71.6,0.6,18.4,0.0,13.2,4852,14.9,2.5,8.0,1.6,3.1,15.1,5.5,24.7,42.7,38385,89.1,15.4
"Census Tract 4604, Cook County, Illinois",3186.0,1279.0,52.5,47.5,0.8,98.9,0.2,0.0,0.0,0.6,0.0,100.0,3.5,10.0,30.4,10.6,11.3,9.6,45096.0,79.3,17.5,460400,3458.0,1272.0,42.0,58.0,2.5,97.5,0.0,0.5,0.0,0.0,0.5,99.5,1.6,5.7,38.0,4.9,14.9,6.4,39151.0,75.3,18.8,3619,1303,49.3,50.7,0.0,0.4,0.0,0.0,3619,0.0,0.0,98.0,0.9,5.6,37.5,8.9,11.6,8.3,59688,77.6,17.0
"Census Tract 5607, Cook County, Illinois",3242.0,1186.0,64.4,35.6,79.3,0.4,0.0,0.8,0.0,27.3,48.0,52.0,20.1,10.4,31.2,6.3,9.4,3.5,44286.0,77.2,16.8,560700,3726.0,1153.0,57.7,42.3,73.9,2.5,0.0,3.5,0.0,23.6,59.0,41.0,10.3,12.6,32.8,8.0,10.3,2.8,54440.0,68.2,10.1,3682,1312,67.4,32.6,1.4,0.9,0.0,34.6,3682,61.6,0.8,0.0,14.1,11.2,31.5,7.1,13.7,4.9,70076,73.7,10.9
"Census Tract 5611, Cook County, Illinois",5735.0,1964.0,89.1,10.9,83.7,0.0,0.0,0.0,0.0,19.4,37.0,63.0,7.0,7.0,39.4,9.5,15.2,5.1,77222.0,76.9,16.8,561100,5531.0,1877.0,92.8,7.2,84.7,0.9,0.2,0.0,0.2,15.5,47.6,52.4,8.2,5.2,33.6,6.0,16.8,8.3,81763.0,77.7,14.4,5748,2185,93.3,6.7,0.2,0.7,0.0,29.1,5748,49.6,1.9,0.5,7.4,6.9,32.3,6.6,16.4,11.6,97106,78.9,17.0
"Census Tract 5702, Cook County, Illinois",1740.0,559.0,77.5,22.5,63.7,0.1,0.5,3.5,0.0,32.7,70.7,29.3,25.2,9.1,36.5,2.9,7.3,6.6,46477.0,71.7,16.1,570200,1978.0,591.0,74.3,25.7,74.6,0.8,0.0,9.0,0.0,17.0,71.6,28.4,16.2,11.8,31.2,7.1,8.2,3.3,49107.0,80.7,15.4,2271,824,61.8,38.2,6.5,9.3,0.0,39.9,2271,76.3,4.9,0.0,11.5,10.3,44.0,3.4,18.2,3.9,-666666666,77.7,13.6
"Census Tract 101, Cook County, Illinois",5163.0,2154.0,16.5,83.5,41.4,49.4,0.0,10.7,0.0,1.7,11.2,88.8,2.5,10.1,24.2,7.9,18.9,10.1,31063.0,72.1,6.2,10100,4444.0,2248.0,16.2,83.8,46.9,49.3,1.0,1.4,0.0,5.4,9.2,90.8,0.7,8.2,19.6,2.4,20.1,15.7,33750.0,79.5,5.2,4534,2411,33.5,66.5,1.9,1.8,0.0,12.6,4534,16.9,1.4,38.0,1.6,10.5,14.9,7.0,30.4,20.7,60316,86.2,10.2
"Census Tract 305, Cook County, Illinois",6533.0,2784.0,47.8,52.2,72.2,10.5,0.0,9.1,0.0,10.2,28.4,71.6,11.5,2.7,8.4,4.8,37.7,23.1,62623.0,82.3,6.0,30500,6570.0,2864.0,47.3,52.7,85.8,4.0,0.7,9.6,0.0,4.0,25.4,74.6,5.3,4.5,15.9,5.5,30.7,26.7,79587.0,87.4,10.5,6703,2965,49.1,50.9,5.3,5.1,0.4,5.2,6703,20.3,3.6,5.7,3.1,3.2,9.1,7.3,40.8,25.3,101063,86.0,8.7
"Census Tract 717, Cook County, Illinois",1785.0,793.0,63.1,36.9,80.7,12.3,0.0,5.2,0.0,2.3,9.0,91.0,0.1,0.2,0.9,4.8,44.6,39.2,126736.0,77.4,6.4,71700,1776.0,732.0,58.9,41.1,79.7,10.2,0.5,8.8,0.0,3.0,4.8,95.2,0.0,0.4,7.5,1.3,44.2,36.8,137500.0,84.6,12.3,1628,635,59.1,40.9,1.5,11.2,0.0,0.5,1628,3.4,0.0,10.3,1.0,0.7,4.0,5.2,42.4,43.1,146875,78.1,12.8
"Census Tract 4203, Cook County, Illinois",1901.0,534.0,29.4,70.6,35.3,52.2,0.0,11.6,0.0,1.0,2.1,97.9,2.8,4.5,18.6,8.0,23.8,15.3,40455.0,85.9,3.2,420300,2625.0,667.0,23.7,76.3,41.2,40.3,0.5,17.9,0.0,2.2,6.1,93.9,0.0,2.1,13.1,7.3,29.2,28.8,31849.0,90.6,5.1,2552,677,21.0,79.0,0.3,19.0,0.0,1.3,2552,9.6,3.6,33.7,4.1,2.5,15.0,9.2,27.9,24.3,36031,88.6,6.1
"Census Tract 4302, Cook County, Illinois",4442.0,2238.0,14.5,85.5,7.0,92.7,0.7,0.0,0.0,3.5,3.5,96.5,4.0,13.6,23.4,3.0,10.5,7.2,20417.0,75.1,14.6,430200,4866.0,2351.0,17.1,82.9,3.5,93.6,1.3,1.2,0.0,0.3,0.0,100.0,4.5,9.8,19.8,7.3,11.6,17.0,22419.0,73.2,16.5,5560,2723,20.1,79.9,1.5,0.6,0.0,0.1,5560,4.5,0.3,88.9,9.2,3.3,20.1,8.9,12.7,15.0,29913,83.5,14.8
"Census Tract 4305, Cook County, Illinois",3490.0,1795.0,12.0,88.0,1.5,98.6,0.0,0.3,0.0,1.3,1.3,98.7,3.3,14.8,23.9,5.3,10.2,7.5,22922.0,75.6,9.5,430500,3543.0,1576.0,12.3,87.7,2.7,97.5,0.7,0.6,0.0,0.0,2.4,97.6,5.7,13.7,28.5,10.4,5.6,6.0,19129.0,70.4,12.0,3781,1861,8.5,91.5,0.0,0.0,0.0,0.9,3781,1.1,1.1,97.5,5.0,18.5,21.3,8.2,11.9,6.2,22136,79.2,11.3
"Census Tract 4314, Cook County, Illinois",6292.0,3376.0,17.6,82.4,6.7,93.5,0.9,0.7,0.0,1.3,1.9,98.1,3.2,9.2,29.1,7.5,14.6,8.0,30762.0,82.3,15.4,431400,6406.0,3140.0,13.2,86.8,9.4,91.8,1.1,0.6,0.0,0.4,1.5,98.5,2.6,7.9,28.8,8.0,12.3,9.2,21781.0,81.9,15.4,7635,3395,15.1,84.9,1.0,2.4,0.0,2.1,7635,3.0,0.1,88.5,2.4,11.3,30.6,7.9,9.5,8.2,38858,77.8,13.5
"Census Tract 4407, Cook County, Illinois",1731.0,610.0,73.8,26.2,3.9,96.1,5.2,1.1,0.0,0.0,0.0,100.0,3.5,8.5,29.6,10.9,12.5,6.7,43500.0,81.9,17.2,440700,1513.0,646.0,70.4,29.6,2.0,98.0,0.5,0.0,0.0,0.0,0.0,100.0,0.7,5.8,31.6,10.9,19.1,13.3,37500.0,80.6,16.5,1455,586,78.8,21.2,0.0,0.0,0.0,0.0,1455,0.0,0.0,99.2,0.4,5.8,17.2,11.2,18.2,18.5,72143,77.9,18.8
"Census Tract 4701, Cook County, Illinois",3508.0,1056.0,54.9,45.1,0.6,99.4,0.0,0.0,0.0,0.0,0.0,100.0,2.9,16.4,28.7,7.3,2.5,6.8,27500.0,70.1,12.8,470100,2254.0,965.0,46.7,53.3,2.5,97.5,0.6,0.0,0.0,0.0,1.5,98.5,4.5,9.5,37.2,7.5,7.4,6.7,24821.0,85.3,26.4,2652,1042,53.4,46.6,6.8,0.0,0.0,4.1,2652,5.2,0.0,90.1,8.2,6.4,35.3,7.3,9.9,8.9,45294,81.9,22.9
"Census Tract 4801, Cook County, Illinois",1963.0,898.0,79.1,20.9,1.2,98.1,0.5,0.0,0.0,0.3,0.6,99.4,5.4,2.5,23.4,8.0,16.1,15.5,59330.0,84.4,30.6,480100,2208.0,879.0,79.0,21.0,0.9,99.1,0.2,0.0,0.2,0.0,0.0,100.0,4.5,4.4,23.3,9.4,16.0,12.2,64191.0,87.2,29.1,2241,945,67.5,32.5,1.1,0.0,0.1,0.2,2241,0.1,0.0,98.3,2.9,4.1,23.8,11.1,18.9,11.3,62583,77.7,23.0
"Census Tract 4911, Cook County, Illinois",4797.0,1560.0,81.3,18.7,2.6,97.0,0.0,0.0,0.0,0.3,0.5,99.5,3.8,11.0,27.2,3.3,14.8,6.8,46333.0,74.5,22.9,491100,4488.0,1440.0,73.6,26.4,3.4,94.9,0.0,0.0,0.0,1.7,3.4,96.6,5.2,8.4,24.4,5.5,14.7,10.4,43382.0,80.2,25.5,4469,1348,75.4,24.6,1.3,0.0,0.0,1.2,4469,4.0,0.7,91.8,4.0,7.8,26.3,11.1,14.1,12.6,67891,83.6,21.7
"Census Tract 4913, Cook County, Illinois",2724.0,873.0,40.8,59.2,1.5,99.1,0.7,0.0,0.0,0.0,1.7,98.3,3.7,19.3,28.0,5.0,7.0,3.8,33039.0,72.3,9.1,491300,2465.0,634.0,47.6,52.4,3.9,97.2,0.5,0.0,0.0,0.5,1.5,98.5,4.4,17.0,31.5,6.4,7.5,4.2,25912.0,73.3,13.6,2179,649,39.3,60.7,0.4,0.4,0.0,0.0,2179,0.8,0.0,98.3,2.4,14.3,35.7,6.6,11.4,5.6,36311,74.3,12.8
"Census Tract 5101, Cook County, Illinois",3854.0,1034.0,69.1,30.9,56.8,5.1,0.4,0.0,0.0,38.7,83.4,16.6,22.5,9.8,33.8,5.7,5.7,5.3,32850.0,65.4,7.5,510100,3027.0,998.0,62.3,37.7,76.0,14.1,0.3,0.0,0.0,11.0,78.7,21.3,22.4,13.6,28.2,6.9,4.8,1.6,42632.0,75.7,14.5,3735,1261,55.1,44.9,0.0,0.0,0.0,20.9,3735,74.1,15.6,14.8,13.2,10.4,25.2,8.2,16.4,0.7,53839,75.3,13.8
"Census Tract 5201, Cook County, Illinois",1887.0,547.0,39.9,60.1,58.5,18.9,0.0,0.0,0.0,27.9,84.4,15.6,21.2,9.7,31.3,3.1,6.4,1.9,28365.0,62.6,7.6,520100,2019.0,533.0,60.0,40.0,83.5,8.9,4.2,0.0,0.0,9.0,87.3,12.7,24.0,21.5,38.5,3.9,6.2,3.0,35365.0,69.6,10.3,2269,510,51.4,48.6,6.7,0.1,0.0,35.3,2269,92.5,1.8,0.0,25.8,15.6,37.2,3.9,5.8,3.8,61875,67.5,11.6
"Census Tract 5301, Cook County, Illinois",2726.0,814.0,42.4,57.6,29.5,57.2,0.5,0.0,0.0,12.8,36.0,64.0,24.6,14.4,19.9,3.1,7.1,5.0,28910.0,70.1,12.7,530100,2252.0,760.0,43.9,56.1,60.8,34.0,0.3,0.0,0.0,4.9,66.5,33.5,20.5,17.2,36.1,6.7,4.4,1.2,34667.0,76.2,13.1,1937,810,33.0,67.0,0.0,1.5,2.7,20.4,1937,46.8,2.0,46.7,17.6,17.7,28.5,2.1,8.0,5.2,34091,76.3,15.4
"Census Tract 5302, Cook County, Illinois",5334.0,1359.0,45.8,54.2,0.7,99.7,0.0,0.0,0.0,0.0,2.1,97.9,4.6,22.7,37.3,3.4,4.0,1.4,26559.0,67.0,10.7,530200,4296.0,1308.0,49.2,50.8,0.0,100.0,0.0,0.0,0.0,0.2,0.0,100.0,3.5,16.1,32.8,4.8,9.4,4.3,29539.0,69.8,15.6,4406,1400,54.1,45.9,2.3,0.0,0.0,11.1,4406,11.1,0.0,87.4,2.0,13.1,27.7,6.6,8.1,7.2,39801,75.0,17.0
"Census Tract 5601, Cook County, Illinois",1102.0,328.0,59.5,40.5,72.6,12.0,0.0,14.5,0.0,0.9,53.7,46.3,4.6,23.5,19.2,4.1,12.7,9.8,31354.0,74.0,16.4,560100,1605.0,331.0,72.5,27.5,42.7,13.6,2.4,9.3,0.0,33.8,70.0,30.0,16.4,13.9,40.8,5.3,11.0,2.0,60781.0,78.1,15.3,1331,361,67.6,32.4,4.8,7.5,0.0,25.2,1331,59.1,2.3,21.3,7.7,15.3,45.1,5.2,9.5,3.3,34688,82.9,25.8
"Census Tract 5801, Cook County, Illinois",3006.0,786.0,59.2,40.8,65.4,0.7,0.0,14.2,0.0,20.3,74.5,25.5,25.2,14.4,25.8,2.9,9.6,2.6,36771.0,70.3,6.6,580100,2885.0,875.0,56.8,43.2,47.0,5.1,3.9,25.9,0.0,22.7,64.1,35.9,20.7,10.7,32.4,5.9,8.6,5.8,39688.0,71.7,7.2,2626,934,61.1,38.9,3.2,36.6,0.0,24.1,2626,51.3,7.3,5.1,14.1,5.4,41.6,5.3,7.0,5.2,47500,77.7,13.5
"Census Tract 5806, Cook County, Illinois",6056.0,1525.0,34.5,65.5,74.0,3.9,0.6,4.4,0.0,17.3,85.8,14.2,35.9,15.2,28.8,2.5,7.8,0.5,39542.0,63.7,6.3,580600,5297.0,1405.0,50.7,49.3,59.1,1.9,1.7,5.9,0.0,32.8,81.7,18.3,24.9,14.9,24.7,6.9,11.2,2.0,42360.0,70.7,6.0,4941,1587,51.9,48.1,2.4,7.8,0.0,40.2,4941,76.5,3.1,3.6,18.5,16.3,30.1,5.3,13.3,4.7,45975,75.6,9.9
"Census Tract 5905, Cook County, Illinois",1961.0,633.0,62.4,37.6,65.7,2.2,0.6,16.2,0.0,16.9,64.7,35.3,22.2,9.5,24.1,4.9,12.1,8.0,52625.0,75.0,7.2,590500,1791.0,668.0,54.0,46.0,47.3,4.8,3.6,34.9,0.0,14.5,43.8,56.2,10.1,8.0,29.1,6.4,15.6,10.6,55667.0,81.5,11.1,1746,713,67.7,32.3,2.9,30.0,0.0,30.4,1746,41.7,2.1,6.1,8.0,10.2,32.2,5.8,18.3,12.2,71641,85.9,17.2
"Census Tract 6004, Cook County, Illinois",4345.0,1500.0,45.1,54.9,35.2,3.9,0.9,58.4,0.0,6.5,12.6,87.4,16.9,10.7,36.3,4.6,14.9,6.7,41652.0,85.1,15.7,600400,4602.0,1610.0,39.8,60.2,22.0,1.5,0.6,67.5,0.2,9.4,16.5,83.5,17.0,7.6,35.7,5.4,16.7,6.0,32500.0,79.9,12.6,4117,1637,46.8,53.2,0.6,59.8,0.0,2.6,4117,3.9,0.0,6.8,15.0,5.3,29.8,1.5,25.4,6.2,57637,85.1,19.3
"Census Tract 1703, Cook County, Illinois",5074.0,1843.0,74.0,26.0,87.0,0.2,0.2,4.3,0.0,9.0,18.8,81.2,7.8,6.8,34.5,11.2,13.4,8.5,57950.0,81.3,16.5,170300,5496.0,1848.0,65.6,34.4,87.6,0.5,0.2,4.9,0.0,7.8,37.5,62.5,6.0,4.9,34.1,10.6,19.8,10.5,59554.0,73.9,14.7,5225,1836,70.1,29.9,0.2,5.1,0.0,25.2,5225,36.7,9.8,0.0,6.9,6.8,31.0,10.0,14.5,7.0,78913,79.7,17.7
"Census Tract 1705, Cook County, Illinois",4679.0,1875.0,79.2,20.8,93.0,2.3,0.3,0.8,0.0,3.9,20.8,79.2,3.9,8.0,33.8,9.4,15.8,9.5,77802.0,83.6,15.5,170500,5504.0,1989.0,74.0,26.0,90.0,0.5,0.0,4.3,0.0,6.6,21.2,78.8,4.1,2.8,31.5,10.7,19.0,5.0,78650.0,78.8,15.8,5309,2049,77.7,22.3,0.3,7.8,0.0,12.7,5309,23.7,12.9,1.2,3.8,3.8,28.2,9.7,23.9,7.6,91713,80.8,16.8
"Census Tract 1710, Cook County, Illinois",7032.0,2562.0,69.9,30.1,83.2,1.7,0.3,3.8,0.7,10.7,22.5,77.5,4.2,9.3,34.8,9.5,14.6,9.3,58100.0,81.6,13.8,171000,7597.0,2672.0,72.3,27.7,86.2,5.5,0.8,6.4,0.2,2.0,29.5,70.5,3.7,10.3,29.9,7.7,14.0,7.3,67308.0,79.1,17.2,6807,2734,71.5,28.5,1.5,5.0,0.0,14.6,6807,30.0,9.6,6.7,3.4,2.9,27.0,10.1,20.2,9.0,80034,81.8,13.2
"Census Tract 8126, Cook County, Illinois",3410.0,1681.0,41.8,58.2,65.0,33.2,0.0,5.0,0.0,1.2,7.3,92.7,2.8,2.1,9.4,10.6,37.2,24.2,53274.0,79.5,6.3,812600,3234.0,1654.0,35.4,64.6,63.9,25.6,1.3,8.6,0.0,4.2,8.2,91.8,0.0,1.6,12.1,7.1,30.7,36.3,56369.0,80.3,11.8,3554,1826,41.6,58.4,0.3,10.7,0.7,4.5,3554,7.1,0.5,33.1,0.2,2.0,13.2,4.9,32.1,36.0,63906,81.3,15.3
"Census Tract 8130, Cook County, Illinois",3669.0,1382.0,75.8,24.2,70.9,25.0,0.3,5.3,0.6,1.2,3.5,96.5,0.6,4.9,9.1,5.4,29.2,40.6,85278.0,73.8,11.9,813000,3798.0,1320.0,67.3,32.7,72.2,25.7,0.6,0.9,0.0,2.9,12.2,87.8,0.5,1.9,11.9,3.4,31.8,35.6,102344.0,74.3,10.9,4114,1498,73.9,26.1,1.1,4.3,0.0,7.9,4114,15.8,2.7,22.5,1.9,1.5,7.4,4.3,37.5,36.5,137344,73.3,8.8
"Census Tract 8142, Cook County, Illinois",6992.0,1876.0,42.9,57.1,38.0,6.3,1.3,0.0,0.0,59.8,87.9,12.1,24.2,12.5,35.1,2.5,9.4,0.5,43730.0,66.4,4.9,814200,6320.0,1846.0,42.7,57.3,39.7,3.0,0.4,0.0,0.0,57.8,89.1,10.9,27.3,11.7,35.3,4.5,6.8,0.7,37432.0,69.1,6.1,7883,2183,61.7,38.3,2.0,0.1,0.0,69.1,7883,93.8,5.0,1.2,20.4,11.9,35.7,3.9,10.2,2.9,58891,76.2,8.2
"Census Tract 8117.01, Cook County, Illinois",3905.0,1073.0,59.7,40.3,70.8,1.6,1.1,4.6,0.0,24.2,63.7,36.3,28.9,18.5,27.9,4.6,3.8,2.0,43892.0,65.1,10.7,811701,3787.0,1213.0,39.9,60.1,70.1,1.2,0.0,0.7,0.0,28.9,71.6,28.4,18.3,12.0,30.1,9.2,13.0,3.2,50693.0,72.9,5.7,3699,1094,48.6,51.4,5.0,13.0,0.0,35.6,3699,74.8,2.6,2.0,16.4,10.8,29.5,7.0,9.2,3.4,64094,66.2,6.9
"Census Tract 8162, Cook County, Illinois",3940.0,1605.0,65.9,34.1,69.1,22.1,0.5,0.0,0.0,9.4,36.2,63.8,7.4,11.7,32.0,9.9,10.4,6.0,44089.0,79.2,20.3,816200,3769.0,1516.0,66.0,34.0,66.0,14.2,1.1,4.2,0.0,20.9,43.5,56.5,11.7,6.8,28.6,12.3,11.2,11.5,58000.0,78.6,21.8,4457,1681,68.5,31.5,0.4,3.7,0.0,22.2,4457,45.4,5.3,9.0,9.1,2.8,23.7,13.0,19.6,14.1,74281,76.1,14.9
"Census Tract 8139, Cook County, Illinois",6534.0,1534.0,58.2,41.8,39.8,4.2,1.1,0.0,0.0,55.7,84.7,15.3,27.0,12.7,29.9,6.0,3.3,1.2,45864.0,63.7,5.8,813900,7068.0,1629.0,47.8,52.2,39.9,4.0,1.1,0.6,0.0,55.3,90.8,9.2,23.7,17.7,38.4,3.1,5.2,1.1,40869.0,67.8,4.5,6889,1719,50.5,49.5,1.5,0.4,0.0,65.4,6889,86.2,3.1,4.9,18.7,13.0,42.7,5.3,5.5,0.6,54036,72.8,7.9
"Census Tract 8146, Cook County, Illinois",5731.0,1634.0,68.2,31.8,63.3,6.4,0.0,1.8,0.0,30.7,67.8,32.2,13.6,12.4,32.0,6.1,11.4,3.3,54091.0,63.7,5.4,814600,5733.0,1712.0,63.5,36.5,72.8,10.4,0.7,2.8,0.0,17.9,65.7,34.3,15.3,10.5,31.7,9.8,9.1,5.6,61078.0,73.6,9.9,6105,1727,75.0,25.0,0.9,6.0,0.0,40.6,6105,56.9,11.5,10.2,12.3,7.3,29.1,5.6,16.5,7.5,84261,73.1,9.4
"Census Tract 8152, Cook County, Illinois",6022.0,2213.0,62.1,37.9,68.9,5.1,0.4,0.4,0.0,25.9,59.5,40.5,15.8,10.3,26.6,8.8,12.3,4.3,44560.0,77.2,12.2,815200,6106.0,2172.0,58.0,42.0,57.3,6.9,1.5,4.7,0.0,31.9,66.6,33.4,14.5,9.1,26.2,7.6,15.1,3.6,58529.0,78.3,10.8,7554,2433,60.3,39.7,1.0,0.4,0.0,55.4,7554,74.7,5.0,3.0,12.9,9.3,43.5,8.7,8.0,3.8,58568,73.9,13.2
"Census Tract 8164.01, Cook County, Illinois",5489.0,1313.0,42.3,57.7,55.3,0.2,0.0,1.3,0.0,43.4,88.1,11.9,31.8,8.1,40.0,3.5,4.6,0.6,41541.0,62.7,4.9,816401,5382.0,1354.0,33.7,66.3,58.6,4.6,0.2,0.2,0.0,37.1,84.0,16.0,21.6,15.3,35.0,5.9,4.8,2.5,48232.0,72.9,7.0,4124,1171,29.5,70.5,4.3,0.6,0.0,58.6,4124,92.2,1.3,1.3,23.1,11.9,36.9,5.6,5.1,0.4,63326,72.0,5.6
