,NAME,Total Pop (#),Total HH (#),Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: < 18,Age: 18+,Age: 65+,state,county,tract
305,"Census Tract 6712, Cook County, Illinois",988.0,308.0,29.2,70.8,1.4,98.6,1.0,0.0,0.0,0.0,0.0,100.0,4.0,30.2,46.7,0.0,4.2,0.0,20909.0,25.0,75.0,16.7,17,031,671200
306,"Census Tract 6714, Cook County, Illinois",1390.0,458.0,57.0,43.0,0.9,99.1,0.0,0.0,0.0,1.7,2.6,97.4,8.0,17.0,47.2,6.3,2.1,0.0,24306.0,18.8,81.2,18.0,17,031,671400
307,"Census Tract 6715, Cook County, Illinois",2700.0,862.0,47.8,52.2,8.3,84.1,0.0,0.0,0.0,11.4,14.4,85.6,4.0,16.6,48.7,4.0,4.4,1.5,28403.0,26.4,73.6,16.3,17,031,671500
308,"Census Tract 6716, Cook County, Illinois",1917.0,719.0,30.0,70.0,3.0,95.5,0.8,0.0,0.7,2.1,2.1,97.9,4.5,14.1,38.9,5.4,2.2,1.5,23203.0,14.9,85.1,24.8,17,031,671600
309,"Census Tract 6720, Cook County, Illinois",4239.0,1179.0,59.1,40.9,1.7,93.7,0.3,0.0,0.0,5.4,5.6,94.4,5.1,14.1,42.4,8.7,4.7,5.6,39191.0,23.9,76.1,17.6,17,031,672000
310,"Census Tract 8262.02, Cook County, Illinois",5361.0,1908.0,70.2,29.8,31.8,66.7,0.4,0.2,0.5,2.9,16.6,83.4,1.1,11.9,31.3,11.9,9.9,4.2,39493.0,26.1,73.9,9.7,17,031,826202
311,"Census Tract 8266, Cook County, Illinois",5965.0,2234.0,51.6,48.4,6.7,92.9,2.4,0.3,0.0,0.4,2.6,97.4,4.2,8.4,32.8,7.3,11.0,4.4,38917.0,29.3,70.7,8.1,17,031,826600
312,"Census Tract 8268, Cook County, Illinois",5239.0,1548.0,52.6,47.4,38.5,52.0,0.9,0.2,0.0,11.9,38.8,61.2,15.8,9.9,36.9,6.4,5.7,2.9,35601.0,31.3,68.7,9.2,17,031,826800
313,"Census Tract 5001, Cook County, Illinois",3083.0,1564.0,46.5,53.5,1.5,98.5,0.0,0.0,0.0,0.0,0.8,99.2,6.8,5.0,27.4,7.2,17.5,7.5,41570.0,13.1,86.9,23.1,17,031,500100
314,"Census Tract 5204, Cook County, Illinois",4186.0,1255.0,66.5,33.5,85.7,5.8,0.0,0.0,0.0,10.3,84.4,15.6,17.8,10.7,35.9,2.2,14.2,2.0,42227.0,23.3,76.7,11.6,17,031,520400
315,"Census Tract 8209.02, Cook County, Illinois",4978.0,1450.0,85.6,14.4,77.0,7.0,1.1,1.2,0.0,17.5,45.7,54.3,8.9,8.3,42.9,6.2,7.5,5.3,55481.0,29.1,70.9,12.2,17,031,820902
316,"Census Tract 8210.01, Cook County, Illinois",5069.0,1621.0,65.9,34.1,90.9,3.6,0.0,4.1,0.0,6.2,18.5,81.5,7.4,14.7,34.2,7.5,9.9,2.2,52930.0,25.0,75.0,12.4,17,031,821001
317,"Census Tract 8210.02, Cook County, Illinois",5517.0,1765.0,88.0,12.0,90.9,3.1,0.0,0.6,0.0,6.1,21.4,78.6,10.8,9.5,41.9,7.9,9.4,3.9,55293.0,20.2,79.8,17.7,17,031,821002
318,"Census Tract 8222, Cook County, Illinois",4060.0,1278.0,90.2,9.8,84.6,2.1,0.0,0.2,0.0,13.7,24.7,75.3,2.3,2.9,39.4,9.7,18.0,7.0,90424.0,24.9,75.1,14.4,17,031,822200
319,"Census Tract 8225, Cook County, Illinois",4369.0,1575.0,77.5,22.5,93.2,6.2,0.0,4.7,0.0,0.7,12.5,87.5,4.0,10.9,21.6,10.1,14.3,10.8,68464.0,22.2,77.8,16.9,17,031,822500
320,"Census Tract 8228.01, Cook County, Illinois",3113.0,1458.0,76.3,23.7,81.0,7.5,0.8,9.5,0.0,10.4,19.1,80.9,1.7,2.7,27.0,12.4,20.7,14.8,60476.0,20.3,79.7,14.8,17,031,822801
321,"Census Tract 8232, Cook County, Illinois",4626.0,1728.0,89.9,10.1,94.1,4.4,0.2,1.0,0.0,0.5,20.9,79.1,2.3,3.5,33.6,9.8,12.9,7.6,62727.0,22.8,77.2,15.9,17,031,823200
322,"Census Tract 8236.03, Cook County, Illinois",2307.0,636.0,53.8,46.2,27.4,45.9,2.4,0.4,0.0,26.7,49.3,50.7,14.2,13.1,26.9,7.9,12.1,5.0,34688.0,30.3,69.7,12.0,17,031,823603
323,"Census Tract 8237.05, Cook County, Illinois",4962.0,1744.0,60.8,39.2,90.7,8.2,0.0,0.2,0.3,2.6,14.9,85.1,4.7,7.0,33.5,6.8,17.1,6.3,52212.0,24.4,75.6,18.2,17,031,823705
324,"Census Tract 8241.07, Cook County, Illinois",6957.0,2574.0,93.0,7.0,89.8,6.4,0.9,0.8,0.0,3.2,10.7,89.3,4.5,3.9,25.3,14.1,22.3,11.0,83266.0,16.4,83.6,24.4,17,031,824107
325,"Census Tract 8243, Cook County, Illinois",4410.0,1623.0,51.6,48.4,7.6,91.6,1.0,0.3,0.0,0.5,1.9,98.1,7.3,11.1,25.7,8.2,6.2,7.0,25762.0,17.1,82.9,18.4,17,031,824300
326,"Census Tract 8255.04, Cook County, Illinois",3915.0,1295.0,48.1,51.9,8.0,92.1,0.0,0.0,0.0,0.4,1.4,98.6,1.7,8.1,25.3,9.4,8.2,8.5,47724.0,24.5,75.5,11.5,17,031,825504
327,"Census Tract 8257, Cook County, Illinois",4214.0,1385.0,60.7,39.3,33.2,60.0,0.3,0.3,0.0,6.9,24.6,75.4,6.0,7.9,34.1,8.4,9.1,4.5,43342.0,23.8,76.2,12.0,17,031,825700
328,"Census Tract 8258.03, Cook County, Illinois",5508.0,2341.0,50.2,49.8,12.6,83.9,0.0,0.4,0.0,3.3,8.2,91.8,7.3,9.0,23.7,7.8,15.9,7.0,49336.0,20.5,79.5,15.1,17,031,825803
329,"Census Tract 3104, Cook County, Illinois",1171.0,513.0,36.6,63.4,53.3,7.4,0.0,8.0,0.5,36.0,63.2,36.8,22.6,5.8,9.4,7.1,27.3,22.1,52379.0,21.8,78.2,10.3,17,031,310400
330,"Census Tract 3106, Cook County, Illinois",4377.0,1951.0,25.1,74.9,61.0,6.9,1.3,1.1,0.0,32.1,71.2,28.8,21.4,10.1,21.8,4.0,22.9,10.7,31991.0,12.4,87.6,11.3,17,031,310600
331,"Census Tract 8294.02, Cook County, Illinois",3353.0,1533.0,73.1,26.9,33.4,64.5,0.3,0.0,0.0,3.0,4.5,95.5,0.9,2.9,26.7,6.7,12.0,9.8,35790.0,26.1,73.9,17.8,17,031,829402
332,"Census Tract 8296, Cook County, Illinois",2853.0,1264.0,80.8,19.2,79.1,10.4,1.1,1.5,0.0,8.8,23.7,76.3,5.6,9.0,49.1,6.9,7.1,3.9,42463.0,16.2,83.8,17.5,17,031,829600
333,"Census Tract 8297, Cook County, Illinois",4291.0,1627.0,52.4,47.6,18.3,76.3,0.8,1.6,0.6,5.5,6.5,93.5,5.7,11.7,40.1,7.0,5.0,5.3,35197.0,25.7,74.3,12.4,17,031,829700
334,"Census Tract 8298, Cook County, Illinois",6425.0,2557.0,86.2,13.8,50.7,49.6,1.2,0.6,0.0,0.2,4.5,95.5,2.5,0.5,8.3,6.3,25.7,35.8,103143.0,24.2,75.8,21.1,17,031,829800
335,"Census Tract 8304, Cook County, Illinois",4486.0,1555.0,69.2,30.8,34.8,59.5,0.0,0.0,0.0,8.6,8.9,91.1,0.4,1.9,23.0,9.2,19.4,10.3,55670.0,28.6,71.4,11.1,17,031,830400
336,"Census Tract 8007, Cook County, Illinois",5146.0,1680.0,97.4,2.6,91.7,0.2,0.0,10.5,0.0,0.0,2.5,97.5,0.3,2.2,4.1,3.2,37.4,46.4,184459.0,32.5,67.5,16.5,17,031,800700
337,"Census Tract 8025.03, Cook County, Illinois",5925.0,2301.0,71.2,28.8,74.4,1.6,0.0,25.3,0.2,4.5,11.4,88.6,3.6,1.9,21.7,10.1,32.9,18.0,76110.0,21.8,78.2,16.6,17,031,802503
338,"Census Tract 8017.01, Cook County, Illinois",3818.0,1215.0,95.1,4.9,87.6,0.0,0.0,13.3,0.2,0.0,3.0,97.0,0.0,0.4,4.0,7.6,42.8,33.9,160391.0,28.5,71.5,17.9,17,031,801701
339,"Census Tract 8019.02, Cook County, Illinois",3613.0,1160.0,91.8,8.2,90.6,2.6,0.3,7.2,0.3,0.8,4.1,95.9,2.1,1.3,8.4,2.9,44.1,24.9,145556.0,30.0,70.0,17.1,17,031,801902
340,"Census Tract 8020.02, Cook County, Illinois",5297.0,1607.0,93.3,6.7,86.1,1.9,0.7,11.5,0.0,1.2,7.3,92.7,1.8,2.1,21.9,7.1,27.1,22.5,106343.0,26.3,73.7,19.5,17,031,802002
341,"Census Tract 8025.04, Cook County, Illinois",6921.0,2040.0,85.3,14.7,72.0,2.0,0.6,8.5,0.5,18.5,43.1,56.9,9.5,8.0,28.6,8.1,14.7,10.2,79185.0,22.4,77.6,13.4,17,031,802504
342,"Census Tract 8027.02, Cook County, Illinois",4508.0,1767.0,80.2,19.8,75.3,1.9,0.2,20.0,0.0,5.6,8.6,91.4,3.2,3.0,24.6,9.1,26.2,16.2,77669.0,19.1,80.9,23.4,17,031,802702
343,"Census Tract 8030.08, Cook County, Illinois",4549.0,1674.0,88.1,11.9,89.3,1.5,0.0,11.2,0.9,3.4,6.8,93.2,2.4,0.6,12.9,7.6,39.2,19.7,102063.0,25.3,74.7,18.2,17,031,803008
344,"Census Tract 8032, Cook County, Illinois",5494.0,2311.0,82.8,17.2,96.3,1.6,0.0,3.1,0.0,0.2,7.2,92.8,2.4,2.9,22.1,4.8,29.5,17.4,75284.0,20.6,79.4,34.1,17,031,803200
345,"Census Tract 8035, Cook County, Illinois",5827.0,2214.0,82.6,17.4,97.1,1.2,0.0,3.8,0.0,0.0,3.1,96.9,1.9,3.6,14.6,7.9,35.4,21.8,102188.0,23.5,76.5,20.8,17,031,803500
346,"Census Tract 8041.02, Cook County, Illinois",6941.0,2492.0,97.7,2.3,85.1,1.1,0.0,14.8,0.0,0.1,4.4,95.6,1.2,2.3,11.3,4.0,41.8,26.6,132650.0,21.9,78.1,19.7,17,031,804102
347,"Census Tract 8245.05, Cook County, Illinois",6647.0,2550.0,69.2,30.8,88.8,2.2,0.4,5.6,0.0,3.1,12.1,87.9,0.9,4.2,31.6,10.1,19.1,8.9,84663.0,16.5,83.5,11.6,17,031,824505
348,"Census Tract 8259, Cook County, Illinois",3800.0,1143.0,58.9,41.1,24.9,75.8,0.0,0.2,0.0,0.0,15.8,84.2,2.9,6.8,32.8,10.8,14.5,3.8,42440.0,29.2,70.8,7.8,17,031,825900
349,"Census Tract 8260, Cook County, Illinois",2978.0,868.0,39.7,60.3,42.6,52.4,0.9,0.0,0.0,4.1,32.5,67.5,14.8,14.7,34.5,1.3,4.0,1.2,42031.0,35.9,64.1,8.8,17,031,826000
350,"Census Tract 8261, Cook County, Illinois",6856.0,2079.0,56.7,43.3,32.2,66.7,0.0,0.5,0.0,1.2,18.7,81.3,8.1,11.7,27.4,10.7,10.0,1.6,51855.0,29.6,70.4,9.7,17,031,826100
351,"Census Tract 8263.04, Cook County, Illinois",2577.0,1158.0,54.3,45.7,5.5,92.4,1.4,0.0,0.0,2.1,2.3,97.7,3.7,10.5,23.2,12.4,9.9,4.6,30357.0,21.7,78.3,15.1,17,031,826304
352,"Census Tract 2423, Cook County, Illinois",3034.0,1569.0,41.7,58.3,85.5,2.5,0.3,8.4,0.0,6.1,10.1,89.9,2.2,0.5,7.6,2.9,53.0,25.9,86976.0,9.3,90.7,5.3,17,031,242300
353,"Census Tract 2504, Cook County, Illinois",4438.0,1725.0,51.3,48.7,6.7,81.7,0.8,0.3,0.0,13.4,20.6,79.4,9.5,11.2,25.9,4.7,10.3,2.8,34564.0,22.6,77.4,15.2,17,031,250400
354,"Census Tract 2516, Cook County, Illinois",4063.0,1013.0,36.9,63.1,4.6,94.1,0.2,0.0,0.0,4.1,4.8,95.2,2.2,17.8,36.5,3.5,6.3,4.0,33189.0,28.7,71.3,12.4,17,031,251600
355,"Census Tract 2518, Cook County, Illinois",5275.0,1629.0,12.0,88.0,7.8,92.3,0.0,0.0,0.3,0.3,3.3,96.7,6.3,20.8,39.0,6.0,5.0,1.3,23295.0,37.2,62.8,9.3,17,031,251800
356,"Census Tract 2609, Cook County, Illinois",1379.0,348.0,31.3,68.7,9.5,88.5,0.7,0.0,0.0,1.5,5.2,94.8,3.6,24.0,38.4,0.4,2.2,2.1,22000.0,33.1,66.9,8.3,17,031,260900
357,"Census Tract 2712, Cook County, Illinois",1214.0,360.0,14.4,85.6,9.8,89.5,3.9,0.2,0.1,1.6,2.1,97.9,6.4,21.8,34.2,8.7,5.5,1.2,26098.0,22.1,77.9,8.7,17,031,271200
358,"Census Tract 8219, Cook County, Illinois",4922.0,1805.0,83.7,16.3,74.3,18.1,0.0,2.8,0.0,6.1,10.1,89.9,3.1,4.7,29.4,8.0,19.4,10.9,61736.0,22.9,77.1,15.1,17,031,821900
359,"Census Tract 8236.02, Cook County, Illinois",6418.0,2849.0,78.4,21.6,94.6,3.6,0.4,1.1,0.0,1.3,2.6,97.4,3.1,4.4,31.0,10.4,19.5,9.3,57245.0,13.2,86.8,31.0,17,031,823602
360,"Census Tract 8241.08, Cook County, Illinois",8129.0,2619.0,77.8,22.2,81.5,9.7,1.5,7.0,0.0,2.6,11.3,88.7,3.2,3.6,28.2,11.5,17.7,12.4,84496.0,24.3,75.7,10.9,17,031,824108
361,"Census Tract 8188, Cook County, Illinois",5606.0,2090.0,85.7,14.3,92.6,2.4,0.0,4.3,0.0,3.3,17.2,82.8,1.7,1.0,18.1,9.9,28.8,16.6,79500.0,25.5,74.5,12.8,17,031,818800
362,"Census Tract 1911, Cook County, Illinois",7618.0,1999.0,53.7,46.3,39.8,5.0,1.6,0.6,0.0,56.2,91.5,8.5,28.0,13.9,33.4,4.4,4.6,2.2,47750.0,31.4,68.6,7.0,17,031,191100
363,"Census Tract 2304, Cook County, Illinois",2371.0,684.0,50.3,49.7,36.6,5.3,0.5,0.8,0.0,58.8,86.9,13.1,26.4,11.1,21.2,4.5,11.4,6.1,56250.0,21.0,79.0,12.4,17,031,230400
364,"Census Tract 2429, Cook County, Illinois",1601.0,782.0,33.6,66.4,73.8,10.2,0.0,6.1,0.0,16.2,29.6,70.4,6.7,1.5,17.6,5.5,32.8,22.2,67500.0,13.7,86.3,4.9,17,031,242900
365,"Census Tract 5704, Cook County, Illinois",1732.0,525.0,38.9,61.1,47.9,0.8,2.5,1.8,0.6,47.6,83.1,16.9,12.8,12.8,50.3,1.8,11.6,2.5,42986.0,23.4,76.6,12.8,17,031,570400
366,"Census Tract 8223.02, Cook County, Illinois",4755.0,1578.0,69.6,30.4,76.8,8.3,0.3,10.0,0.0,7.5,18.5,81.5,6.6,6.6,30.5,14.4,17.5,5.6,51198.0,19.7,80.3,15.9,17,031,822302
367,"Census Tract 8239.03, Cook County, Illinois",4731.0,1635.0,93.7,6.3,96.5,2.6,0.0,1.9,0.0,0.9,8.7,91.3,2.0,3.3,17.3,7.2,30.7,17.3,98060.0,20.2,79.8,25.1,17,031,823903
368,"Census Tract 8256, Cook County, Illinois",5589.0,1758.0,70.8,29.2,18.4,75.7,1.0,2.0,0.0,4.5,13.7,86.3,3.6,11.7,35.6,6.6,7.8,4.9,37288.0,30.0,70.0,13.5,17,031,825600
369,"Census Tract 8284.01, Cook County, Illinois",3721.0,1463.0,67.9,32.1,70.7,25.0,0.9,0.9,0.0,5.2,14.2,85.8,0.0,1.0,16.2,9.0,30.0,18.5,70320.0,24.2,75.8,11.0,17,031,828401
370,"Census Tract 8279.01, Cook County, Illinois",2435.0,853.0,91.2,8.8,12.1,85.7,0.3,1.3,0.2,2.0,1.3,98.7,2.2,4.9,31.3,5.9,12.9,16.3,77746.0,15.5,84.5,26.9,17,031,827901
371,"Census Tract 811, Cook County, Illinois",4077.0,2725.0,19.5,80.5,83.1,10.6,1.1,7.2,0.0,1.4,16.8,83.2,1.3,2.4,2.7,6.4,47.6,26.6,72303.0,5.1,94.9,10.4,17,031,081100
372,"Census Tract 1103, Cook County, Illinois",5242.0,1976.0,83.4,16.6,83.2,0.0,1.4,13.0,0.2,4.6,15.8,84.2,6.9,5.4,27.6,6.9,19.7,8.3,74537.0,18.0,82.0,16.0,17,031,110300
373,"Census Tract 1902, Cook County, Illinois",5525.0,1499.0,58.9,41.1,52.4,3.3,0.4,2.1,0.3,44.9,82.7,17.3,21.4,16.7,25.3,6.7,11.4,4.7,55842.0,28.5,71.5,9.4,17,031,190200
374,"Census Tract 2213, Cook County, Illinois",2803.0,1301.0,19.5,80.5,81.5,6.2,2.8,5.1,0.2,7.4,39.3,60.7,10.8,4.0,11.0,3.7,35.0,20.2,62679.0,11.0,89.0,6.8,17,031,221300
375,"Census Tract 2512, Cook County, Illinois",4351.0,1119.0,56.3,43.7,6.4,77.9,0.0,1.5,0.0,14.1,19.1,80.9,7.7,18.2,32.5,5.6,9.3,2.8,44428.0,23.5,76.5,14.4,17,031,251200
376,"Census Tract 2828, Cook County, Illinois",1642.0,648.0,34.1,65.9,42.9,27.4,2.3,19.6,0.0,11.1,25.5,74.5,5.2,0.5,14.2,3.7,30.0,26.4,53438.0,15.1,84.9,8.5,17,031,282800
377,"Census Tract 2606, Cook County, Illinois",1989.0,514.0,33.5,66.5,1.5,96.6,0.0,1.9,0.0,0.0,1.1,98.9,4.9,26.6,36.3,2.4,0.9,0.6,20882.0,36.5,63.5,9.7,17,031,260600
378,"Census Tract 7105, Cook County, Illinois",4268.0,1540.0,30.6,69.4,5.3,96.4,5.1,0.7,0.0,0.9,2.2,97.8,2.0,11.0,34.6,6.9,10.3,5.3,30793.0,22.5,77.5,12.9,17,031,710500
379,"Census Tract 6814, Cook County, Illinois",2570.0,914.0,54.3,45.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,6.6,25.4,30.7,9.1,2.1,0.6,30357.0,26.8,73.2,17.0,17,031,681400
380,"Census Tract 6909, Cook County, Illinois",4305.0,1670.0,31.6,68.4,4.6,97.4,0.2,0.0,0.0,0.9,0.8,99.2,3.8,6.8,31.7,7.5,14.2,4.9,30071.0,20.8,79.2,15.2,17,031,690900
381,"Census Tract 6914, Cook County, Illinois",2807.0,1248.0,48.6,51.4,0.0,99.1,0.0,0.0,0.0,0.9,0.9,99.1,1.1,12.7,34.9,8.3,10.2,7.7,28813.0,17.5,82.5,19.3,17,031,691400
382,"Census Tract 7111, Cook County, Illinois",2283.0,946.0,52.0,48.0,2.3,97.3,0.0,0.4,0.0,0.0,2.3,97.7,8.2,14.4,31.1,3.8,8.9,5.6,37377.0,17.1,82.9,19.5,17,031,711100
383,"Census Tract 7112, Cook County, Illinois",4986.0,1956.0,62.6,37.4,0.0,99.8,0.0,0.2,0.0,0.0,0.0,100.0,4.5,9.7,31.5,5.3,13.0,7.2,42667.0,19.4,80.6,22.0,17,031,711200
384,"Census Tract 7307, Cook County, Illinois",2345.0,716.0,80.2,19.8,3.3,98.5,2.5,0.3,0.0,0.3,1.2,98.8,4.8,9.7,27.1,9.2,12.4,7.9,49688.0,24.8,75.2,15.5,17,031,730700
385,"Census Tract 7704, Cook County, Illinois",4887.0,1816.0,57.2,42.8,76.9,2.8,2.0,12.8,0.6,10.2,25.5,74.5,5.6,4.7,30.8,7.3,17.4,6.4,63900.0,21.8,78.2,12.8,17,031,770400
386,"Census Tract 8023, Cook County, Illinois",5283.0,2175.0,55.6,44.4,81.9,1.3,0.3,18.9,0.1,0.7,4.4,95.6,0.8,0.3,13.1,1.5,38.8,38.6,104784.0,28.0,72.0,21.0,17,031,802300
387,"Census Tract 8027.01, Cook County, Illinois",7035.0,2232.0,79.7,20.3,72.8,0.7,0.2,19.4,0.3,7.6,21.5,78.5,9.4,5.8,25.1,9.0,24.4,11.2,83750.0,26.8,73.2,14.2,17,031,802701
388,"Census Tract 8028.02, Cook County, Illinois",6638.0,2397.0,87.9,12.1,85.6,2.5,0.8,9.4,0.3,4.3,10.3,89.7,2.5,2.4,21.8,9.0,25.5,17.9,90660.0,26.7,73.3,13.3,17,031,802802
389,"Census Tract 8095, Cook County, Illinois",4026.0,1980.0,45.3,54.7,74.2,10.3,0.8,17.9,0.0,0.9,8.0,92.0,1.4,3.0,5.1,1.8,31.8,47.7,62188.0,14.0,86.0,13.9,17,031,809500
390,"Census Tract 2909, Cook County, Illinois",4076.0,1226.0,33.1,66.9,0.3,99.7,0.0,0.5,0.0,0.0,0.0,100.0,4.6,16.4,35.7,4.5,5.6,3.9,24071.0,29.9,70.1,11.1,17,031,290900
391,"Census Tract 1104, Cook County, Illinois",4367.0,1836.0,65.8,34.2,81.7,3.3,0.5,8.1,0.0,12.4,24.3,75.7,7.6,4.2,27.7,12.0,21.8,13.9,70344.0,13.8,86.2,17.7,17,031,110400
392,"Census Tract 1202, Cook County, Illinois",4793.0,1713.0,83.8,16.2,80.3,2.5,1.3,13.6,0.0,5.7,12.9,87.1,2.8,4.1,17.5,5.0,29.0,28.2,108954.0,26.4,73.6,21.9,17,031,120200
393,"Census Tract 1507, Cook County, Illinois",3994.0,1474.0,66.8,33.2,77.2,1.1,1.0,5.3,0.4,18.7,45.8,54.2,4.5,7.9,29.7,7.2,15.4,12.8,69265.0,18.2,81.8,14.5,17,031,150700
394,"Census Tract 1613, Cook County, Illinois",3638.0,1361.0,37.2,62.8,88.9,3.4,0.5,2.8,0.0,6.3,59.5,40.5,13.1,5.7,34.9,9.0,16.9,7.2,45616.0,20.1,79.9,8.8,17,031,161300
395,"Census Tract 2104, Cook County, Illinois",2780.0,969.0,45.7,54.3,79.7,3.5,1.5,4.4,0.0,16.2,64.6,35.4,18.3,8.0,29.3,5.5,18.1,4.5,42364.0,23.0,77.0,13.1,17,031,210400
396,"Census Tract 2108, Cook County, Illinois",1081.0,378.0,39.4,60.6,79.8,0.2,0.0,3.2,0.6,17.4,54.6,45.4,16.6,5.3,19.5,4.0,26.9,15.4,59615.0,12.8,87.2,5.6,17,031,210800
397,"Census Tract 2216, Cook County, Illinois",3025.0,1383.0,52.9,47.1,87.5,6.5,0.5,5.1,0.0,2.1,20.9,79.1,0.3,0.3,10.0,5.2,43.4,35.8,107841.0,16.3,83.7,4.7,17,031,221600
398,"Census Tract 8018, Cook County, Illinois",6006.0,2350.0,90.9,9.1,88.2,0.0,0.0,12.1,0.0,0.0,0.0,100.0,0.7,1.0,7.7,1.7,41.0,35.2,128487.0,24.3,75.7,25.5,17,031,801800
399,"Census Tract 8029, Cook County, Illinois",5884.0,2120.0,96.7,3.3,93.3,0.2,0.0,7.9,0.4,0.7,2.1,97.9,0.0,2.1,12.8,4.4,40.8,26.2,125042.0,22.8,77.2,17.9,17,031,802900
400,"Census Tract 8036.04, Cook County, Illinois",4197.0,1805.0,69.8,30.2,83.4,4.5,0.7,11.7,0.0,3.0,7.6,92.4,4.2,2.4,13.8,13.4,33.4,15.5,70625.0,18.6,81.4,19.8,17,031,803604
401,"Census Tract 8038, Cook County, Illinois",4620.0,1746.0,82.9,17.1,87.5,1.2,1.3,4.9,0.0,8.3,13.6,86.4,3.0,3.4,16.8,11.0,24.5,20.3,83500.0,23.7,76.3,12.6,17,031,803800
402,"Census Tract 8045.05, Cook County, Illinois",3391.0,1407.0,69.0,31.0,84.8,4.5,0.4,4.5,0.0,8.0,16.8,83.2,4.2,4.8,28.3,8.8,22.4,6.8,67552.0,22.5,77.5,10.3,17,031,804505
403,"Census Tract 8047.01, Cook County, Illinois",6752.0,2551.0,50.1,49.9,44.0,13.3,0.8,40.8,0.0,6.7,14.1,85.9,2.0,7.0,17.7,7.1,33.4,12.4,55524.0,25.0,75.0,12.3,17,031,804701
404,"Census Tract 8047.06, Cook County, Illinois",2513.0,755.0,93.8,6.2,77.2,3.9,0.8,18.3,0.0,9.2,9.3,90.7,4.0,3.1,15.9,9.7,29.0,16.7,122930.0,22.3,77.7,18.4,17,031,804706
405,"Census Tract 6302, Cook County, Illinois",2089.0,576.0,39.4,60.6,67.1,4.2,0.0,2.7,0.0,26.0,90.2,9.8,21.4,14.2,44.0,5.3,4.5,1.1,35625.0,32.0,68.0,10.2,17,031,630200
406,"Census Tract 5807, Cook County, Illinois",6356.0,1639.0,50.9,49.1,59.1,4.7,1.1,4.7,0.0,32.6,86.8,13.2,31.7,9.3,31.9,4.8,8.9,1.4,43553.0,30.6,69.4,8.1,17,031,580700
407,"Census Tract 5906, Cook County, Illinois",3415.0,1140.0,55.4,44.6,51.3,1.3,2.7,8.4,0.0,43.7,70.7,29.3,17.8,8.7,30.6,6.9,8.2,6.1,39005.0,23.1,76.9,10.6,17,031,590600
408,"Census Tract 6007, Cook County, Illinois",2576.0,1078.0,38.0,62.0,56.9,4.9,3.2,26.9,0.0,9.0,26.6,73.4,6.9,12.6,31.1,8.4,17.5,3.3,32301.0,11.5,88.5,16.9,17,031,600700
409,"Census Tract 6119, Cook County, Illinois",1798.0,531.0,39.0,61.0,17.7,74.2,0.0,0.0,0.0,9.4,20.4,79.6,7.4,15.2,56.6,3.1,0.8,2.9,25231.0,35.7,64.3,12.0,17,031,611900
410,"Census Tract 2222, Cook County, Illinois",2123.0,879.0,49.7,50.3,90.1,3.8,0.3,10.0,0.0,0.3,10.8,89.2,1.1,0.7,4.3,1.6,49.1,34.9,130990.0,17.7,82.3,3.7,17,031,222200
411,"Census Tract 2225, Cook County, Illinois",1622.0,504.0,32.9,67.1,89.5,2.9,0.5,0.8,0.0,8.0,63.6,36.4,9.9,4.3,34.2,5.0,24.9,12.2,58000.0,16.7,83.3,8.0,17,031,222500
412,"Census Tract 2228, Cook County, Illinois",972.0,340.0,23.8,76.2,78.2,6.5,1.0,0.4,0.0,16.8,79.0,21.0,12.6,7.9,32.8,10.3,21.1,8.6,40435.0,28.1,71.9,3.4,17,031,222800
413,"Census Tract 2307, Cook County, Illinois",5677.0,1621.0,43.5,56.5,29.8,9.3,2.1,0.2,0.0,61.5,85.7,14.3,19.2,15.6,33.7,4.8,8.0,4.0,39298.0,31.7,68.3,8.1,17,031,230700
414,"Census Tract 2402, Cook County, Illinois",1592.0,794.0,50.9,49.1,91.5,1.7,0.9,5.9,0.0,2.1,13.4,86.6,3.6,1.1,14.8,0.9,51.1,22.8,124545.0,13.9,86.1,8.2,17,031,240200
415,"Census Tract 2414, Cook County, Illinois",5089.0,2414.0,30.0,70.0,87.1,5.4,0.0,10.5,0.0,1.8,9.6,90.4,5.2,1.3,3.6,2.4,51.4,27.4,101480.0,13.3,86.7,7.6,17,031,241400
416,"Census Tract 2424, Cook County, Illinois",2866.0,1370.0,29.1,70.9,94.2,2.0,0.3,3.0,0.3,2.6,4.3,95.7,7.0,1.8,7.9,4.8,37.4,27.6,77311.0,7.3,92.7,8.7,17,031,242400
417,"Census Tract 2425, Cook County, Illinois",3609.0,1556.0,35.5,64.5,76.6,8.5,0.0,4.7,0.2,15.1,28.3,71.7,10.6,5.3,10.4,3.2,36.9,18.7,64167.0,16.8,83.2,10.5,17,031,242500
418,"Census Tract 2426, Cook County, Illinois",5959.0,2511.0,30.5,69.5,77.3,12.6,1.7,1.8,0.0,7.8,34.9,65.1,6.6,6.8,15.9,4.6,34.6,16.5,56314.0,18.9,81.1,5.1,17,031,242600
