,NAME,Total Pop (#),Total HH (#),Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: < 18,Age: 18+,Age: 65+,state,county,tract
644,"Census Tract 8382, Cook County, Illinois",2028.0,400.0,40.0,60.0,56.8,26.5,0.7,16.4,0.1,4.3,17.7,82.3,6.2,4.6,8.3,0.9,40.0,30.8,36389.0,16.2,83.8,4.4,17,031,838200
645,"Census Tract 8383, Cook County, Illinois",1515.0,640.0,23.3,76.7,34.7,48.8,0.0,16.3,0.0,3.4,6.2,93.8,5.1,6.6,24.1,5.6,32.5,14.3,44875.0,16.6,83.4,7.3,17,031,838300
646,"Census Tract 8386, Cook County, Illinois",1467.0,489.0,5.5,94.5,2.2,93.8,0.0,0.0,0.0,7.4,7.8,92.2,8.2,31.5,20.1,10.3,0.5,0.0,14850.0,33.7,66.3,11.0,17,031,838600
647,"Census Tract 8387, Cook County, Illinois",4631.0,1508.0,15.9,84.1,3.8,92.5,0.0,0.0,0.0,3.7,5.8,94.2,6.1,26.2,29.3,8.1,5.1,1.6,22742.0,29.3,70.7,9.9,17,031,838700
648,"Census Tract 8388, Cook County, Illinois",3526.0,1101.0,36.7,63.3,44.9,54.1,0.0,0.0,0.0,1.4,41.7,58.3,17.2,11.1,42.0,4.0,4.2,3.1,19155.0,39.8,60.2,14.8,17,031,838800
649,"Census Tract 8390, Cook County, Illinois",8542.0,4720.0,40.4,59.6,69.7,15.5,0.6,18.7,0.3,0.2,7.1,92.9,0.5,1.0,3.6,5.6,38.5,40.2,84347.0,6.9,93.1,9.1,17,031,839000
650,"Census Tract 8391, Cook County, Illinois",6760.0,3173.0,31.6,68.4,59.7,14.0,2.6,23.9,0.0,3.4,10.1,89.9,2.5,4.3,8.5,3.6,39.2,34.8,90489.0,7.2,92.8,3.4,17,031,839100
651,"Census Tract 8392, Cook County, Illinois",2368.0,1418.0,33.2,66.8,17.5,68.8,0.5,14.0,0.0,0.8,5.3,94.7,0.0,11.2,15.1,5.2,20.5,26.5,29476.0,13.7,86.3,19.3,17,031,839200
652,"Census Tract 8395, Cook County, Illinois",1367.0,681.0,42.9,57.1,19.4,72.4,0.4,9.7,0.0,0.3,2.1,97.9,7.4,14.2,13.5,4.0,27.3,19.3,21719.0,6.4,93.6,32.3,17,031,839500
653,"Census Tract 8396, Cook County, Illinois",1521.0,785.0,44.6,55.4,7.5,90.9,0.0,0.7,0.0,1.8,3.6,96.4,5.6,9.1,21.6,2.0,26.5,15.9,35461.0,10.0,90.0,30.4,17,031,839600
654,"Census Tract 8397, Cook County, Illinois",4417.0,1862.0,47.4,52.6,64.9,2.9,0.2,23.0,0.0,12.2,41.5,58.5,8.5,8.7,20.1,5.2,27.5,14.1,48800.0,19.6,80.4,8.8,17,031,839700
655,"Census Tract 8398, Cook County, Illinois",2834.0,1169.0,38.4,61.6,60.7,2.0,0.0,31.2,0.0,7.2,21.6,78.4,11.8,5.4,18.4,3.2,20.1,18.9,49583.0,14.8,85.2,13.2,17,031,839800
656,"Census Tract 8399, Cook County, Illinois",4374.0,1813.0,54.4,45.6,67.1,4.4,0.5,20.9,0.3,8.5,24.9,75.1,6.2,9.6,23.6,7.2,20.9,15.8,50265.0,18.2,81.8,11.5,17,031,839900
657,"Census Tract 8400, Cook County, Illinois",2891.0,1005.0,64.5,35.5,47.3,1.6,0.3,36.4,0.0,14.9,19.2,80.8,6.0,7.4,28.0,6.9,23.0,12.2,71989.0,22.1,77.9,9.7,17,031,840000
658,"Census Tract 5905, Cook County, Illinois",1791.0,668.0,54.0,46.0,47.3,4.8,3.6,34.9,0.0,14.5,43.8,56.2,10.1,8.0,29.1,6.4,15.6,10.6,55667.0,18.5,81.5,11.1,17,031,590500
659,"Census Tract 6004, Cook County, Illinois",4602.0,1610.0,39.8,60.2,22.0,1.5,0.6,67.5,0.2,9.4,16.5,83.5,17.0,7.6,35.7,5.4,16.7,6.0,32500.0,20.1,79.9,12.6,17,031,600400
660,"Census Tract 8100, Cook County, Illinois",4744.0,2638.0,46.0,54.0,83.3,5.0,0.4,15.6,0.0,1.3,6.8,93.2,0.6,2.2,4.6,3.2,37.9,42.4,82833.0,16.5,83.5,14.1,17,031,810000
661,"Census Tract 8102, Cook County, Illinois",6244.0,2540.0,45.7,54.3,51.2,41.8,1.5,9.3,0.1,0.9,12.1,87.9,9.7,4.8,20.4,7.3,19.9,20.0,58404.0,24.3,75.7,10.2,17,031,810200
662,"Census Tract 8110, Cook County, Illinois",4151.0,1635.0,92.0,8.0,90.4,3.5,0.0,5.3,0.3,2.1,14.0,86.0,2.2,3.2,19.0,9.5,27.9,15.2,81563.0,20.2,79.8,21.9,17,031,811000
663,"Census Tract 8401, Cook County, Illinois",2957.0,1018.0,35.2,64.8,34.7,1.0,0.0,62.1,0.0,2.3,14.7,85.3,14.5,7.9,35.8,5.1,16.3,6.8,38886.0,19.6,80.4,11.2,17,031,840100
664,"Census Tract 8402, Cook County, Illinois",2448.0,816.0,61.9,38.1,32.1,3.5,0.0,60.5,0.0,5.9,12.9,87.1,21.4,7.7,25.3,3.6,20.9,10.0,55600.0,18.1,81.9,16.0,17,031,840200
665,"Census Tract 8403, Cook County, Illinois",3917.0,1172.0,64.8,35.2,43.6,2.1,4.7,22.6,0.0,27.8,53.8,46.2,16.0,12.9,32.4,4.4,12.0,5.9,48056.0,23.1,76.9,9.2,17,031,840300
666,"Census Tract 8404, Cook County, Illinois",3265.0,1183.0,58.3,41.7,51.3,1.0,0.9,31.2,0.3,18.1,50.3,49.7,21.2,7.8,23.0,7.4,20.4,10.3,40750.0,23.2,76.8,13.5,17,031,840400
667,"Census Tract 8407, Cook County, Illinois",3921.0,1097.0,34.0,66.0,54.2,5.7,2.6,1.1,0.0,40.7,87.4,12.6,40.1,11.2,16.4,1.3,7.7,4.2,34219.0,33.1,66.9,6.2,17,031,840700
668,"Census Tract 8408, Cook County, Illinois",2805.0,815.0,35.1,64.9,60.2,1.0,0.3,0.5,0.0,39.4,97.6,2.4,31.6,13.5,32.1,3.8,5.0,0.0,31648.0,30.1,69.9,6.1,17,031,840800
669,"Census Tract 8410, Cook County, Illinois",878.0,519.0,52.0,48.0,31.4,44.3,0.7,26.9,0.7,0.0,4.2,95.8,3.0,2.8,11.1,7.0,24.3,36.6,63125.0,11.4,88.6,14.1,17,031,841000
670,"Census Tract 8411, Cook County, Illinois",6821.0,2655.0,42.3,57.7,7.3,3.7,0.8,90.1,0.0,0.6,2.6,97.4,27.0,8.3,31.0,4.7,14.6,8.6,26905.0,15.5,84.5,23.3,17,031,841100
671,"Census Tract 8412, Cook County, Illinois",5183.0,1726.0,22.4,77.6,50.8,8.5,3.4,2.2,0.0,37.9,75.3,24.7,24.0,9.7,24.2,3.2,17.7,9.8,36104.0,27.7,72.3,4.3,17,031,841200
672,"Census Tract 8413, Cook County, Illinois",4040.0,1472.0,42.3,57.7,53.9,5.1,3.3,1.4,0.4,41.5,78.8,21.2,22.9,11.2,19.9,8.3,20.2,5.7,48750.0,23.1,76.9,9.6,17,031,841300
673,"Census Tract 8414, Cook County, Illinois",1189.0,399.0,41.4,58.6,9.4,88.0,0.0,0.4,0.0,2.2,14.0,86.0,5.4,12.4,33.5,6.1,12.2,0.3,29338.0,30.3,69.7,10.3,17,031,841400
674,"Census Tract 8415, Cook County, Illinois",2932.0,942.0,22.1,77.9,5.9,93.7,0.0,0.7,0.0,0.6,3.6,96.4,6.6,11.7,30.9,8.3,7.5,4.2,24858.0,28.8,71.2,6.5,17,031,841500
675,"Census Tract 8416, Cook County, Illinois",689.0,243.0,17.7,82.3,0.6,92.5,0.0,0.0,0.0,10.7,10.7,89.3,8.0,19.7,40.4,10.5,9.0,1.0,21767.0,29.6,70.4,11.6,17,031,841600
676,"Census Tract 8417, Cook County, Illinois",1652.0,702.0,19.4,80.6,16.7,55.5,0.0,0.0,0.0,27.8,47.3,52.7,14.5,30.7,29.5,2.0,5.3,3.1,19630.0,26.1,73.9,18.7,17,031,841700
677,"Census Tract 8418, Cook County, Illinois",2756.0,941.0,43.9,56.1,1.1,96.8,1.0,0.0,0.0,2.4,4.1,95.9,4.7,6.6,26.5,13.0,8.1,7.5,36250.0,32.1,67.9,12.7,17,031,841800
678,"Census Tract 8419, Cook County, Illinois",6509.0,1670.0,59.0,41.0,58.1,18.2,1.0,23.9,0.2,2.8,13.8,86.2,0.7,5.2,9.3,3.7,36.7,36.6,113882.0,8.9,91.1,2.8,17,031,841900
679,"Census Tract 8420, Cook County, Illinois",3106.0,363.0,82.1,17.9,43.6,35.1,0.8,21.2,0.0,3.0,8.1,91.9,6.1,5.4,27.6,7.2,17.9,16.1,85057.0,3.7,96.3,17.2,17,031,842000
680,"Census Tract 8421, Cook County, Illinois",7664.0,2071.0,51.1,48.9,18.2,49.8,0.0,2.3,0.0,37.1,50.7,49.3,13.0,9.6,34.5,4.0,7.9,5.3,33945.0,39.8,60.2,6.9,17,031,842100
681,"Census Tract 8422, Cook County, Illinois",3058.0,1917.0,31.0,69.0,70.1,16.6,0.0,10.4,0.2,5.4,15.4,84.6,2.3,2.0,14.9,2.2,47.9,21.2,92227.0,4.8,95.2,15.0,17,031,842200
682,"Census Tract 8423, Cook County, Illinois",3189.0,1465.0,55.1,44.9,82.3,13.3,0.5,7.2,0.0,1.0,7.2,92.8,0.8,1.6,4.5,2.6,54.2,24.0,123750.0,12.5,87.5,3.4,17,031,842300
683,"Census Tract 8424, Cook County, Illinois",3084.0,1275.0,69.3,30.7,0.2,99.8,0.0,0.0,0.0,0.0,0.2,99.8,2.0,11.4,23.4,6.5,19.7,9.6,39161.0,20.6,79.4,19.5,17,031,842400
684,"Census Tract 8425, Cook County, Illinois",2007.0,799.0,8.6,91.4,0.2,99.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,18.4,31.9,3.4,6.5,1.1,10471.0,43.5,56.5,4.4,17,031,842500
685,"Census Tract 8426, Cook County, Illinois",4115.0,1445.0,53.5,46.5,69.3,5.5,3.2,11.6,0.0,14.8,33.2,66.8,6.9,11.0,39.6,5.2,12.8,5.1,58315.0,20.0,80.0,11.0,17,031,842600
686,"Census Tract 8428, Cook County, Illinois",7420.0,2038.0,45.7,54.3,48.8,1.6,0.5,5.4,0.0,44.9,89.6,10.4,33.8,12.4,31.6,0.6,4.6,1.3,32236.0,35.5,64.5,5.8,17,031,842800
687,"Census Tract 8429, Cook County, Illinois",2050.0,1148.0,15.8,84.2,20.8,69.4,0.7,4.2,0.0,5.0,11.1,88.9,3.6,23.8,17.7,5.2,10.2,5.8,21325.0,21.9,78.1,19.3,17,031,842900
688,"Census Tract 8430, Cook County, Illinois",2689.0,933.0,12.0,88.0,0.0,96.3,0.0,0.0,0.0,3.7,1.7,98.3,14.3,16.2,26.1,8.5,6.8,1.4,18036.0,36.9,63.1,10.0,17,031,843000
689,"Census Tract 8431, Cook County, Illinois",1742.0,505.0,23.8,76.2,11.5,88.5,1.1,0.0,0.0,1.3,2.0,98.0,4.2,10.0,35.7,4.6,10.0,6.9,27292.0,32.4,67.6,13.0,17,031,843100
690,"Census Tract 2520, Cook County, Illinois",5738.0,2259.0,21.0,79.0,2.7,97.6,0.0,0.0,0.0,0.0,1.0,99.0,6.4,12.5,40.7,8.5,6.3,3.1,21879.0,25.4,74.6,11.3,17,031,252000
691,"Census Tract 2601, Cook County, Illinois",1249.0,543.0,11.2,88.8,12.6,87.8,0.0,0.0,0.0,0.6,2.2,97.8,4.5,22.5,40.1,4.2,7.3,0.8,15778.0,25.5,74.5,16.0,17,031,260100
692,"Census Tract 2607, Cook County, Illinois",1774.0,558.0,34.6,65.4,4.1,93.3,2.1,0.0,0.0,3.7,3.7,96.3,4.4,20.9,33.7,6.8,2.9,2.2,23367.0,38.8,61.2,12.9,17,031,260700
693,"Census Tract 2713, Cook County, Illinois",1261.0,360.0,25.0,75.0,0.0,98.4,0.0,1.3,0.0,0.3,0.0,100.0,2.7,15.2,41.9,4.8,8.0,4.1,24878.0,43.5,56.5,5.6,17,031,271300
694,"Census Tract 817, Cook County, Illinois",3487.0,2416.0,24.8,75.2,81.3,3.0,1.5,18.2,0.5,0.7,5.3,94.7,0.5,1.3,2.0,1.8,47.2,41.6,95545.0,3.5,96.5,2.7,17,031,081700
695,"Census Tract 1001, Cook County, Illinois",5498.0,2207.0,66.3,33.7,97.9,0.0,0.0,2.4,0.0,0.3,9.4,90.6,4.9,2.9,24.0,6.8,28.9,13.3,66265.0,20.8,79.2,17.4,17,031,100100
696,"Census Tract 1005, Cook County, Illinois",5492.0,2137.0,90.7,9.3,94.0,1.6,1.4,6.2,0.5,2.4,5.6,94.4,2.9,6.0,18.6,9.2,26.4,15.3,82865.0,21.4,78.6,19.2,17,031,100500
697,"Census Tract 1301, Cook County, Illinois",5327.0,1935.0,48.2,51.8,70.5,2.9,0.2,27.8,0.0,0.2,5.3,94.7,5.7,6.4,23.7,4.1,31.4,13.2,40503.0,24.2,75.8,37.5,17,031,130100
698,"Census Tract 1402, Cook County, Illinois",6228.0,1671.0,22.1,77.9,64.1,5.5,0.2,18.7,0.7,13.3,42.6,57.4,18.5,4.9,25.5,5.7,20.5,11.5,42694.0,16.3,83.7,7.2,17,031,140200
699,"Census Tract 1405, Cook County, Illinois",4237.0,1272.0,56.1,43.9,52.2,5.1,0.0,26.5,0.0,16.8,45.9,54.1,12.3,4.3,27.4,6.1,23.3,9.1,56278.0,26.2,73.8,13.8,17,031,140500
700,"Census Tract 1603, Cook County, Illinois",3834.0,1859.0,38.6,61.4,76.2,7.9,1.6,14.8,0.0,5.7,17.0,83.0,3.6,2.3,21.1,6.5,29.9,15.4,51511.0,14.6,85.4,13.6,17,031,160300
701,"Census Tract 1608, Cook County, Illinois",5164.0,1859.0,38.8,61.2,76.2,1.0,1.5,11.0,0.5,12.5,50.5,49.5,11.7,6.2,21.9,6.9,24.4,8.3,57261.0,19.2,80.8,9.0,17,031,160800
702,"Census Tract 407, Cook County, Illinois",3325.0,1529.0,44.8,55.2,86.7,2.9,0.3,13.2,0.0,4.7,17.5,82.5,4.7,4.7,11.4,3.9,42.4,22.9,76750.0,16.2,83.8,7.0,17,031,040700
703,"Census Tract 409, Cook County, Illinois",1909.0,969.0,35.3,64.7,92.9,2.1,0.8,4.7,0.0,3.0,5.2,94.8,1.2,0.6,4.9,4.4,43.3,31.4,76607.0,11.1,88.9,6.4,17,031,040900
704,"Census Tract 601, Cook County, Illinois",2773.0,1227.0,47.7,52.3,90.8,5.1,0.3,4.3,0.0,2.1,12.5,87.5,3.4,0.6,4.4,4.3,41.1,35.2,91298.0,22.0,78.0,5.2,17,031,060100
705,"Census Tract 603, Cook County, Illinois",3461.0,1362.0,52.5,47.5,91.0,0.9,1.7,7.8,0.0,0.3,7.7,92.3,1.8,0.0,7.2,2.6,47.0,30.7,114412.0,22.3,77.7,5.8,17,031,060300
706,"Census Tract 604, Cook County, Illinois",3980.0,1543.0,46.6,53.4,93.0,1.5,4.6,4.9,0.0,0.8,12.6,87.4,0.3,0.3,10.8,0.6,48.5,33.6,123984.0,20.6,79.4,3.7,17,031,060400
707,"Census Tract 620, Cook County, Illinois",3022.0,1548.0,33.9,66.1,88.0,6.7,0.4,6.0,0.0,0.9,5.1,94.9,0.0,1.3,9.6,2.8,51.4,26.8,74250.0,6.9,93.1,5.8,17,031,062000
708,"Census Tract 622, Cook County, Illinois",2833.0,1275.0,41.6,58.4,90.3,4.6,0.0,4.7,0.0,0.7,7.3,92.7,0.0,0.8,7.6,1.1,55.2,29.4,108313.0,10.5,89.5,2.2,17,031,062200
709,"Census Tract 625, Cook County, Illinois",1568.0,715.0,48.8,51.2,92.9,0.0,0.0,8.2,0.0,0.3,8.5,91.5,0.0,0.0,1.5,3.3,52.7,39.1,128438.0,15.0,85.0,2.9,17,031,062500
710,"Census Tract 631, Cook County, Illinois",2326.0,1326.0,34.8,65.2,92.3,4.3,0.0,9.4,0.0,1.8,4.7,95.3,0.0,0.2,5.7,2.5,48.4,37.5,92933.0,10.9,89.1,2.8,17,031,063100
711,"Census Tract 902, Cook County, Illinois",6803.0,2752.0,74.7,25.3,95.7,3.0,0.0,3.0,0.0,0.0,10.0,90.0,0.9,2.3,23.1,6.7,26.4,23.1,100808.0,21.9,78.1,14.5,17,031,090200
712,"Census Tract 1004, Cook County, Illinois",3289.0,1241.0,95.3,4.7,96.2,0.0,0.2,5.7,0.0,1.2,12.7,87.3,4.3,2.1,20.2,9.8,26.7,14.3,83594.0,25.3,74.7,15.4,17,031,100400
713,"Census Tract 1007, Cook County, Illinois",4731.0,1800.0,89.9,10.1,89.3,0.2,0.0,5.7,0.0,5.7,15.5,84.5,3.7,2.7,26.6,10.5,24.6,12.3,77324.0,17.2,82.8,17.6,17,031,100700
714,"Census Tract 1203, Cook County, Illinois",6665.0,2378.0,92.7,7.3,80.0,1.3,0.0,17.7,0.3,2.6,10.7,89.3,1.7,1.2,12.7,4.5,39.6,29.7,121793.0,23.8,76.2,18.2,17,031,120300
715,"Census Tract 2925, Cook County, Illinois",4070.0,1392.0,37.6,62.4,2.6,94.2,1.2,0.0,0.0,2.5,6.1,93.9,4.1,23.4,21.0,6.1,13.0,5.3,40324.0,26.2,73.8,12.6,17,031,292500
716,"Census Tract 715, Cook County, Illinois",5915.0,3820.0,33.9,66.1,86.2,3.5,0.3,12.8,0.0,0.5,4.1,95.9,0.0,0.3,3.7,0.3,55.7,34.1,89167.0,8.6,91.4,8.5,17,031,071500
717,"Census Tract 717, Cook County, Illinois",1776.0,732.0,58.9,41.1,79.7,10.2,0.5,8.8,0.0,3.0,4.8,95.2,0.0,0.4,7.5,1.3,44.2,36.8,137500.0,15.4,84.6,12.3,17,031,071700
718,"Census Tract 202, Cook County, Illinois",6905.0,2152.0,75.1,24.9,65.7,14.9,0.2,16.6,0.0,5.4,16.5,83.5,3.9,8.9,14.3,4.1,25.5,21.4,87835.0,31.7,68.3,13.0,17,031,020200
719,"Census Tract 317, Cook County, Illinois",7001.0,3471.0,28.8,71.2,64.3,25.1,1.2,7.0,0.2,6.5,12.1,87.9,1.4,6.1,17.1,5.3,35.6,20.2,44555.0,13.3,86.7,4.3,17,031,031700
720,"Census Tract 313, Cook County, Illinois",8037.0,4118.0,31.5,68.5,53.9,22.1,0.5,21.5,0.0,3.3,10.7,89.3,4.1,3.9,19.6,5.2,30.8,19.5,42690.0,11.9,88.1,21.6,17,031,031300
721,"Census Tract 8147, Cook County, Illinois",5824.0,1643.0,70.5,29.5,77.5,3.6,0.6,6.1,0.0,14.8,61.7,38.3,11.2,7.6,24.5,10.3,17.2,13.3,75329.0,27.3,72.7,8.1,17,031,814700
722,"Census Tract 201, Cook County, Illinois",4208.0,1434.0,46.5,53.5,38.4,29.8,0.8,25.9,0.0,11.5,22.5,77.5,9.4,11.8,20.8,5.3,22.6,9.5,49318.0,23.1,76.9,9.3,17,031,020100
723,"Census Tract 1611, Cook County, Illinois",1935.0,746.0,72.9,27.1,82.5,10.7,1.6,9.7,0.0,2.7,15.8,84.2,1.6,2.6,14.2,4.0,35.3,26.8,101848.0,26.4,73.6,8.9,17,031,161100
724,"Census Tract 1612, Cook County, Illinois",3021.0,946.0,61.9,38.1,79.9,4.0,1.0,8.1,0.4,13.2,57.5,42.5,13.5,6.1,30.8,2.4,24.5,8.3,61466.0,21.5,78.5,8.6,17,031,161200
725,"Census Tract 2838, Cook County, Illinois",3855.0,1703.0,36.3,63.7,38.7,51.3,0.2,9.2,0.0,2.4,10.7,89.3,4.6,8.5,15.1,4.3,30.0,21.9,62548.0,23.2,76.8,8.2,17,031,283800
726,"Census Tract 3906, Cook County, Illinois",1829.0,835.0,46.5,53.5,55.6,43.1,0.7,6.0,0.4,0.7,2.5,97.5,0.5,0.9,4.1,8.4,23.6,55.3,82159.0,22.0,78.0,15.0,17,031,390600
727,"Census Tract 8070, Cook County, Illinois",6110.0,1932.0,47.4,52.6,64.1,8.6,0.0,28.7,0.0,0.6,10.4,89.6,6.4,5.9,30.6,5.3,20.5,14.2,53556.0,21.6,78.4,13.4,17,031,807000
728,"Census Tract 3815, Cook County, Illinois",341.0,125.0,15.2,84.8,11.4,87.1,0.0,1.5,0.0,0.0,5.6,94.4,2.7,7.3,27.7,10.9,19.5,0.0,-666666666.0,26.4,73.6,4.7,17,031,381500
729,"Census Tract 4107, Cook County, Illinois",2015.0,992.0,28.4,71.6,61.7,22.9,0.0,17.9,0.0,2.5,6.8,93.2,0.0,2.3,9.3,2.1,25.7,50.1,38516.0,11.0,89.0,9.7,17,031,410700
730,"Census Tract 8083.01, Cook County, Illinois",6006.0,2314.0,84.4,15.6,63.9,5.3,0.2,26.5,0.0,5.6,6.5,93.5,4.9,2.6,28.7,6.2,25.5,14.3,70931.0,17.8,82.2,28.4,17,031,808301
731,"Census Tract 8083.02, Cook County, Illinois",3617.0,1418.0,88.4,11.6,63.4,3.6,0.3,33.0,0.0,1.1,8.5,91.5,3.5,5.5,19.2,3.9,35.3,15.3,74167.0,16.9,83.1,19.5,17,031,808302
732,"Census Tract 8093, Cook County, Illinois",4687.0,1711.0,35.3,64.7,73.5,7.5,2.1,20.4,0.4,0.8,9.8,90.2,3.0,4.8,8.1,3.2,29.0,45.8,30048.0,10.6,89.4,14.6,17,031,809300
733,"Census Tract 4604, Cook County, Illinois",3458.0,1272.0,42.0,58.0,2.5,97.5,0.0,0.5,0.0,0.0,0.5,99.5,1.6,5.7,38.0,4.9,14.9,6.4,39151.0,24.7,75.3,18.8,17,031,460400
734,"Census Tract 5607, Cook County, Illinois",3726.0,1153.0,57.7,42.3,73.9,2.5,0.0,3.5,0.0,23.6,59.0,41.0,10.3,12.6,32.8,8.0,10.3,2.8,54440.0,31.8,68.2,10.1,17,031,560700
735,"Census Tract 5611, Cook County, Illinois",5531.0,1877.0,92.8,7.2,84.7,0.9,0.2,0.0,0.2,15.5,47.6,52.4,8.2,5.2,33.6,6.0,16.8,8.3,81763.0,22.3,77.7,14.4,17,031,561100
736,"Census Tract 5702, Cook County, Illinois",1978.0,591.0,74.3,25.7,74.6,0.8,0.0,9.0,0.0,17.0,71.6,28.4,16.2,11.8,31.2,7.1,8.2,3.3,49107.0,19.3,80.7,15.4,17,031,570200
737,"Census Tract 101, Cook County, Illinois",4444.0,2248.0,16.2,83.8,46.9,49.3,1.0,1.4,0.0,5.4,9.2,90.8,0.7,8.2,19.6,2.4,20.1,15.7,33750.0,20.5,79.5,5.2,17,031,010100
738,"Census Tract 305, Cook County, Illinois",6570.0,2864.0,47.3,52.7,85.8,4.0,0.7,9.6,0.0,4.0,25.4,74.6,5.3,4.5,15.9,5.5,30.7,26.7,79587.0,12.6,87.4,10.5,17,031,030500
739,"Census Tract 7107, Cook County, Illinois",2941.0,1344.0,28.9,71.1,0.6,99.4,0.4,0.0,0.0,0.0,0.4,99.6,1.6,9.5,36.6,9.4,7.7,3.4,23026.0,20.8,79.2,24.0,17,031,710700
740,"Census Tract 7109, Cook County, Illinois",2153.0,816.0,43.1,56.9,2.0,97.7,0.3,0.0,0.0,0.8,2.0,98.0,7.3,14.0,29.2,4.0,12.4,7.7,23929.0,28.6,71.4,13.4,17,031,710900
741,"Census Tract 7114, Cook County, Illinois",2424.0,829.0,59.6,40.4,0.1,98.3,0.4,0.2,0.0,1.4,2.9,97.1,5.6,13.7,37.1,6.6,10.9,3.9,37434.0,21.1,78.9,17.1,17,031,711400
742,"Census Tract 7203, Cook County, Illinois",4208.0,1320.0,98.6,1.4,58.1,38.6,0.7,1.1,0.4,2.6,5.7,94.3,0.3,2.3,14.2,7.3,27.7,28.5,125625.0,26.0,74.0,16.7,17,031,720300
743,"Census Tract 7303, Cook County, Illinois",1126.0,419.0,60.4,39.6,0.8,100.0,2.2,0.0,0.0,0.0,0.0,100.0,5.1,6.9,33.6,4.1,13.1,4.7,43897.0,20.6,79.4,15.7,17,031,730300
744,"Census Tract 7401, Cook County, Illinois",3128.0,1151.0,86.9,13.1,98.3,1.7,0.4,0.8,1.9,0.0,9.2,90.8,1.9,2.3,27.4,7.9,17.5,9.6,89984.0,23.9,76.1,11.9,17,031,740100
745,"Census Tract 8288.02, Cook County, Illinois",3552.0,1257.0,83.8,16.2,67.8,29.9,0.0,0.0,0.0,5.5,23.0,77.0,2.5,1.5,36.2,10.2,15.1,6.7,68389.0,22.8,77.2,18.8,17,031,828802
746,"Census Tract 8289, Cook County, Illinois",3369.0,1174.0,43.5,56.5,23.9,42.9,0.0,0.2,0.0,33.7,44.4,55.6,12.6,16.2,28.9,8.5,4.2,1.9,33621.0,30.5,69.5,5.0,17,031,828900
747,"Census Tract 8299.01, Cook County, Illinois",8959.0,3587.0,89.1,10.9,38.9,56.9,0.5,0.8,0.0,3.9,13.5,86.5,3.7,4.0,28.5,3.9,17.2,15.4,68419.0,17.3,82.7,21.7,17,031,829901
748,"Census Tract 8299.02, Cook County, Illinois",6607.0,2612.0,80.5,19.5,16.8,81.3,0.0,1.6,0.3,0.0,1.4,98.6,0.0,1.8,21.0,7.5,21.0,23.0,71179.0,26.8,73.2,17.5,17,031,829902
749,"Census Tract 628, Cook County, Illinois",3651.0,1521.0,50.1,49.9,92.4,2.2,1.0,7.3,0.0,0.0,7.5,92.5,0.4,1.0,3.8,1.1,56.0,33.9,140972.0,16.0,84.0,3.0,17,031,062800
750,"Census Tract 634, Cook County, Illinois",2274.0,1176.0,36.1,63.9,90.7,5.5,0.5,6.2,0.0,0.0,7.7,92.3,1.3,0.0,2.9,6.0,54.4,30.0,95488.0,10.6,89.4,5.1,17,031,063400
751,"Census Tract 705, Cook County, Illinois",3229.0,1313.0,56.0,44.0,85.4,8.8,1.1,5.8,0.0,0.9,5.0,95.0,2.9,3.2,12.8,1.0,40.5,32.3,120885.0,16.8,83.2,12.6,17,031,070500
752,"Census Tract 716, Cook County, Illinois",1709.0,719.0,58.0,42.0,84.6,8.8,0.0,9.9,0.0,0.6,3.9,96.1,1.6,2.6,5.4,2.7,37.3,41.6,120240.0,24.5,75.5,16.3,17,031,071600
753,"Census Tract 718, Cook County, Illinois",2773.0,1081.0,61.6,38.4,78.3,14.0,0.3,11.3,0.7,0.4,3.6,96.4,1.9,1.6,6.6,0.0,52.1,32.3,149028.0,22.4,77.6,8.2,17,031,071800
754,"Census Tract 801, Cook County, Illinois",6666.0,4090.0,44.6,55.4,88.4,7.3,1.9,3.1,0.0,1.4,4.8,95.2,0.0,1.6,3.8,2.2,40.2,42.9,118500.0,7.1,92.9,24.9,17,031,080100
755,"Census Tract 804, Cook County, Illinois",4229.0,1929.0,29.9,70.1,37.3,64.1,0.1,2.4,0.0,0.3,4.2,95.8,3.9,10.4,12.9,10.2,29.0,17.0,30625.0,27.6,72.4,8.0,17,031,080400
756,"Census Tract 813, Cook County, Illinois",5276.0,3304.0,63.5,36.5,81.0,3.7,0.0,16.4,0.0,0.6,3.8,96.2,0.3,0.0,3.9,3.6,33.1,48.1,85938.0,4.5,95.5,38.2,17,031,081300
757,"Census Tract 1002, Cook County, Illinois",6762.0,2810.0,70.5,29.5,93.0,0.5,0.0,1.6,0.3,6.5,12.7,87.3,3.3,4.5,31.3,7.0,21.9,10.2,70549.0,18.0,82.0,18.9,17,031,100200
758,"Census Tract 1003, Cook County, Illinois",6272.0,2676.0,66.3,33.7,87.0,4.9,0.1,9.9,0.0,3.8,10.4,89.6,2.9,4.7,28.1,10.0,22.7,13.2,73558.0,16.0,84.0,26.8,17,031,100300
