,NAME,Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: 18+,Age: 65+,state,county,tract
456,"Census Tract 4913, Cook County, Illinois",40.8,59.2,1.5,99.1,0.7,0.0,0.0,0.0,1.7,98.3,3.7,19.3,28.0,5.0,7.0,3.8,33039.0,72.3,9.1,17,031,491300
457,"Census Tract 5101, Cook County, Illinois",69.1,30.9,56.8,5.1,0.4,0.0,0.0,38.7,83.4,16.6,22.5,9.8,33.8,5.7,5.7,5.3,32850.0,65.4,7.5,17,031,510100
458,"Census Tract 5201, Cook County, Illinois",39.9,60.1,58.5,18.9,0.0,0.0,0.0,27.9,84.4,15.6,21.2,9.7,31.3,3.1,6.4,1.9,28365.0,62.6,7.6,17,031,520100
459,"Census Tract 5301, Cook County, Illinois",42.4,57.6,29.5,57.2,0.5,0.0,0.0,12.8,36.0,64.0,24.6,14.4,19.9,3.1,7.1,5.0,28910.0,70.1,12.7,17,031,530100
460,"Census Tract 5302, Cook County, Illinois",45.8,54.2,0.7,99.7,0.0,0.0,0.0,0.0,2.1,97.9,4.6,22.7,37.3,3.4,4.0,1.4,26559.0,67.0,10.7,17,031,530200
461,"Census Tract 5601, Cook County, Illinois",59.5,40.5,72.6,12.0,0.0,14.5,0.0,0.9,53.7,46.3,4.6,23.5,19.2,4.1,12.7,9.8,31354.0,74.0,16.4,17,031,560100
462,"Census Tract 5801, Cook County, Illinois",59.2,40.8,65.4,0.7,0.0,14.2,0.0,20.3,74.5,25.5,25.2,14.4,25.8,2.9,9.6,2.6,36771.0,70.3,6.6,17,031,580100
463,"Census Tract 5806, Cook County, Illinois",34.5,65.5,74.0,3.9,0.6,4.4,0.0,17.3,85.8,14.2,35.9,15.2,28.8,2.5,7.8,0.5,39542.0,63.7,6.3,17,031,580600
464,"Census Tract 5905, Cook County, Illinois",62.4,37.6,65.7,2.2,0.6,16.2,0.0,16.9,64.7,35.3,22.2,9.5,24.1,4.9,12.1,8.0,52625.0,75.0,7.2,17,031,590500
465,"Census Tract 6004, Cook County, Illinois",45.1,54.9,35.2,3.9,0.9,58.4,0.0,6.5,12.6,87.4,16.9,10.7,36.3,4.6,14.9,6.7,41652.0,85.1,15.7,17,031,600400
466,"Census Tract 1703, Cook County, Illinois",74.0,26.0,87.0,0.2,0.2,4.3,0.0,9.0,18.8,81.2,7.8,6.8,34.5,11.2,13.4,8.5,57950.0,81.3,16.5,17,031,170300
467,"Census Tract 1705, Cook County, Illinois",79.2,20.8,93.0,2.3,0.3,0.8,0.0,3.9,20.8,79.2,3.9,8.0,33.8,9.4,15.8,9.5,77802.0,83.6,15.5,17,031,170500
468,"Census Tract 1710, Cook County, Illinois",69.9,30.1,83.2,1.7,0.3,3.8,0.7,10.7,22.5,77.5,4.2,9.3,34.8,9.5,14.6,9.3,58100.0,81.6,13.8,17,031,171000
469,"Census Tract 8126, Cook County, Illinois",41.8,58.2,65.0,33.2,0.0,5.0,0.0,1.2,7.3,92.7,2.8,2.1,9.4,10.6,37.2,24.2,53274.0,79.5,6.3,17,031,812600
470,"Census Tract 8130, Cook County, Illinois",75.8,24.2,70.9,25.0,0.3,5.3,0.6,1.2,3.5,96.5,0.6,4.9,9.1,5.4,29.2,40.6,85278.0,73.8,11.9,17,031,813000
471,"Census Tract 8142, Cook County, Illinois",42.9,57.1,38.0,6.3,1.3,0.0,0.0,59.8,87.9,12.1,24.2,12.5,35.1,2.5,9.4,0.5,43730.0,66.4,4.9,17,031,814200
472,"Census Tract 8117.01, Cook County, Illinois",59.7,40.3,70.8,1.6,1.1,4.6,0.0,24.2,63.7,36.3,28.9,18.5,27.9,4.6,3.8,2.0,43892.0,65.1,10.7,17,031,811701
473,"Census Tract 8162, Cook County, Illinois",65.9,34.1,69.1,22.1,0.5,0.0,0.0,9.4,36.2,63.8,7.4,11.7,32.0,9.9,10.4,6.0,44089.0,79.2,20.3,17,031,816200
474,"Census Tract 8139, Cook County, Illinois",58.2,41.8,39.8,4.2,1.1,0.0,0.0,55.7,84.7,15.3,27.0,12.7,29.9,6.0,3.3,1.2,45864.0,63.7,5.8,17,031,813900
475,"Census Tract 8146, Cook County, Illinois",68.2,31.8,63.3,6.4,0.0,1.8,0.0,30.7,67.8,32.2,13.6,12.4,32.0,6.1,11.4,3.3,54091.0,63.7,5.4,17,031,814600
476,"Census Tract 8152, Cook County, Illinois",62.1,37.9,68.9,5.1,0.4,0.4,0.0,25.9,59.5,40.5,15.8,10.3,26.6,8.8,12.3,4.3,44560.0,77.2,12.2,17,031,815200
477,"Census Tract 8164.01, Cook County, Illinois",42.3,57.7,55.3,0.2,0.0,1.3,0.0,43.4,88.1,11.9,31.8,8.1,40.0,3.5,4.6,0.6,41541.0,62.7,4.9,17,031,816401
478,"Census Tract 8168, Cook County, Illinois",78.8,21.3,51.9,27.4,1.0,2.8,0.0,18.5,29.7,70.3,9.4,9.3,28.1,8.9,16.6,4.5,61747.0,76.4,14.8,17,031,816800
479,"Census Tract 8169, Cook County, Illinois",86.2,13.8,24.6,61.2,1.5,1.6,0.0,14.4,29.5,70.5,7.5,13.5,27.6,6.2,14.7,2.7,57344.0,71.9,8.7,17,031,816900
480,"Census Tract 3511, Cook County, Illinois",1.5,98.5,1.0,98.7,0.0,0.0,0.7,0.0,0.0,100.0,3.8,14.5,38.6,7.6,5.3,4.2,13178.0,56.1,5.8,17,031,351100
481,"Census Tract 3802, Cook County, Illinois",16.1,83.9,5.2,95.7,0.4,0.0,0.0,0.0,0.7,99.3,8.7,13.7,20.7,7.9,11.8,8.7,19167.0,84.3,41.9,17,031,380200
482,"Census Tract 3819, Cook County, Illinois",27.9,72.1,5.3,95.0,1.3,0.0,0.3,0.0,0.0,100.0,1.0,13.9,22.8,8.5,9.4,18.7,33250.0,71.9,10.8,17,031,381900
483,"Census Tract 4111, Cook County, Illinois",51.5,48.5,69.6,6.7,0.4,23.5,0.0,0.9,1.7,98.3,0.0,0.3,0.0,2.3,22.9,63.9,75054.0,83.2,12.0,17,031,411100
484,"Census Tract 4202, Cook County, Illinois",22.6,77.4,24.1,70.3,2.8,4.7,0.0,0.9,2.9,97.1,2.5,12.2,20.3,7.9,22.8,20.6,30673.0,74.5,7.9,17,031,420200
485,"Census Tract 4605, Cook County, Illinois",66.2,33.8,4.8,94.9,0.0,0.0,1.9,0.8,0.8,99.2,4.7,9.1,20.9,8.2,17.8,9.0,48504.0,79.9,22.5,17,031,460500
486,"Census Tract 4802, Cook County, Illinois",58.6,41.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,5.8,8.1,19.2,8.8,16.4,9.2,39597.0,84.4,24.2,17,031,480200
487,"Census Tract 4905, Cook County, Illinois",73.7,26.3,2.9,93.8,0.0,2.4,0.0,1.6,4.2,95.8,4.8,5.2,15.2,11.5,15.3,14.1,49375.0,79.3,17.7,17,031,490500
488,"Census Tract 4906, Cook County, Illinois",87.7,12.3,0.2,93.6,1.5,6.1,0.0,0.0,0.1,99.9,2.1,9.7,26.5,8.1,16.7,6.5,48145.0,79.4,24.5,17,031,490600
489,"Census Tract 4908, Cook County, Illinois",74.8,25.2,5.5,96.3,0.0,0.3,0.0,1.2,0.5,99.5,4.4,14.7,25.2,9.8,12.0,5.2,41062.0,81.2,20.2,17,031,490800
490,"Census Tract 5002, Cook County, Illinois",48.2,51.8,4.6,94.8,0.0,1.3,0.0,0.0,3.7,96.3,5.5,10.1,23.7,8.8,16.4,4.0,24923.0,68.7,8.5,17,031,500200
491,"Census Tract 5103, Cook County, Illinois",59.5,40.5,4.6,97.8,2.7,0.9,0.2,0.9,1.1,98.9,3.8,12.0,29.1,5.3,11.3,3.8,32500.0,76.5,16.3,17,031,510300
492,"Census Tract 5203, Cook County, Illinois",68.6,31.4,77.2,1.6,0.8,0.3,0.5,22.0,87.7,12.3,27.7,10.6,35.9,3.2,6.9,2.4,40703.0,66.9,9.7,17,031,520300
493,"Census Tract 8148, Cook County, Illinois",56.6,43.4,62.6,8.6,2.4,3.1,0.0,24.4,64.0,36.0,15.4,5.8,22.8,11.1,19.1,6.7,55258.0,73.1,8.3,17,031,814800
494,"Census Tract 8149, Cook County, Illinois",23.4,76.6,52.1,22.3,0.3,1.8,0.0,25.7,48.2,51.8,10.9,14.3,33.9,7.1,8.2,3.4,43581.0,71.6,7.4,17,031,814900
495,"Census Tract 8153, Cook County, Illinois",89.4,10.6,66.4,2.4,0.0,1.3,0.0,32.8,57.4,42.6,12.4,9.4,29.4,4.8,21.9,3.9,67411.0,78.5,12.6,17,031,815300
496,"Census Tract 8156, Cook County, Illinois",76.0,24.0,92.2,3.6,1.0,4.4,0.0,2.6,29.1,70.9,5.1,6.0,31.6,6.7,17.4,9.3,54861.0,78.8,17.5,17,031,815600
497,"Census Tract 8183, Cook County, Illinois",74.2,25.8,32.8,43.5,0.0,2.3,0.0,23.0,32.6,67.4,7.9,12.8,32.1,8.3,14.5,4.5,52257.0,76.8,14.5,17,031,818300
498,"Census Tract 8192, Cook County, Illinois",75.1,24.9,86.9,5.3,2.0,2.5,0.0,4.8,43.7,56.3,6.5,9.4,35.4,8.9,15.2,3.0,55969.0,73.7,10.9,17,031,819200
499,"Census Tract 1406.01, Cook County, Illinois",42.8,57.2,27.9,4.8,0.5,12.6,0.0,56.1,65.7,34.3,28.8,17.2,17.3,3.1,13.4,6.3,45972.0,70.6,7.1,17,031,140601
500,"Census Tract 1407.01, Cook County, Illinois",35.2,64.8,64.8,3.0,0.7,7.1,0.3,26.0,49.7,50.3,17.5,9.1,16.0,5.7,22.8,14.0,53924.0,83.6,7.2,17,031,140701
501,"Census Tract 1407.02, Cook County, Illinois",26.0,74.0,44.1,9.7,0.6,14.0,0.2,40.5,62.4,37.6,16.6,18.0,22.1,1.7,16.4,5.1,45064.0,70.1,4.0,17,031,140702
502,"Census Tract 1504.01, Cook County, Illinois",60.8,39.2,77.9,0.0,0.0,6.5,0.0,16.4,19.7,80.3,5.7,3.1,23.7,12.2,18.7,12.2,47972.0,83.4,16.4,17,031,150401
503,"Census Tract 1504.02, Cook County, Illinois",55.3,44.7,76.4,0.0,0.0,4.4,0.0,27.9,46.4,53.6,7.0,12.7,35.8,7.7,9.3,8.4,58125.0,77.5,10.5,17,031,150402
504,"Census Tract 1505.01, Cook County, Illinois",81.8,18.2,80.6,0.1,0.0,5.6,0.7,18.0,29.6,70.4,4.5,3.8,33.4,8.5,18.7,11.0,73102.0,80.3,15.6,17,031,150501
505,"Census Tract 1505.02, Cook County, Illinois",55.6,44.4,61.6,3.7,0.1,3.2,0.0,36.1,47.1,52.9,15.2,9.9,35.0,7.7,8.9,2.1,48933.0,78.3,9.7,17,031,150502
506,"Census Tract 1510.01, Cook County, Illinois",49.5,50.5,47.6,3.5,0.9,0.5,0.0,50.6,65.9,34.1,10.2,25.2,34.0,3.5,8.1,3.9,38694.0,72.3,8.1,17,031,151001
507,"Census Tract 1510.02, Cook County, Illinois",41.2,58.8,49.3,0.7,2.0,5.7,4.0,41.5,65.4,34.6,15.4,12.4,29.4,9.2,9.0,8.2,54416.0,75.1,8.5,17,031,151002
508,"Census Tract 1605.02, Cook County, Illinois",46.6,53.4,59.9,0.0,0.0,5.8,0.0,34.8,67.4,32.6,22.2,14.3,16.4,4.5,21.7,5.8,45439.0,71.9,5.7,17,031,160502
509,"Census Tract 1606.01, Cook County, Illinois",44.7,55.3,67.4,1.7,0.0,9.4,0.0,22.9,44.5,55.5,18.1,9.1,17.1,3.1,26.8,11.1,51393.0,75.6,5.0,17,031,160601
510,"Census Tract 1606.02, Cook County, Illinois",38.9,61.1,57.9,3.9,0.0,11.5,0.0,31.0,48.7,51.3,3.3,13.6,17.6,10.1,25.1,7.7,52353.0,80.4,3.4,17,031,160602
511,"Census Tract 1605.01, Cook County, Illinois",38.0,62.0,46.7,7.4,0.6,4.1,0.0,43.1,66.7,33.3,22.6,20.4,16.2,4.7,16.9,5.3,37260.0,68.6,5.8,17,031,160501
512,"Census Tract 1906.01, Cook County, Illinois",36.7,63.3,30.7,5.1,0.0,1.6,0.0,62.6,80.6,19.4,19.3,14.8,32.8,7.4,4.9,3.2,55257.0,72.0,4.1,17,031,190601
513,"Census Tract 1904.01, Cook County, Illinois",57.4,42.6,63.5,4.0,0.0,5.2,0.0,27.6,56.4,43.6,15.9,15.1,35.0,5.2,10.8,1.8,51147.0,73.2,10.1,17,031,190401
514,"Census Tract 1904.02, Cook County, Illinois",58.3,41.7,55.6,5.3,0.0,4.3,0.0,42.8,66.7,33.3,9.8,13.3,35.9,5.9,13.9,3.4,37365.0,69.9,8.2,17,031,190402
515,"Census Tract 102.01, Cook County, Illinois",32.0,68.0,37.3,47.3,0.0,8.1,0.2,9.0,24.6,75.4,10.6,6.9,23.3,7.6,21.5,13.0,38766.0,74.3,4.8,17,031,010201
516,"Census Tract 105.02, Cook County, Illinois",18.9,81.1,62.1,17.0,1.8,18.3,0.0,5.7,14.4,85.6,14.0,7.8,13.0,3.5,27.7,15.2,28607.0,89.8,4.4,17,031,010502
517,"Census Tract 102.02, Cook County, Illinois",22.1,77.9,56.8,36.6,2.1,1.6,0.5,8.1,23.4,76.6,10.0,7.0,17.1,8.6,20.4,13.9,36369.0,82.9,14.0,17,031,010202
518,"Census Tract 105.01, Cook County, Illinois",22.1,77.9,58.6,39.0,3.1,3.9,0.0,0.4,5.3,94.7,1.3,7.3,14.5,7.7,27.5,22.3,34481.0,86.7,8.4,17,031,010501
519,"Census Tract 105.03, Cook County, Illinois",16.0,84.0,70.6,12.3,0.0,17.2,0.0,2.8,13.7,86.3,19.1,6.7,15.7,2.5,24.7,20.9,20524.0,94.1,22.5,17,031,010503
520,"Census Tract 107.01, Cook County, Illinois",48.5,51.5,61.9,19.6,1.5,4.7,1.0,17.3,42.5,57.5,13.9,3.4,16.7,1.8,28.3,20.5,54690.0,74.7,5.6,17,031,010701
521,"Census Tract 107.02, Cook County, Illinois",32.4,67.6,52.1,23.3,0.0,3.6,0.0,23.8,52.7,47.3,25.4,8.2,17.8,4.0,22.3,11.3,39805.0,72.1,2.6,17,031,010702
522,"Census Tract 203.02, Cook County, Illinois",58.2,41.8,75.9,8.0,0.2,14.4,0.0,6.2,16.0,84.0,8.9,7.0,19.9,6.1,25.2,20.1,56181.0,79.8,16.9,17,031,020302
523,"Census Tract 306.04, Cook County, Illinois",35.1,64.9,51.8,19.2,0.0,28.8,0.0,0.8,1.9,98.1,0.1,3.1,16.3,3.7,33.1,27.5,42810.0,93.5,14.1,17,031,030604
524,"Census Tract 307.01, Cook County, Illinois",26.1,73.9,56.3,27.1,7.1,18.1,0.8,1.3,6.8,93.2,1.8,7.7,10.2,14.7,23.8,21.5,34464.0,91.4,5.8,17,031,030701
525,"Census Tract 307.02, Cook County, Illinois",79.2,20.8,70.4,1.4,0.0,28.2,0.0,0.0,1.8,98.2,0.3,1.5,14.8,1.8,39.9,25.3,67566.0,90.6,22.3,17,031,030702
526,"Census Tract 307.03, Cook County, Illinois",36.6,63.4,69.0,19.5,0.0,10.4,0.0,1.8,7.2,92.8,5.5,3.7,13.6,2.6,32.3,25.0,40313.0,94.3,23.7,17,031,030703
527,"Census Tract 7706.01, Cook County, Illinois",97.4,2.6,87.9,0.9,0.0,10.4,0.0,1.6,10.4,89.6,3.7,5.3,31.0,5.6,18.7,8.0,82326.0,84.5,21.9,17,031,770601
528,"Census Tract 7706.02, Cook County, Illinois",49.5,50.5,68.9,3.2,1.0,8.8,0.0,18.5,37.9,62.1,8.8,10.6,36.4,7.4,15.7,8.7,59563.0,73.0,14.2,17,031,770602
529,"Census Tract 7709.01, Cook County, Illinois",82.9,17.1,95.9,0.0,0.4,3.4,0.0,0.9,6.0,94.0,8.2,8.5,41.7,5.8,14.8,6.4,49806.0,81.7,23.5,17,031,770901
530,"Census Tract 7709.02, Cook County, Illinois",70.0,30.0,94.9,0.3,0.0,3.1,0.0,1.7,4.1,95.9,9.1,6.7,43.1,8.8,12.2,4.5,47792.0,86.6,27.6,17,031,770902
531,"Census Tract 8020.03, Cook County, Illinois",88.0,12.0,72.6,2.7,1.1,20.2,0.0,3.3,19.3,80.7,4.9,2.4,17.2,5.6,28.4,23.4,86302.0,79.1,17.4,17,031,802003
532,"Census Tract 8020.04, Cook County, Illinois",60.7,39.3,73.9,3.2,0.6,23.3,0.0,0.4,15.0,85.0,3.7,5.1,25.3,5.8,27.0,14.2,51905.0,80.6,12.8,17,031,802004
533,"Census Tract 8237.02, Cook County, Illinois",59.4,40.6,81.7,11.5,0.0,5.2,0.0,3.0,8.8,91.2,2.7,5.0,28.3,12.5,15.4,9.2,49852.0,80.1,11.4,17,031,823702
534,"Census Tract 8250, Cook County, Illinois",68.4,31.6,82.5,9.0,3.1,10.0,0.4,0.9,18.3,81.7,5.1,10.2,34.5,9.0,9.9,6.8,63726.0,77.6,12.4,17,031,825000
535,"Census Tract 8262.01, Cook County, Illinois",50.1,49.9,12.8,89.0,0.0,0.0,0.0,0.0,1.7,98.3,7.8,11.7,28.0,8.8,15.5,7.6,31319.0,80.8,34.0,17,031,826201
536,"Census Tract 8263.01, Cook County, Illinois",81.1,18.9,8.3,90.8,0.5,0.5,0.0,0.7,3.0,97.0,3.0,5.6,18.0,10.1,14.3,9.5,62404.0,75.6,7.2,17,031,826301
537,"Census Tract 8272, Cook County, Illinois",59.3,40.7,24.2,70.9,1.0,0.2,0.0,5.5,21.0,79.0,7.6,12.1,33.4,5.8,10.7,4.1,31693.0,73.4,14.4,17,031,827200
538,"Census Tract 8278.02, Cook County, Illinois",97.4,2.6,16.0,84.9,0.1,0.2,0.0,0.8,2.3,97.7,3.9,4.6,26.4,4.8,21.9,14.6,76005.0,73.5,12.2,17,031,827802
539,"Census Tract 8285.04, Cook County, Illinois",59.5,40.5,32.2,63.5,0.7,0.1,0.0,7.0,10.4,89.6,4.2,12.2,33.5,7.5,7.2,3.6,46429.0,62.6,7.0,17,031,828504
540,"Census Tract 8288.01, Cook County, Illinois",90.0,10.0,62.7,37.8,0.0,0.3,0.0,4.1,12.1,87.9,5.2,1.7,18.6,7.3,19.7,21.0,79306.0,72.2,17.0,17,031,828801
541,"Census Tract 8292, Cook County, Illinois",64.3,35.7,46.4,31.8,0.7,5.0,0.0,23.0,42.1,57.9,6.2,10.8,41.6,4.4,7.5,8.4,46698.0,69.8,7.9,17,031,829200
542,"Census Tract 8293.01, Cook County, Illinois",84.4,15.6,57.0,37.2,1.1,0.3,0.0,7.0,18.7,81.3,3.1,8.4,32.0,9.1,12.5,11.9,62123.0,75.7,17.5,17,031,829301
543,"Census Tract 3404, Cook County, Illinois",42.6,57.4,19.5,0.1,0.0,72.8,4.4,7.1,8.5,91.5,20.5,8.5,34.9,3.2,16.6,7.6,31569.0,82.4,6.8,17,031,340400
544,"Census Tract 3602, Cook County, Illinois",2.6,97.4,1.7,98.3,0.0,0.0,0.0,1.7,1.7,98.3,6.4,19.1,22.5,7.1,13.2,3.7,16933.0,71.1,12.0,17,031,360200
545,"Census Tract 1908, Cook County, Illinois",44.9,55.1,34.1,5.1,0.7,4.9,0.2,58.9,84.2,15.8,19.3,13.9,33.8,5.0,8.2,5.0,39111.0,68.5,6.7,17,031,190800
546,"Census Tract 1912, Cook County, Illinois",35.2,64.8,22.4,2.3,0.3,0.0,0.0,75.0,90.2,9.8,31.0,21.3,30.5,3.5,4.1,1.0,37792.0,60.9,4.7,17,031,191200
547,"Census Tract 2101, Cook County, Illinois",54.0,46.0,73.8,6.8,0.9,6.5,0.5,17.5,48.8,51.2,14.3,4.0,29.9,6.4,18.0,9.0,62545.0,79.3,6.2,17,031,210100
548,"Census Tract 2204, Cook County, Illinois",38.2,61.8,74.8,5.2,1.1,4.4,0.0,17.8,35.5,64.5,4.9,5.9,15.0,4.2,36.8,19.3,57639.0,88.4,14.8,17,031,220400
549,"Census Tract 2408, Cook County, Illinois",24.5,75.5,79.2,7.5,0.0,3.0,0.0,11.4,67.9,32.1,13.6,5.6,27.5,1.1,18.0,10.8,32391.0,75.3,8.4,17,031,240800
550,"Census Tract 2430, Cook County, Illinois",58.6,41.4,86.4,1.6,0.0,3.5,0.0,10.7,46.9,53.1,16.1,2.5,17.0,4.1,31.2,19.1,66755.0,79.9,6.0,17,031,243000
551,"Census Tract 2508, Cook County, Illinois",50.1,49.9,4.8,88.8,0.2,0.0,0.0,6.6,10.3,89.7,13.2,12.5,36.6,7.1,8.4,2.8,39500.0,79.3,9.6,17,031,250800
552,"Census Tract 2517, Cook County, Illinois",37.1,62.9,7.8,91.4,0.0,0.7,0.0,0.0,6.3,93.7,13.3,32.7,24.0,2.1,11.2,4.8,22230.0,67.6,13.4,17,031,251700
553,"Census Tract 8184.01, Cook County, Illinois",71.9,28.1,44.8,40.7,0.4,8.4,0.0,7.3,15.3,84.7,5.5,7.1,17.0,6.6,24.6,6.9,63750.0,79.4,14.3,17,031,818401
554,"Census Tract 8165, Cook County, Illinois",58.0,42.0,56.9,1.2,0.4,0.2,0.0,45.7,78.7,21.3,18.9,16.4,35.6,4.2,4.8,4.7,40147.0,66.0,7.9,17,031,816500
555,"Census Tract 4206, Cook County, Illinois",13.7,86.3,3.9,95.9,0.0,0.7,0.0,0.0,0.0,100.0,4.7,31.1,23.3,4.9,10.8,5.4,16552.0,68.2,15.8,17,031,420600
556,"Census Tract 4408, Cook County, Illinois",25.7,74.3,0.1,99.6,0.0,0.0,0.0,0.6,0.4,99.6,4.6,4.4,27.8,6.5,12.8,8.1,26897.0,69.5,9.6,17,031,440800
557,"Census Tract 4602, Cook County, Illinois",22.4,77.6,50.2,40.8,0.0,0.0,0.0,8.9,52.0,48.0,18.4,26.1,29.8,1.8,5.7,1.6,22247.0,62.0,5.4,17,031,460200
558,"Census Tract 4804, Cook County, Illinois",88.7,11.3,1.7,98.2,0.3,0.2,0.0,0.6,0.8,99.2,3.8,7.1,18.9,8.5,7.8,20.7,56698.0,80.6,24.5,17,031,480400
559,"Census Tract 5202, Cook County, Illinois",35.1,64.9,81.0,9.0,0.8,0.0,0.0,11.3,83.3,16.7,21.4,19.6,30.5,3.5,9.4,1.1,30382.0,57.8,6.5,17,031,520200
560,"Census Tract 306.03, Cook County, Illinois",9.8,90.2,45.0,35.3,0.0,21.1,0.0,1.6,8.7,91.3,2.4,0.6,11.2,11.2,28.6,16.9,26596.0,87.1,6.0,17,031,030603
561,"Census Tract 5206, Cook County, Illinois",94.6,5.4,80.3,0.3,1.8,2.4,0.0,17.2,71.7,28.3,17.6,18.2,28.5,3.7,6.5,2.7,44858.0,67.2,14.7,17,031,520600
562,"Census Tract 5603, Cook County, Illinois",94.0,6.0,57.6,11.2,0.3,8.5,0.0,23.1,55.4,44.6,18.1,7.7,32.4,4.5,14.9,1.1,55200.0,74.4,11.7,17,031,560300
563,"Census Tract 5608, Cook County, Illinois",80.6,19.4,92.1,4.4,2.8,0.1,0.0,11.1,42.2,57.8,4.1,8.6,35.8,11.5,17.5,5.9,62731.0,78.1,15.5,17,031,560800
564,"Census Tract 5802, Cook County, Illinois",43.0,57.0,41.4,2.4,0.0,10.5,0.0,46.6,82.9,17.1,25.7,18.8,28.2,2.7,4.1,5.7,31335.0,66.1,5.0,17,031,580200
565,"Census Tract 5804, Cook County, Illinois",47.5,52.5,61.4,1.1,0.0,10.7,0.0,27.1,76.1,23.9,22.7,13.8,36.2,9.0,7.3,2.0,35663.0,72.3,7.2,17,031,580400
566,"Census Tract 5907, Cook County, Illinois",45.8,54.2,54.9,8.4,0.0,10.1,0.0,29.2,65.6,34.4,17.1,20.3,31.8,4.0,6.1,5.0,40938.0,67.8,5.4,17,031,590700
567,"Census Tract 6104, Cook County, Illinois",28.9,71.1,75.0,0.0,4.9,0.0,0.0,20.1,96.6,3.4,32.9,16.7,33.3,0.0,4.8,0.0,27238.0,71.2,5.3,17,031,610400
568,"Census Tract 6108, Cook County, Illinois",76.3,23.7,98.7,0.0,0.0,1.6,0.0,1.3,11.2,88.8,2.4,9.3,41.5,5.2,6.6,10.7,76801.0,77.0,4.4,17,031,610800
569,"Census Tract 8223.01, Cook County, Illinois",87.5,12.5,93.1,0.4,0.0,2.6,0.0,4.9,9.9,90.1,8.7,8.4,35.8,6.6,15.9,4.7,60568.0,76.5,15.4,17,031,822301
570,"Census Tract 8226.02, Cook County, Illinois",81.5,18.5,95.8,2.8,0.2,1.4,0.0,1.2,8.2,91.8,3.5,13.2,23.3,7.3,18.9,11.2,49511.0,80.7,21.6,17,031,822602
571,"Census Tract 8238.01, Cook County, Illinois",84.9,15.1,90.8,0.4,0.5,9.0,0.0,0.0,1.8,98.2,1.1,2.8,25.6,6.1,22.3,19.2,80750.0,82.2,22.4,17,031,823801
572,"Census Tract 8241.05, Cook County, Illinois",96.0,4.0,93.9,2.2,0.2,4.7,0.0,0.0,5.4,94.6,0.8,3.7,20.6,11.0,27.2,15.0,94395.0,77.7,11.9,17,031,824105
573,"Census Tract 8245.03, Cook County, Illinois",92.3,7.7,91.3,4.4,0.5,3.2,0.0,4.1,8.8,91.2,1.7,4.7,31.3,7.1,16.2,13.8,67321.0,80.1,16.4,17,031,824503
574,"Census Tract 4004, Cook County, Illinois",29.9,70.1,0.8,99.3,0.0,0.6,0.0,0.0,0.0,100.0,1.3,16.8,22.7,0.5,13.5,11.7,24583.0,69.2,9.7,17,031,400400
575,"Census Tract 4208, Cook County, Illinois",23.4,76.6,3.1,95.7,1.2,0.5,0.0,0.9,2.0,98.0,4.0,17.9,27.4,9.0,9.4,4.7,27292.0,73.5,9.8,17,031,420800
576,"Census Tract 8055.01, Cook County, Illinois",63.3,36.7,93.2,2.7,0.4,5.0,0.0,0.0,4.9,95.1,4.3,1.5,20.9,3.7,28.6,23.8,73966.0,75.6,19.2,17,031,805501
577,"Census Tract 8058.02, Cook County, Illinois",85.5,14.5,95.7,0.2,0.0,3.7,0.0,1.7,11.2,88.8,3.2,0.9,20.2,6.6,35.2,19.2,84786.0,76.1,15.4,17,031,805802
578,"Census Tract 3201, Cook County, Illinois",38.7,61.3,71.7,6.7,0.8,19.1,0.0,3.7,7.2,92.8,0.0,0.5,3.0,3.0,41.6,41.9,91250.0,94.8,10.4,17,031,320100
579,"Census Tract 3301, Cook County, Illinois",47.1,52.9,52.2,25.9,1.0,20.8,0.0,4.4,6.7,93.3,2.8,4.5,10.0,3.0,31.7,36.2,71563.0,89.7,8.4,17,031,330100
580,"Census Tract 103, Cook County, Illinois",35.8,64.2,55.5,30.1,0.4,11.6,0.0,5.2,14.0,86.0,14.7,6.5,20.1,4.4,19.0,11.3,41315.0,83.0,15.5,17,031,010300
581,"Census Tract 508, Cook County, Illinois",57.7,42.3,93.6,0.7,1.0,5.3,0.0,0.6,10.5,89.5,0.8,3.0,9.1,0.4,39.5,38.4,118864.0,80.5,5.5,17,031,050800
582,"Census Tract 509, Cook County, Illinois",46.7,53.3,93.7,0.0,1.5,5.0,0.0,0.9,3.3,96.7,0.5,1.6,5.7,2.0,49.5,31.7,89750.0,77.1,5.1,17,031,050900
583,"Census Tract 511, Cook County, Illinois",38.9,61.1,89.5,6.6,0.0,6.8,0.0,0.0,10.2,89.8,0.0,1.8,16.7,1.6,52.0,22.7,76694.0,84.4,5.5,17,031,051100
584,"Census Tract 5703, Cook County, Illinois",60.9,39.1,67.8,0.7,0.1,0.9,0.0,31.8,74.2,25.8,25.0,12.0,32.8,5.5,4.4,3.2,41947.0,65.6,6.1,17,031,570300
